anas_platyrhynchos_platyrhynchos ENSAPLG00000007669
anser_brachyrhynchus ENSABRG00000020745
coturnix_japonica ENSCJPG00005017017
taeniopygia_guttata ENSTGUG00000014081
taeniopygia_guttata ENSTGUG00000013183
parus_major ENSPMJG00000003758
parus_major ENSPMJG00000003775
zonotrichia_albicollis ENSZALG00000001567
apteryx_owenii ENSAOWG00000013410
apteryx_rowi ENSARWG00000010140
apteryx_haastii ENSAHAG00000003533
nothoprocta_perdicaria ENSNPEG00000000923
dromaius_novaehollandiae ENSDNVG00000014365
crocodylus_porosus ENSCPRG00005001065
anolis_carolinensis ENSACAG00000007933
notechis_scutatus ENSNSUG00000019899
salvator_merianae ENSSMRG00000008080
spermophilus_dauricus ENSSDAG00000006480
latimeria_chalumnae ENSLACG00000000596
mola_mola ENSMMOG00000000508
mola_mola ENSMMOG00000016163
labrus_bergylta ENSLBEG00000010780
labrus_bergylta ENSLBEG00000015202
labrus_bergylta ENSLBEG00000021590
acanthochromis_polyacanthus ENSAPOG00000023339
amphiprion_ocellaris ENSAOCG00000007837
poecilia_mexicana ENSPMEG00000018240
scophthalmus_maximus ENSSMAG00000017412
astyanax_mexicanus ENSAMXG00000037789
paramormyrops_kingsleyae ENSPKIG00000007661
