loxodonta_africana ENSLAFG00000017934
echinops_telfairi ENSETEG00000005561
procavia_capensis ENSPCAG00000014424
choloepus_hoffmanni ENSCHOG00000008193
ursus_maritimus ENSUMAG00000013976
ursus_americanus ENSUAMG00000005868
ailuropoda_melanoleuca ENSAMEG00000006438
mustela_putorius_furo ENSMPUG00000017379
neovison_vison ENSNVIG00000016558
canis_lupus_dingo ENSCAFG00020000879
canis_lupus_familiaris ENSCAFG00000003826
vulpes_vulpes ENSVVUG00000021514
panthera_tigris_altaica ENSPTIG00000014220
panthera_pardus ENSPPRG00000001552
felis_catus ENSFCAG00000015744
equus_caballus ENSECAG00000026954
equus_asinus_asinus ENSEASG00005006173
myotis_lucifugus ENSMLUG00000007799
pteropus_vampyrus ENSPVAG00000004114
capra_hircus ENSCHIG00000007131
ovis_aries ENSOARG00000005809
bos_taurus ENSBTAG00000009874
bos_mutus ENSBMUG00000016773
tursiops_truncatus ENSTTRG00000005095
sus_scrofa ENSSSCG00000001824
sorex_araneus ENSSARG00000003981
erinaceus_europaeus ENSEEUG00000011355
castor_canadensis ENSCCNG00000008690
dipodomys_ordii ENSDORG00000005724
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029668
mus_musculus ENSMUSG00000034430
mus_spicilegus ENSMSIG00000008026
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028644
mus_pahari MGP_PahariEiJ_G0022389
rattus_norvegicus ENSRNOG00000025818
meriones_unguiculatus ENSMUGG00000019130
peromyscus_maniculatus_bairdii ENSPEMG00000023131
microtus_ochrogaster ENSMOCG00000017021
cricetulus_griseus_crigri-picr ENSCGRG00015013133
cricetulus_griseus_crigri ENSCGRG00000018251
cricetulus_griseus_chok1gshd ENSCGRG00001004254
mesocricetus_auratus ENSMAUG00000019913
nannospalax_galili ENSNGAG00000022043
jaculus_jaculus ENSJJAG00000011015
marmota_marmota_marmota ENSMMMG00000011920
ictidomys_tridecemlineatus ENSSTOG00000007207
urocitellus_parryii ENSUPAG00010008789
chinchilla_lanigera ENSCLAG00000007278
octodon_degus ENSODEG00000006787
cavia_porcellus ENSCPOG00000002150
heterocephalus_glaber_male ENSHGLG00100001467
heterocephalus_glaber_female ENSHGLG00000004088
fukomys_damarensis ENSFDAG00000002914
ochotona_princeps ENSOPRG00000005300
oryctolagus_cuniculus ENSOCUG00000022942
pan_troglodytes ENSPTRG00000015332
pan_paniscus ENSPPAG00000040701
homo_sapiens ENSG00000070476
gorilla_gorilla ENSGGOG00000009938
pongo_abelii ENSPPYG00000013453
nomascus_leucogenys ENSNLEG00000001066
colobus_angolensis_palliatus ENSCANG00000000300
piliocolobus_tephrosceles ENSPTEG00000011443
rhinopithecus_roxellana ENSRROG00000032269
rhinopithecus_bieti ENSRBIG00000032514
mandrillus_leucophaeus ENSMLEG00000030299
cercocebus_atys ENSCATG00000034628
papio_anubis ENSPANG00000000433
theropithecus_gelada ENSTGEG00000009673
macaca_nemestrina ENSMNEG00000036381
macaca_mulatta ENSMMUG00000004195
macaca_fascicularis ENSMFAG00000035930
chlorocebus_sabaeus ENSCSAG00000008075
callithrix_jacchus ENSCJAG00000006974
saimiri_boliviensis_boliviensis ENSSBOG00000007246
cebus_capucinus ENSCCAG00000029979
aotus_nancymaae ENSANAG00000030993
carlito_syrichta ENSTSYG00000035122
propithecus_coquereli ENSPCOG00000009208
prolemur_simus ENSPSMG00000005753
otolemur_garnettii ENSOGAG00000028511
ornithorhynchus_anatinus ENSOANG00000007829
