labrus_bergylta ENSLBEG00000026660
mola_mola ENSMMOG00000009095
cynoglossus_semilaevis ENSCSEG00000001517
mastacembelus_armatus ENSMAMG00000004992
monopterus_albus ENSMALG00000008170
amphiprion_percula ENSAPEG00000019015
acanthochromis_polyacanthus ENSAPOG00000021410
maylandia_zebra ENSMZEG00005008686
pundamilia_nyererei ENSPNYG00000011725
astatotilapia_calliptera ENSACLG00000005858
haplochromis_burtoni ENSHBUG00000013999
neolamprologus_brichardi ENSNBRG00000003214
amphilophus_citrinellus ENSACIG00000011748
xiphophorus_couchianus ENSXCOG00000012872
xiphophorus_maculatus ENSXMAG00000010806
gambusia_affinis ENSGAFG00000004693
oryzias_latipes_asm223469v1 ENSORLG00015021950
oryzias_latipes ENSORLG00020013799
oryzias_latipes ENSORLG00000011792
hippocampus_comes ENSHCOG00000012986
periophthalmus_magnuspinnatus ENSPMGG00000013263
esox_lucius ENSELUG00000019092
pygocentrus_nattereri ENSPNAG00000014074
astyanax_mexicanus ENSAMXG00000021533
ictalurus_punctatus ENSIPUG00000001478
danio_rerio ENSDARG00000021462
paramormyrops_kingsleyae ENSPKIG00000016621
lepisosteus_oculatus ENSLOCG00000008284
phascolarctos_cinereus ENSPCIG00000020163
sarcophilus_harrisii ENSSHAG00000008565
loxodonta_africana ENSLAFG00000004881
dasypus_novemcinctus ENSDNOG00000001360
pan_troglodytes ENSPTRG00000013000
pan_paniscus ENSPPAG00000034429
homo_sapiens ENSG00000123977
gorilla_gorilla ENSGGOG00000010036
pongo_abelii ENSPPYG00000013245
macaca_fascicularis ENSMFAG00000030165
macaca_mulatta ENSMMUG00000013252
mandrillus_leucophaeus ENSMLEG00000031072
papio_anubis ENSPANG00000004189
chlorocebus_sabaeus ENSCSAG00000007076
colobus_angolensis_palliatus ENSCANG00000038325
piliocolobus_tephrosceles ENSPTEG00000039760
cebus_capucinus ENSCCAG00000037067
callithrix_jacchus ENSCJAG00000013055
saimiri_boliviensis_boliviensis ENSSBOG00000034026
aotus_nancymaae ENSANAG00000034365
carlito_syrichta ENSTSYG00000003030
prolemur_simus ENSPSMG00000016552
microcebus_murinus ENSMICG00000013275
otolemur_garnettii ENSOGAG00000007779
chinchilla_lanigera ENSCLAG00000007872
octodon_degus ENSODEG00000006316
cavia_porcellus ENSCPOG00000000332
heterocephalus_glaber_female ENSHGLG00000002663
heterocephalus_glaber_male ENSHGLG00100002426
fukomys_damarensis ENSFDAG00000015463
spermophilus_dauricus ENSSDAG00000019592
ictidomys_tridecemlineatus ENSSTOG00000024804
urocitellus_parryii ENSUPAG00010004251
marmota_marmota_marmota ENSMMMG00000000677
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014335
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015141
mus_pahari MGP_PahariEiJ_G0027572
rattus_norvegicus ENSRNOG00000016247
meriones_unguiculatus ENSMUGG00000000785
peromyscus_maniculatus_bairdii ENSPEMG00000013917
microtus_ochrogaster ENSMOCG00000014056
cricetulus_griseus_crigri-picr ENSCGRG00015008536
cricetulus_griseus_chok1gshd ENSCGRG00001024107
jaculus_jaculus ENSJJAG00000021772
dipodomys_ordii ENSDORG00000016122
pteropus_vampyrus ENSPVAG00000000475
myotis_lucifugus ENSMLUG00000002409
equus_caballus ENSECAG00000008491
ursus_americanus ENSUAMG00000021798
ursus_maritimus ENSUMAG00000017409
ailuropoda_melanoleuca ENSAMEG00000010514
mustela_putorius_furo ENSMPUG00000001380
neovison_vison ENSNVIG00000001577
canis_lupus_dingo ENSCAFG00020018760
canis_lupus_familiaris ENSCAFG00000010512
vulpes_vulpes ENSVVUG00000025737
panthera_pardus ENSPPRG00000008920
panthera_tigris_altaica ENSPTIG00000011846
felis_catus ENSFCAG00000025992
tursiops_truncatus ENSTTRG00000013110
sus_scrofa ENSSSCG00000016255
ovis_aries ENSOARG00000020578
capra_hircus ENSCHIG00000012640
bison_bison_bison ENSBBBG00000006290
vicugna_pacos ENSVPAG00000005217
lepidothrix_coronata ENSLCOG00000003384
manacus_vitellinus ENSMVIG00005009092
parus_major ENSPMJG00000017225
gallus_gallus ENSGALG00000002992
nothoprocta_perdicaria ENSNPEG00000013226
crocodylus_porosus ENSCPRG00005004129
chelonoidis_abingdonii ENSCABG00000016232
gopherus_agassizii ENSGAGG00000001916
chrysemys_picta_bellii ENSCPBG00000019603
pelodiscus_sinensis ENSPSIG00000004573
anolis_carolinensis ENSACAG00000014780
salvator_merianae ENSSMRG00000008988
xenopus_tropicalis ENSXETG00000026821
latimeria_chalumnae ENSLACG00000005771
latimeria_chalumnae ENSLACG00000018402
phascolarctos_cinereus ENSPCIG00000020599
ciona_intestinalis ENSCING00000007834
