calidris_pygmaea ENSCPGG00000007097
calidris_pugnax ENSCPUG00000012997
melopsittacus_undulatus ENSMUNG00000012436
lonchura_striata_domestica ENSLSDG00000011649
taeniopygia_guttata ENSTGUG00000012112
serinus_canaria ENSSCAG00000013032
junco_hyemalis ENSJHYG00000016181
zonotrichia_albicollis ENSZALG00000003649
ficedula_albicollis ENSFALG00000008423
parus_major ENSPMJG00000014938
cyanistes_caeruleus ENSCCEG00000010223
manacus_vitellinus ENSMVIG00005008288
lepidothrix_coronata ENSLCOG00000007362
apteryx_haastii ENSAHAG00000013417
apteryx_rowi ENSARWG00000007450
apteryx_owenii ENSAOWG00000007840
dromaius_novaehollandiae ENSDNVG00000013623
anser_brachyrhynchus ENSABRG00000005718
anas_platyrhynchos_platyrhynchos ENSAPLG00000025822
gallus_gallus ENSGALG00000017012
coturnix_japonica ENSCJPG00005019795
meleagris_gallopavo ENSMGAG00000015022
numida_meleagris ENSNMEG00000007297
nothoprocta_perdicaria ENSNPEG00000005826
crocodylus_porosus ENSCPRG00005002260
gopherus_agassizii ENSGAGG00000014514
chelonoidis_abingdonii ENSCABG00000005761
chrysemys_picta_bellii ENSCPBG00000008627
pelodiscus_sinensis ENSPSIG00000002223
anolis_carolinensis ENSACAG00000013818
pogona_vitticeps ENSPVIG00000021851
notechis_scutatus ENSNSUG00000001177
sphenodon_punctatus ENSSPUG00000006820
pteropus_vampyrus ENSPVAG00000016177
myotis_lucifugus ENSMLUG00000008136
ursus_americanus ENSUAMG00000009571
ursus_maritimus ENSUMAG00000018468
ailuropoda_melanoleuca ENSAMEG00000004813
neovison_vison ENSNVIG00000011840
canis_lupus_dingo ENSCAFG00020021574
canis_lupus_familiaris ENSCAFG00000004305
vulpes_vulpes ENSVVUG00000028128
panthera_pardus ENSPPRG00000013117
panthera_tigris_altaica ENSPTIG00000014997
felis_catus ENSFCAG00000031784
ovis_aries ENSOARG00000008666
capra_hircus ENSCHIG00000009570
bos_taurus ENSBTAG00000008176
bos_mutus ENSBMUG00000002009
bison_bison_bison ENSBBBG00000003771
tursiops_truncatus ENSTTRG00000006303
vicugna_pacos ENSVPAG00000011385
sus_scrofa ENSSSCG00000009388
equus_asinus_asinus ENSEASG00005017300
equus_caballus ENSECAG00000008284
erinaceus_europaeus ENSEEUG00000010546
sorex_araneus ENSSARG00000007945
mus_spicilegus ENSMSIG00000024715
mus_musculus ENSMUSG00000046168
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020279
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019387
mus_pahari MGP_PahariEiJ_G0030405
rattus_norvegicus ENSRNOG00000021831
meriones_unguiculatus ENSMUGG00000018102
microtus_ochrogaster ENSMOCG00000014538
peromyscus_maniculatus_bairdii ENSPEMG00000009982
cricetulus_griseus_chok1gshd ENSCGRG00001022876
cricetulus_griseus_crigri ENSCGRG00000006267
mesocricetus_auratus ENSMAUG00000009681
nannospalax_galili ENSNGAG00000012047
castor_canadensis ENSCCNG00000008618
urocitellus_parryii ENSUPAG00010004022
ictidomys_tridecemlineatus ENSSTOG00000001023
spermophilus_dauricus ENSSDAG00000017939
marmota_marmota_marmota ENSMMMG00000023037
oryctolagus_cuniculus ENSOCUG00000003085
ochotona_princeps ENSOPRG00000002161
tupaia_belangeri ENSTBEG00000001161
pan_troglodytes ENSPTRG00000005881
pan_paniscus ENSPPAG00000006776
homo_sapiens ENSG00000198553
gorilla_gorilla ENSGGOG00000001621
pongo_abelii ENSPPYG00000005375
nomascus_leucogenys ENSNLEG00000003786
piliocolobus_tephrosceles ENSPTEG00000030546
colobus_angolensis_palliatus ENSCANG00000023047
rhinopithecus_roxellana ENSRROG00000036212
rhinopithecus_bieti ENSRBIG00000044018
macaca_fascicularis ENSMFAG00000042387
macaca_nemestrina ENSMNEG00000029373
macaca_mulatta ENSMMUG00000010899
mandrillus_leucophaeus ENSMLEG00000028084
papio_anubis ENSPANG00000029368
cercocebus_atys ENSCATG00000035411
theropithecus_gelada ENSTGEG00000004484
saimiri_boliviensis_boliviensis ENSSBOG00000023070
cebus_capucinus ENSCCAG00000033873
callithrix_jacchus ENSCJAG00000042841
aotus_nancymaae ENSANAG00000024727
carlito_syrichta ENSTSYG00000010615
propithecus_coquereli ENSPCOG00000018995
microcebus_murinus ENSMICG00000042205
prolemur_simus ENSPSMG00000016450
loxodonta_africana ENSLAFG00000000702
procavia_capensis ENSPCAG00000017087
dasypus_novemcinctus ENSDNOG00000006130
phascolarctos_cinereus ENSPCIG00000019428
notamacropus_eugenii ENSMEUG00000002022
sarcophilus_harrisii ENSSHAG00000001523
monodelphis_domestica ENSMODG00000010787
ornithorhynchus_anatinus ENSOANG00000015538
xenopus_tropicalis ENSXETG00000015694
latimeria_chalumnae ENSLACG00000013493
lepisosteus_oculatus ENSLOCG00000009277
ictalurus_punctatus ENSIPUG00000020361
