serinus_canaria ENSSCAG00000014955
lonchura_striata_domestica ENSLSDG00000012329
zonotrichia_albicollis ENSZALG00000013855
cyanistes_caeruleus ENSCCEG00000009973
parus_major ENSPMJG00000001771
ficedula_albicollis ENSFALG00000012353
lepidothrix_coronata ENSLCOG00000004854
manacus_vitellinus ENSMVIG00005019998
calidris_pugnax ENSCPUG00000008018
calidris_pygmaea ENSCPGG00000002092
melopsittacus_undulatus ENSMUNG00000011956
numida_meleagris ENSNMEG00000013281
gallus_gallus ENSGALG00000023179
taeniopygia_guttata ENSTGUG00000000478
taeniopygia_guttata ENSTGUG00000000475
meleagris_gallopavo ENSMGAG00000017112
anas_platyrhynchos_platyrhynchos ENSAPLG00000029241
anser_brachyrhynchus ENSABRG00000021734
apteryx_rowi ENSARWG00000000976
apteryx_owenii ENSAOWG00000017451
apteryx_haastii ENSAHAG00000009559
dromaius_novaehollandiae ENSDNVG00000010513
nothoprocta_perdicaria ENSNPEG00000007144
crocodylus_porosus ENSCPRG00005010184
gopherus_agassizii ENSGAGG00000021198
chelonoidis_abingdonii ENSCABG00000014634
chrysemys_picta_bellii ENSCPBG00000005516
pelodiscus_sinensis ENSPSIG00000015615
pelodiscus_sinensis ENSPSIG00000015954
anolis_carolinensis ENSACAG00000016407
pogona_vitticeps ENSPVIG00000015579
notechis_scutatus ENSNSUG00000013940
salvator_merianae ENSSMRG00000019250
sphenodon_punctatus ENSSPUG00000004938
phascolarctos_cinereus ENSPCIG00000029173
notamacropus_eugenii ENSMEUG00000006704
sarcophilus_harrisii ENSSHAG00000002005
monodelphis_domestica ENSMODG00000000655
marmota_marmota_marmota ENSMMMG00000004064
ictidomys_tridecemlineatus ENSSTOG00000006516
felis_catus ENSFCAG00000021894
loxodonta_africana ENSLAFG00000016346
dasypus_novemcinctus ENSDNOG00000036753
choloepus_hoffmanni ENSCHOG00000000825
pongo_abelii ENSPPYG00000019041
equus_caballus ENSECAG00000033624
equus_asinus_asinus ENSEASG00005008365
ursus_maritimus ENSUMAG00000010313
ursus_americanus ENSUAMG00000010933
ailuropoda_melanoleuca ENSAMEG00000001728
mustela_putorius_furo ENSMPUG00000000203
neovison_vison ENSNVIG00000018582
papio_anubis ENSPANG00000012766
theropithecus_gelada ENSTGEG00000027466
cercocebus_atys ENSCATG00000020706
macaca_fascicularis ENSMFAG00000044087
rhinopithecus_bieti ENSRBIG00000034799
pongo_abelii ENSPPYG00000013363
castor_canadensis ENSCCNG00000010722
loxodonta_africana ENSLAFG00000027390
pan_troglodytes ENSPTRG00000008367
pan_paniscus ENSPPAG00000005772
homo_sapiens ENSG00000152910
gorilla_gorilla ENSGGOG00000009394
pongo_abelii ENSPPYG00000007569
nomascus_leucogenys ENSNLEG00000013100
cercocebus_atys ENSCATG00000034579
mandrillus_leucophaeus ENSMLEG00000029378
theropithecus_gelada ENSTGEG00000014869
papio_anubis ENSPANG00000006309
macaca_fascicularis ENSMFAG00000001819
macaca_mulatta ENSMMUG00000003916
macaca_nemestrina ENSMNEG00000029247
chlorocebus_sabaeus ENSCSAG00000003642
colobus_angolensis_palliatus ENSCANG00000033061
piliocolobus_tephrosceles ENSPTEG00000038797
rhinopithecus_roxellana ENSRROG00000028274
rhinopithecus_bieti ENSRBIG00000037916
callithrix_jacchus ENSCJAG00000014128
cebus_capucinus ENSCCAG00000023252
aotus_nancymaae ENSANAG00000030150
carlito_syrichta ENSTSYG00000012439
prolemur_simus ENSPSMG00000011514
microcebus_murinus ENSMICG00000012242
propithecus_coquereli ENSPCOG00000023152
otolemur_garnettii ENSOGAG00000014485
tupaia_belangeri ENSTBEG00000004917
mus_spicilegus ENSMSIG00000020072
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032708
mus_musculus ENSMUSG00000031772
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031590
mus_pahari MGP_PahariEiJ_G0023188
rattus_norvegicus ENSRNOG00000011231
meriones_unguiculatus ENSMUGG00000006998
meriones_unguiculatus ENSMUGG00000006986
cricetulus_griseus_chok1gshd ENSCGRG00001004585
cricetulus_griseus_crigri ENSCGRG00000015988
cricetulus_griseus_crigri-picr ENSCGRG00015012929
mesocricetus_auratus ENSMAUG00000011098
peromyscus_maniculatus_bairdii ENSPEMG00000012271
microtus_ochrogaster ENSMOCG00000005286
nannospalax_galili ENSNGAG00000001769
jaculus_jaculus ENSJJAG00000018976
dipodomys_ordii ENSDORG00000010466
castor_canadensis ENSCCNG00000005403
ictidomys_tridecemlineatus ENSSTOG00000000938
urocitellus_parryii ENSUPAG00010003823
spermophilus_dauricus ENSSDAG00000004475
marmota_marmota_marmota ENSMMMG00000012584
cavia_porcellus ENSCPOG00000006637
cavia_aperea ENSCAPG00000012703
chinchilla_lanigera ENSCLAG00000003909
octodon_degus ENSODEG00000014247
heterocephalus_glaber_female ENSHGLG00000014557
heterocephalus_glaber_male ENSHGLG00100004990
fukomys_damarensis ENSFDAG00000007316
oryctolagus_cuniculus ENSOCUG00000002907
ochotona_princeps ENSOPRG00000011250
ovis_aries ENSOARG00000007080
capra_hircus ENSCHIG00000014556
bos_mutus ENSBMUG00000021796
bos_taurus ENSBTAG00000026004
bison_bison_bison ENSBBBG00000019886
tursiops_truncatus ENSTTRG00000000284
vicugna_pacos ENSVPAG00000003719
sus_scrofa ENSSSCG00000023125
ursus_maritimus ENSUMAG00000014610
ursus_americanus ENSUAMG00000009754
ailuropoda_melanoleuca ENSAMEG00000016211
neovison_vison ENSNVIG00000019533
mustela_putorius_furo ENSMPUG00000009853
