pan_troglodytes ENSPTRG00000008120
pan_paniscus ENSPPAG00000004040
homo_sapiens ENSG00000177508
gorilla_gorilla ENSGGOG00000014067
pongo_abelii ENSPPYG00000007354
nomascus_leucogenys ENSNLEG00000032462
cercocebus_atys ENSCATG00000035868
papio_anubis ENSPANG00000009026
mandrillus_leucophaeus ENSMLEG00000000052
theropithecus_gelada ENSTGEG00000022052
macaca_mulatta ENSMMUG00000001389
macaca_fascicularis ENSMFAG00000032048
macaca_nemestrina ENSMNEG00000029795
chlorocebus_sabaeus ENSCSAG00000005290
piliocolobus_tephrosceles ENSPTEG00000021259
colobus_angolensis ENSCANG00000024272
rhinopithecus_bieti ENSRBIG00000023657
rhinopithecus_roxellana ENSRROG00000033524
callithrix_jacchus ENSCJAG00000001418
cebus_capucinus ENSCCAG00000029708
saimiri_boliviensis ENSSBOG00000030739
aotus_nancymaae ENSANAG00000024444
carlito_syrichta ENSTSYG00000032548
propithecus_coquereli ENSPCOG00000020702
microcebus_murinus ENSMICG00000016860
prolemur_simus ENSPSMG00000006920
otolemur_garnettii ENSOGAG00000029236
tupaia_belangeri ENSTBEG00000008254
castor_canadensis ENSCCNG00000017416
dipodomys_ordii ENSDORG00000011798
microtus_ochrogaster ENSMOCG00000001570
peromyscus_maniculatus ENSPEMG00000022357
cricetulus_griseus ENSCGRG00001022254
cricetulus_griseus ENSCGRG00000007576
cricetulus_griseus ENSCGRG00015027661
mesocricetus_auratus ENSMAUG00000017323
mus_musculus ENSMUSG00000031734
mus_spretus MGP_SPRETEiJ_G0032489
mus_caroli MGP_CAROLIEiJ_G0031370
mus_pahari MGP_PahariEiJ_G0022969
mus_spicilegus ENSMSIG00000022187
rattus_norvegicus ENSRNOG00000011533
meriones_unguiculatus ENSMUGG00000008687
nannospalax_galili ENSNGAG00000011571
jaculus_jaculus ENSJJAG00000021503
urocitellus_parryii ENSUPAG00010014349
marmota_marmota ENSMMMG00000011681
ictidomys_tridecemlineatus ENSSTOG00000019902
chinchilla_lanigera ENSCLAG00000013650
octodon_degus ENSODEG00000004286
cavia_porcellus ENSCPOG00000034825
heterocephalus_glaber ENSHGLG00000004630
heterocephalus_glaber ENSHGLG00100006556
equus_asinus ENSEASG00005018291
equus_caballus ENSECAG00000023496
pteropus_vampyrus ENSPVAG00000015986
bos_indicus ENSBIXG00005002200
bos_indicus ENSBIXG00000014823
bos_taurus ENSBTAG00000012083
bos_mutus ENSBMUG00000010223
capra_hircus ENSCHIG00000014903
ovis_aries ENSOARG00000017964
sus_scrofa ENSSSCG00000002831
ursus_americanus ENSUAMG00000012486
ailuropoda_melanoleuca ENSAMEG00000016409
neovison_vison ENSNVIG00000017164
mustela_putorius ENSMPUG00000003361
canis_lupus ENSCAFG00000032579
canis_lupus ENSCAFG00020003699
vulpes_vulpes ENSVVUG00000019559
panthera_pardus ENSPPRG00000010599
felis_catus ENSFCAG00000039768
dasypus_novemcinctus ENSDNOG00000012985
procavia_capensis ENSPCAG00000007496
loxodonta_africana ENSLAFG00000010498
echinops_telfairi ENSETEG00000020300
vombatus_ursinus ENSVURG00010019907
notamacropus_eugenii ENSMEUG00000014864
monodelphis_domestica ENSMODG00000013192
sarcophilus_harrisii ENSSHAG00000012619
pogona_vitticeps ENSPVIG00000020117
salvator_merianae ENSSMRG00000006062
notechis_scutatus ENSNSUG00000005234
chrysemys_picta ENSCPBG00000012189
chelonoidis_abingdonii ENSCABG00000021141
pelodiscus_sinensis ENSPSIG00000006981
