astyanax_mexicanus ENSAMXG00000030684
pygocentrus_nattereri ENSPNAG00000015042
ictalurus_punctatus ENSIPUG00000022657
danio_rerio ENSDARG00000075714
amphiprion_percula ENSAPEG00000018610
amphiprion_ocellaris ENSAOCG00000015850
acanthochromis_polyacanthus ENSAPOG00000010004
stegastes_partitus ENSSPAG00000020435
maylandia_zebra ENSMZEG00005002666
astatotilapia_calliptera ENSACLG00000019511
haplochromis_burtoni ENSHBUG00000018607
pundamilia_nyererei ENSPNYG00000009991
neolamprologus_brichardi ENSNBRG00000009419
oreochromis_niloticus ENSONIG00000021448
amphilophus_citrinellus ENSACIG00000018111
seriola_lalandi_dorsalis ENSSLDG00000006604
seriola_dumerili ENSSDUG00000023269
takifugu_rubripes ENSTRUG00000000579
monopterus_albus ENSMALG00000020727
mastacembelus_armatus ENSMAMG00000019598
anabas_testudineus ENSATEG00000019599
poecilia_latipinna ENSPLAG00000014642
poecilia_mexicana ENSPMEG00000022675
poecilia_formosa ENSPFOG00000024590
poecilia_reticulata ENSPREG00000013422
xiphophorus_couchianus ENSXCOG00000018294
xiphophorus_maculatus ENSXMAG00000013072
gambusia_affinis ENSGAFG00000005206
fundulus_heteroclitus ENSFHEG00000019060
labrus_bergylta ENSLBEG00000006750
scophthalmus_maximus ENSSMAG00000014396
oryzias_melastigma ENSOMEG00000014163
hippocampus_comes ENSHCOG00000007628
periophthalmus_magnuspinnatus ENSPMGG00000022085
scleropages_formosus ENSSFOG00015009618
paramormyrops_kingsleyae ENSPKIG00000009642
lepisosteus_oculatus ENSLOCG00000001229
chrysemys_picta_bellii ENSCPBG00000009118
gopherus_agassizii ENSGAGG00000000072
gallus_gallus ENSGALG00000046141
meleagris_gallopavo ENSMGAG00000004117
