ursus_americanus ENSUAMG00000001606
ailuropoda_melanoleuca ENSAMEG00000008332
mustela_putorius_furo ENSMPUG00000017719
canis_lupus_familiaris ENSCAFG00000005441
canis_lupus_dingo ENSCAFG00020015711
panthera_pardus ENSPPRG00000003998
panthera_tigris_altaica ENSPTIG00000012526
felis_catus ENSFCAG00000010746
equus_caballus ENSECAG00000007731
equus_asinus_asinus ENSEASG00005011801
sus_scrofa ENSSSCG00000002987
vicugna_pacos ENSVPAG00000011715
bos_taurus ENSBTAG00000010483
bos_mutus ENSBMUG00000015428
bison_bison_bison ENSBBBG00000004533
ovis_aries ENSOARG00000006280
capra_hircus ENSCHIG00000009219
tursiops_truncatus ENSTTRG00000003576
pteropus_vampyrus ENSPVAG00000008682
sorex_araneus ENSSARG00000009304
chinchilla_lanigera ENSCLAG00000016953
cavia_porcellus ENSCPOG00000013345
octodon_degus ENSODEG00000016703
heterocephalus_glaber_female ENSHGLG00000018529
heterocephalus_glaber_male ENSHGLG00100016682
fukomys_damarensis ENSFDAG00000001191
urocitellus_parryii ENSUPAG00010022574
marmota_marmota_marmota ENSMMMG00000020782
ictidomys_tridecemlineatus ENSSTOG00000000753
mus_musculus ENSMUSG00000003436
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030537
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029439
mus_pahari MGP_PahariEiJ_G0012675
rattus_norvegicus ENSRNOG00000019338
meriones_unguiculatus ENSMUGG00000024938
peromyscus_maniculatus_bairdii ENSPEMG00000001075
microtus_ochrogaster ENSMOCG00000007512
cricetulus_griseus_crigri-picr ENSCGRG00015025723
cricetulus_griseus_chok1gshd ENSCGRG00001019706
cricetulus_griseus_crigri ENSCGRG00000006480
mesocricetus_auratus ENSMAUG00000011540
nannospalax_galili ENSNGAG00000022305
jaculus_jaculus ENSJJAG00000020216
dipodomys_ordii ENSDORG00000001125
oryctolagus_cuniculus ENSOCUG00000007246
ochotona_princeps ENSOPRG00000008811
prolemur_simus ENSPSMG00000023079
propithecus_coquereli ENSPCOG00000019190
microcebus_murinus ENSMICG00000011466
otolemur_garnettii ENSOGAG00000012052
pongo_abelii ENSPPYG00000009970
nomascus_leucogenys ENSNLEG00000014294
gorilla_gorilla ENSGGOG00000014462
homo_sapiens ENSG00000090932
pan_troglodytes ENSPTRG00000010975
pan_troglodytes ENSPTRG00000043273
pan_paniscus ENSPPAG00000040310
piliocolobus_tephrosceles ENSPTEG00000037468
colobus_angolensis_palliatus ENSCANG00000023001
rhinopithecus_roxellana ENSRROG00000036470
rhinopithecus_bieti ENSRBIG00000025216
theropithecus_gelada ENSTGEG00000001427
papio_anubis ENSPANG00000009954
cercocebus_atys ENSCATG00000030320
macaca_nemestrina ENSMNEG00000033760
macaca_mulatta ENSMMUG00000019093
macaca_fascicularis ENSMFAG00000046282
chlorocebus_sabaeus ENSCSAG00000003815
mandrillus_leucophaeus ENSMLEG00000043527
cebus_capucinus ENSCCAG00000011332
callithrix_jacchus ENSCJAG00000014280
aotus_nancymaae ENSANAG00000036523
saimiri_boliviensis_boliviensis ENSSBOG00000026332
loxodonta_africana ENSLAFG00000006308
procavia_capensis ENSPCAG00000011168
echinops_telfairi ENSETEG00000003150
dasypus_novemcinctus ENSDNOG00000005952
notamacropus_eugenii ENSMEUG00000016473
phascolarctos_cinereus ENSPCIG00000010466
monodelphis_domestica ENSMODG00000013665
xenopus_tropicalis ENSXETG00000010587
