scleropages_formosus ENSSFOG00015023631
paramormyrops_kingsleyae ENSPKIG00000008090
mastacembelus_armatus ENSMAMG00000010456
anabas_testudineus ENSATEG00000007858
amphiprion_ocellaris ENSAOCG00000010940
amphiprion_percula ENSAPEG00000018758
acanthochromis_polyacanthus ENSAPOG00000001179
stegastes_partitus ENSSPAG00000006841
pundamilia_nyererei ENSPNYG00000001562
oryzias_melastigma ENSOMEG00000015983
monopterus_albus ENSMALG00000010630
seriola_lalandi_dorsalis ENSSLDG00000012632
seriola_dumerili ENSSDUG00000013127
scophthalmus_maximus ENSSMAG00000009890
cynoglossus_semilaevis ENSCSEG00000000116
astatotilapia_calliptera ENSACLG00000019995
maylandia_zebra ENSMZEG00005006487
pundamilia_nyererei ENSPNYG00000004626
haplochromis_burtoni ENSHBUG00000020516
neolamprologus_brichardi ENSNBRG00000010654
oreochromis_niloticus ENSONIG00000008217
amphilophus_citrinellus ENSACIG00000023700
labrus_bergylta ENSLBEG00000014496
gasterosteus_aculeatus ENSGACG00000007351
mola_mola ENSMMOG00000002408
poecilia_formosa ENSPFOG00000023311
poecilia_mexicana ENSPMEG00000011184
poecilia_latipinna ENSPLAG00000006547
poecilia_reticulata ENSPREG00000003043
gambusia_affinis ENSGAFG00000019440
xiphophorus_maculatus ENSXMAG00000023433
cyprinodon_variegatus ENSCVAG00000015569
fundulus_heteroclitus ENSFHEG00000007004
oryzias_latipes ENSORLG00020018225
oryzias_latipes_asm223469v1 ENSORLG00015014593
oryzias_latipes ENSORLG00000029303
oryzias_melastigma ENSOMEG00000013844
oryzias_latipes_asm223469v1 ENSORLG00015016661
takifugu_rubripes ENSTRUG00000001698
tetraodon_nigroviridis ENSTNIG00000016914
kryptolebias_marmoratus ENSKMAG00000013950
periophthalmus_magnuspinnatus ENSPMGG00000008745
hippocampus_comes ENSHCOG00000001671
gadus_morhua ENSGMOG00000019167
esox_lucius ENSELUG00000003508
astyanax_mexicanus ENSAMXG00000004062
astyanax_mexicanus ENSAMXG00000043065
pygocentrus_nattereri ENSPNAG00000015505
ictalurus_punctatus ENSIPUG00000019986
danio_rerio ENSDARG00000015757
lepisosteus_oculatus ENSLOCG00000002702
apteryx_rowi ENSARWG00000010703
apteryx_haastii ENSAHAG00000010790
apteryx_owenii ENSAOWG00000011010
nothoprocta_perdicaria ENSNPEG00000010437
dromaius_novaehollandiae ENSDNVG00000008428
anser_brachyrhynchus ENSABRG00000012117
anas_platyrhynchos_platyrhynchos ENSAPLG00000016434
gallus_gallus ENSGALG00000043733
meleagris_gallopavo ENSMGAG00000001964
coturnix_japonica ENSCJPG00005016301
numida_meleagris ENSNMEG00000005924
calidris_pygmaea ENSCPGG00000010010
calidris_pugnax ENSCPUG00000016275
parus_major ENSPMJG00000000129
cyanistes_caeruleus ENSCCEG00000016788
ficedula_albicollis ENSFALG00000000455
lonchura_striata_domestica ENSLSDG00000000315
taeniopygia_guttata ENSTGUG00000001117
manacus_vitellinus ENSMVIG00005008487
melopsittacus_undulatus ENSMUNG00000009066
junco_hyemalis ENSJHYG00000000776
zonotrichia_albicollis ENSZALG00000000214
lepidothrix_coronata ENSLCOG00000009585
crocodylus_porosus ENSCPRG00005016717
chelonoidis_abingdonii ENSCABG00000001867
gopherus_agassizii ENSGAGG00000010679
chrysemys_picta_bellii ENSCPBG00000025071
pelodiscus_sinensis ENSPSIG00000011622
sphenodon_punctatus ENSSPUG00000005222
sphenodon_punctatus ENSSPUG00000006427
loxodonta_africana ENSLAFG00000014756
procavia_capensis ENSPCAG00000005925
dasypus_novemcinctus ENSDNOG00000036245
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027611
mus_spicilegus ENSMSIG00000003128
mus_musculus ENSMUSG00000028822
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026631
mus_pahari MGP_PahariEiJ_G0028964
rattus_norvegicus ENSRNOG00000017279
meriones_unguiculatus ENSMUGG00000016009
cricetulus_griseus_chok1gshd ENSCGRG00001024623
cricetulus_griseus_crigri ENSCGRG00000017022
cricetulus_griseus_crigri-picr ENSCGRG00015018588
cricetulus_griseus_chok1gshd ENSCGRG00001014116
cricetulus_griseus_crigri ENSCGRG00000013272
cricetulus_griseus_crigri-picr ENSCGRG00015015095
