notamacropus_eugenii ENSMEUG00000002098
sarcophilus_harrisii ENSSHAG00000003631
monodelphis_domestica ENSMODG00000024629
ursus_americanus ENSUAMG00000013118
ursus_americanus ENSUAMG00000002261
ursus_maritimus ENSUMAG00000022168
ailuropoda_melanoleuca ENSAMEG00000019017
neovison_vison ENSNVIG00000012487
mustela_putorius_furo ENSMPUG00000018578
canis_lupus_familiaris ENSCAFG00000001649
canis_lupus_dingo ENSCAFG00020024738
panthera_pardus ENSPPRG00000020438
equus_asinus_asinus ENSEASG00005004753
equus_caballus ENSECAG00000020201
pteropus_vampyrus ENSPVAG00000006971
myotis_lucifugus ENSMLUG00000001534
ovis_aries ENSOARG00000008374
capra_hircus ENSCHIG00000011189
bos_mutus ENSBMUG00000015908
bos_taurus ENSBTAG00000012757
bison_bison_bison ENSBBBG00000013781
tursiops_truncatus ENSTTRG00000001307
sus_scrofa ENSSSCG00000005277
vicugna_pacos ENSVPAG00000002643
erinaceus_europaeus ENSEEUG00000005351
sorex_araneus ENSSARG00000011014
castor_canadensis ENSCCNG00000000124
dipodomys_ordii ENSDORG00000024110
chinchilla_lanigera ENSCLAG00000002318
octodon_degus ENSODEG00000018998
cavia_aperea ENSCAPG00000011814
cavia_porcellus ENSCPOG00000013671
heterocephalus_glaber_male ENSHGLG00100010195
heterocephalus_glaber_female ENSHGLG00000000522
fukomys_damarensis ENSFDAG00000004559
ictidomys_tridecemlineatus ENSSTOG00000012068
urocitellus_parryii ENSUPAG00010021834
spermophilus_dauricus ENSSDAG00000019257
marmota_marmota_marmota ENSMMMG00000012027
cricetulus_griseus_crigri ENSCGRG00000006639
cricetulus_griseus_chok1gshd ENSCGRG00001007418
mesocricetus_auratus ENSMAUG00000002095
peromyscus_maniculatus_bairdii ENSPEMG00000024295
microtus_ochrogaster ENSMOCG00000013528
mus_musculus ENSMUSG00000038843
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023719
mus_spicilegus ENSMSIG00000027846
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022800
mus_pahari MGP_PahariEiJ_G0014295
rattus_norvegicus ENSRNOG00000050534
meriones_unguiculatus ENSMUGG00000018283
jaculus_jaculus ENSJJAG00000007751
microcebus_murinus ENSMICG00000004627
microcebus_murinus ENSMICG00000035231
prolemur_simus ENSPSMG00000017048
otolemur_garnettii ENSOGAG00000002901
theropithecus_gelada ENSTGEG00000026445
papio_anubis ENSPANG00000011524
macaca_fascicularis ENSMFAG00000023079
macaca_mulatta ENSMMUG00000020406
macaca_nemestrina ENSMNEG00000007369
mandrillus_leucophaeus ENSMLEG00000020969
chlorocebus_sabaeus ENSCSAG00000018501
rhinopithecus_roxellana ENSRROG00000003573
colobus_angolensis_palliatus ENSCANG00000016604
piliocolobus_tephrosceles ENSPTEG00000038441
pan_paniscus ENSPPAG00000018525
pan_troglodytes ENSPTRG00000043705
homo_sapiens ENSG00000187210
pongo_abelii ENSPPYG00000019304
nomascus_leucogenys ENSNLEG00000034138
aotus_nancymaae ENSANAG00000031441
aotus_nancymaae ENSANAG00000025644
cebus_capucinus ENSCCAG00000017058
saimiri_boliviensis_boliviensis ENSSBOG00000018905
cebus_capucinus ENSCCAG00000023423
callithrix_jacchus ENSCJAG00000044703
oryctolagus_cuniculus ENSOCUG00000007916
dasypus_novemcinctus ENSDNOG00000016962
dasypus_novemcinctus ENSDNOG00000043531
choloepus_hoffmanni ENSCHOG00000009297
loxodonta_africana ENSLAFG00000021806
echinops_telfairi ENSETEG00000016455
ornithorhynchus_anatinus ENSOANG00000005174
coturnix_japonica ENSCJPG00005007882
meleagris_gallopavo ENSMGAG00000006069
gallus_gallus ENSGALG00000015166
numida_meleagris ENSNMEG00000016848
anas_platyrhynchos_platyrhynchos ENSAPLG00000025966
anser_brachyrhynchus ENSABRG00000012049
calidris_pugnax ENSCPUG00000005172
calidris_pygmaea ENSCPGG00000013804
melopsittacus_undulatus ENSMUNG00000013144
manacus_vitellinus ENSMVIG00005007969
lepidothrix_coronata ENSLCOG00000005059
lonchura_striata_domestica ENSLSDG00000009345
taeniopygia_guttata ENSTGUG00000003503
serinus_canaria ENSSCAG00000001263
parus_major ENSPMJG00000017715
cyanistes_caeruleus ENSCCEG00000011438
ficedula_albicollis ENSFALG00000014568
zonotrichia_albicollis ENSZALG00000013994
apteryx_owenii ENSAOWG00000003937
apteryx_haastii ENSAHAG00000019366
apteryx_rowi ENSARWG00000004230
dromaius_novaehollandiae ENSDNVG00000011311
nothoprocta_perdicaria ENSNPEG00000012831
crocodylus_porosus ENSCPRG00005006444
gopherus_agassizii ENSGAGG00000018257
chelonoidis_abingdonii ENSCABG00000006052
chrysemys_picta_bellii ENSCPBG00000019732
pelodiscus_sinensis ENSPSIG00000000421
anolis_carolinensis ENSACAG00000005572
pogona_vitticeps ENSPVIG00000024760
notechis_scutatus ENSNSUG00000017727
salvator_merianae ENSSMRG00000018982
xenopus_tropicalis ENSXETG00000000760
latimeria_chalumnae ENSLACG00000006871
scleropages_formosus ENSSFOG00015008392
paramormyrops_kingsleyae ENSPKIG00000019595
pygocentrus_nattereri ENSPNAG00000017799
lepisosteus_oculatus ENSLOCG00000017538
