pan_paniscus ENSPPAG00000030912
pan_troglodytes ENSPTRG00000047082
homo_sapiens ENSG00000215475
gorilla_gorilla ENSGGOG00000001856
pongo_abelii ENSPPYG00000005343
nomascus_leucogenys ENSNLEG00000002491
colobus_angolensis_palliatus ENSCANG00000028085
piliocolobus_tephrosceles ENSPTEG00000027830
rhinopithecus_roxellana ENSRROG00000003247
rhinopithecus_bieti ENSRBIG00000043429
macaca_mulatta ENSMMUG00000041756
macaca_nemestrina ENSMNEG00000031264
macaca_fascicularis ENSMFAG00000000091
chlorocebus_sabaeus ENSCSAG00000017765
mandrillus_leucophaeus ENSMLEG00000038769
theropithecus_gelada ENSTGEG00000002309
papio_anubis ENSPANG00000012225
cercocebus_atys ENSCATG00000033729
saimiri_boliviensis_boliviensis ENSSBOG00000027355
callithrix_jacchus ENSCJAG00000023214
cebus_capucinus ENSCCAG00000036195
aotus_nancymaae ENSANAG00000027513
carlito_syrichta ENSTSYG00000028090
prolemur_simus ENSPSMG00000009299
microcebus_murinus ENSMICG00000028829
propithecus_coquereli ENSPCOG00000027003
otolemur_garnettii ENSOGAG00000033062
dipodomys_ordii ENSDORG00000024143
castor_canadensis ENSCCNG00000017739
chinchilla_lanigera ENSCLAG00000000493
octodon_degus ENSODEG00000006861
cavia_aperea ENSCAPG00000010534
cavia_porcellus ENSCPOG00000033748
heterocephalus_glaber_female ENSHGLG00000008529
heterocephalus_glaber_male ENSHGLG00100019984
fukomys_damarensis ENSFDAG00000007266
mus_spicilegus ENSMSIG00000021424
mus_musculus ENSMUSG00000091722
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020409
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019513
mus_pahari MGP_PahariEiJ_G0030531
rattus_norvegicus ENSRNOG00000043061
meriones_unguiculatus ENSMUGG00000026645
cricetulus_griseus_chok1gshd ENSCGRG00001022985
cricetulus_griseus_crigri-picr ENSCGRG00015003508
cricetulus_griseus_crigri ENSCGRG00000005285
mesocricetus_auratus ENSMAUG00000016684
peromyscus_maniculatus_bairdii ENSPEMG00000028254
microtus_ochrogaster ENSMOCG00000009347
nannospalax_galili ENSNGAG00000012014
jaculus_jaculus ENSJJAG00000019440
urocitellus_parryii ENSUPAG00010007260
ictidomys_tridecemlineatus ENSSTOG00000021529
spermophilus_dauricus ENSSDAG00000007884
marmota_marmota_marmota ENSMMMG00000023403
oryctolagus_cuniculus ENSOCUG00000029756
ochotona_princeps ENSOPRG00000019010
ursus_maritimus ENSUMAG00000016203
ursus_americanus ENSUAMG00000025414
ailuropoda_melanoleuca ENSAMEG00000013115
mustela_putorius_furo ENSMPUG00000001611
neovison_vison ENSNVIG00000007728
canis_lupus_dingo ENSCAFG00020019260
canis_lupus_familiaris ENSCAFG00000004514
vulpes_vulpes ENSVVUG00000028402
myotis_lucifugus ENSMLUG00000029013
pteropus_vampyrus ENSPVAG00000009254
panthera_pardus ENSPPRG00000005707
panthera_tigris_altaica ENSPTIG00000014752
felis_catus ENSFCAG00000018417
equus_caballus ENSECAG00000025105
equus_asinus_asinus ENSEASG00005017098
bos_mutus ENSBMUG00000013570
bos_taurus ENSBTAG00000051729
bison_bison_bison ENSBBBG00000023409
capra_hircus ENSCHIG00000022671
ovis_aries ENSOARG00000007745
tursiops_truncatus ENSTTRG00000005699
sus_scrofa ENSSSCG00000038733
procavia_capensis ENSPCAG00000006185
dasypus_novemcinctus ENSDNOG00000042828
phascolarctos_cinereus ENSPCIG00000035020
notamacropus_eugenii ENSMEUG00000001620
monodelphis_domestica ENSMODG00000014958
sarcophilus_harrisii ENSSHAG00000008837
ornithorhynchus_anatinus ENSOANG00000015581
chelonoidis_abingdonii ENSCABG00000006942
gopherus_agassizii ENSGAGG00000000447
chrysemys_picta_bellii ENSCPBG00000008182
pelodiscus_sinensis ENSPSIG00000012108
crocodylus_porosus ENSCPRG00005001723
sphenodon_punctatus ENSSPUG00000013407
calidris_pugnax ENSCPUG00000012898
calidris_pygmaea ENSCPGG00000010690
melopsittacus_undulatus ENSMUNG00000013032
junco_hyemalis ENSJHYG00000016447
zonotrichia_albicollis ENSZALG00000003564
serinus_canaria ENSSCAG00000013336
parus_major ENSPMJG00000014907
cyanistes_caeruleus ENSCCEG00000010072
lonchura_striata_domestica ENSLSDG00000007702
taeniopygia_guttata ENSTGUG00000012307
ficedula_albicollis ENSFALG00000008195
manacus_vitellinus ENSMVIG00005007444
lepidothrix_coronata ENSLCOG00000007311
anas_platyrhynchos_platyrhynchos ENSAPLG00000020494
anser_brachyrhynchus ENSABRG00000006210
coturnix_japonica ENSCJPG00005019755
meleagris_gallopavo ENSMGAG00000014995
gallus_gallus ENSGALG00000026849
numida_meleagris ENSNMEG00000006982
apteryx_haastii ENSAHAG00000014451
apteryx_owenii ENSAOWG00000018239
apteryx_rowi ENSARWG00000003424
dromaius_novaehollandiae ENSDNVG00000013327
nothoprocta_perdicaria ENSNPEG00000013322
