chelonoidis_abingdonii ENSCABG00000003020
gopherus_agassizii ENSGAGG00000016350
chrysemys_picta_bellii ENSCPBG00000005767
pogona_vitticeps ENSPVIG00000000464
anolis_carolinensis ENSACAG00000010734
notechis_scutatus ENSNSUG00000019240
salvator_merianae ENSSMRG00000008395
gallus_gallus ENSGALG00000047713
coturnix_japonica ENSCJPG00005002606
anas_platyrhynchos_platyrhynchos ENSAPLG00000017260
lonchura_striata_domestica ENSLSDG00000002907
lonchura_striata_domestica ENSLSDG00000011287
taeniopygia_guttata ENSTGUG00000015651
ficedula_albicollis ENSFALG00000010456
lepidothrix_coronata ENSLCOG00000009893
dromaius_novaehollandiae ENSDNVG00000008603
loxodonta_africana ENSLAFG00000010134
echinops_telfairi ENSETEG00000010366
dasypus_novemcinctus ENSDNOG00000007102
pan_troglodytes ENSPTRG00000045617
pan_troglodytes ENSPTRG00000052611
pan_paniscus ENSPPAG00000038641
gorilla_gorilla ENSGGOG00000012175
homo_sapiens ENSG00000103485
homo_sapiens ENSG00000277669
nomascus_leucogenys ENSNLEG00000015761
macaca_mulatta ENSMMUG00000042891
macaca_fascicularis ENSMFAG00000002887
macaca_nemestrina ENSMNEG00000039707
mandrillus_leucophaeus ENSMLEG00000037078
cercocebus_atys ENSCATG00000033402
papio_anubis ENSPANG00000030759
theropithecus_gelada ENSTGEG00000012638
chlorocebus_sabaeus ENSCSAG00000006096
rhinopithecus_roxellana ENSRROG00000027988
rhinopithecus_bieti ENSRBIG00000043611
piliocolobus_tephrosceles ENSPTEG00000025269
colobus_angolensis_palliatus ENSCANG00000028193
cebus_capucinus ENSCCAG00000023194
saimiri_boliviensis_boliviensis ENSSBOG00000025402
callithrix_jacchus ENSCJAG00000007227
aotus_nancymaae ENSANAG00000029571
carlito_syrichta ENSTSYG00000005910
propithecus_coquereli ENSPCOG00000015695
microcebus_murinus ENSMICG00000027088
prolemur_simus ENSPSMG00000006837
otolemur_garnettii ENSOGAG00000030327
castor_canadensis ENSCCNG00000028328
dipodomys_ordii ENSDORG00000011148
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031601
mus_musculus ENSMUSG00000030674
mus_spicilegus ENSMSIG00000030430
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030487
mus_pahari MGP_PahariEiJ_G0013697
