petromyzon_marinus ENSPMAG00000009148
eptatretus_burgeri ENSEBUG00000004437
tetraodon_nigroviridis ENSTNIG00000005511
tetraodon_nigroviridis ENSTNIG00000001932
takifugu_rubripes ENSTRUG00000025537
mola_mola ENSMMOG00000007259
seriola_dumerili ENSSDUG00000021996
seriola_lalandi_dorsalis ENSSLDG00000020424
scophthalmus_maximus ENSSMAG00000017147
monopterus_albus ENSMALG00000021442
mastacembelus_armatus ENSMAMG00000007326
anabas_testudineus ENSATEG00000005604
labrus_bergylta ENSLBEG00000024787
gasterosteus_aculeatus ENSGACG00000002246
amphiprion_ocellaris ENSAOCG00000004346
amphiprion_percula ENSAPEG00000004578
acanthochromis_polyacanthus ENSAPOG00000009088
stegastes_partitus ENSSPAG00000016863
astatotilapia_calliptera ENSACLG00000012556
pundamilia_nyererei ENSPNYG00000023634
maylandia_zebra ENSMZEG00005018660
haplochromis_burtoni ENSHBUG00000005104
neolamprologus_brichardi ENSNBRG00000021231
oreochromis_niloticus ENSONIG00000004659
amphilophus_citrinellus ENSACIG00000024280
xiphophorus_maculatus ENSXMAG00000010575
xiphophorus_couchianus ENSXCOG00000014088
gambusia_affinis ENSGAFG00000013262
poecilia_mexicana ENSPMEG00000020979
poecilia_latipinna ENSPLAG00000023976
poecilia_formosa ENSPFOG00000004376
poecilia_reticulata ENSPREG00000018264
fundulus_heteroclitus ENSFHEG00000005135
cyprinodon_variegatus ENSCVAG00000013890
kryptolebias_marmoratus ENSKMAG00000013582
oryzias_latipes ENSORLG00000020348
oryzias_latipes ENSORLG00020019418
oryzias_latipes_asm223469v1 ENSORLG00015006616
oryzias_melastigma ENSOMEG00000019779
cynoglossus_semilaevis ENSCSEG00000016529
hippocampus_comes ENSHCOG00000007935
periophthalmus_magnuspinnatus ENSPMGG00000019420
gadus_morhua ENSGMOG00000017589
esox_lucius ENSELUG00000013525
pygocentrus_nattereri ENSPNAG00000011312
astyanax_mexicanus ENSAMXG00000043521
ictalurus_punctatus ENSIPUG00000017965
danio_rerio ENSDARG00000007918
paramormyrops_kingsleyae ENSPKIG00000009196
scleropages_formosus ENSSFOG00015019117
lepisosteus_oculatus ENSLOCG00000016680
latimeria_chalumnae ENSLACG00000014143
anolis_carolinensis ENSACAG00000008869
pogona_vitticeps ENSPVIG00000021104
notechis_scutatus ENSNSUG00000008517
salvator_merianae ENSSMRG00000009885
sphenodon_punctatus ENSSPUG00000012153
junco_hyemalis ENSJHYG00000002490
zonotrichia_albicollis ENSZALG00000016460
serinus_canaria ENSSCAG00000011710
lonchura_striata_domestica ENSLSDG00000004345
taeniopygia_guttata ENSTGUG00000008893
ficedula_albicollis ENSFALG00000011986
cyanistes_caeruleus ENSCCEG00000006972
parus_major ENSPMJG00000015606
manacus_vitellinus ENSMVIG00005007386
lepidothrix_coronata ENSLCOG00000001443
melopsittacus_undulatus ENSMUNG00000009581
calidris_pygmaea ENSCPGG00000003036
calidris_pugnax ENSCPUG00000002519
anas_platyrhynchos_platyrhynchos ENSAPLG00000013557
anser_brachyrhynchus ENSABRG00000018604
gallus_gallus ENSGALG00000010538
meleagris_gallopavo ENSMGAG00000011097
numida_meleagris ENSNMEG00000017357
coturnix_japonica ENSCJPG00005011386
apteryx_owenii ENSAOWG00000007547
apteryx_rowi ENSARWG00000004437
apteryx_haastii ENSAHAG00000016570
dromaius_novaehollandiae ENSDNVG00000009427
nothoprocta_perdicaria ENSNPEG00000007116
crocodylus_porosus ENSCPRG00005013242
gopherus_agassizii ENSGAGG00000019455
chelonoidis_abingdonii ENSCABG00000009460
chrysemys_picta_bellii ENSCPBG00000025140
pelodiscus_sinensis ENSPSIG00000005713
notamacropus_eugenii ENSMEUG00000009992
phascolarctos_cinereus ENSPCIG00000007587
sarcophilus_harrisii ENSSHAG00000008140
monodelphis_domestica ENSMODG00000015440
ornithorhynchus_anatinus ENSOANG00000002333
dasypus_novemcinctus ENSDNOG00000001670
choloepus_hoffmanni ENSCHOG00000006463
loxodonta_africana ENSLAFG00000010850
procavia_capensis ENSPCAG00000015430
echinops_telfairi ENSETEG00000006915
oryctolagus_cuniculus ENSOCUG00000009586
ochotona_princeps ENSOPRG00000000213
cavia_aperea ENSCAPG00000013219
propithecus_coquereli ENSPCOG00000028273
prolemur_simus ENSPSMG00000021086
microcebus_murinus ENSMICG00000043484
otolemur_garnettii ENSOGAG00000005977
pan_troglodytes ENSPTRG00000011820
pan_paniscus ENSPPAG00000029463
homo_sapiens ENSG00000018699
gorilla_gorilla ENSGGOG00000012734
pongo_abelii ENSPPYG00000012503
nomascus_leucogenys ENSNLEG00000015849
