ciona_intestinalis ENSCING00000009576
ciona_savignyi ENSCSAVG00000001305
drosophila_melanogaster FBgn0034214
piliocolobus_tephrosceles ENSPTEG00000012857
piliocolobus_tephrosceles ENSPTEG00000018407
piliocolobus_tephrosceles ENSPTEG00000007173
sphenodon_punctatus ENSSPUG00000017844
sphenodon_punctatus ENSSPUG00000017836
sphenodon_punctatus ENSSPUG00000017839
anser_brachyrhynchus ENSABRG00000013268
anas_platyrhynchos ENSAPLG00000005820
gallus_gallus ENSGALG00000012677
coturnix_japonica ENSCJPG00005017938
meleagris_gallopavo ENSMGAG00000002506
numida_meleagris ENSNMEG00000001822
lonchura_striata ENSLSDG00000003905
taeniopygia_guttata ENSTGUG00000006350
serinus_canaria ENSSCAG00000000740
cyanistes_caeruleus ENSCCEG00000000856
parus_major ENSPMJG00000018186
junco_hyemalis ENSJHYG00000014918
zonotrichia_albicollis ENSZALG00000003423
ficedula_albicollis ENSFALG00000013514
manacus_vitellinus ENSMVIG00005013380
lepidothrix_coronata ENSLCOG00000005464
melopsittacus_undulatus ENSMUNG00000008930
calidris_pygmaea ENSCPGG00000015645
calidris_pugnax ENSCPUG00000005231
apteryx_haastii ENSAHAG00000004171
apteryx_owenii ENSAOWG00000007830
apteryx_rowi ENSARWG00000005516
dromaius_novaehollandiae ENSDNVG00000015519
nothoprocta_perdicaria ENSNPEG00000015566
chelonoidis_abingdonii ENSCABG00000002544
gopherus_agassizii ENSGAGG00000012218
chrysemys_picta ENSCPBG00000006914
pelodiscus_sinensis ENSPSIG00000015565
crocodylus_porosus ENSCPRG00005003608
pogona_vitticeps ENSPVIG00000002209
anolis_carolinensis ENSACAG00000003027
notechis_scutatus ENSNSUG00000016741
salvator_merianae ENSSMRG00000005144
xenopus_tropicalis ENSXETG00000000022
astyanax_mexicanus ENSAMXG00000016721
pygocentrus_nattereri ENSPNAG00000012348
ictalurus_punctatus ENSIPUG00000000084
esox_lucius ENSELUG00000002713
gasterosteus_aculeatus ENSGACG00000006622
periophthalmus_magnuspinnatus ENSPMGG00000022565
mastacembelus_armatus ENSMAMG00000024016
oryzias_latipes ENSORLG00015006731
oryzias_latipes ENSORLG00020022649
oryzias_latipes ENSORLG00000004979
oryzias_melastigma ENSOMEG00000013480
kryptolebias_marmoratus ENSKMAG00000019441
hippocampus_comes ENSHCOG00000000332
fundulus_heteroclitus ENSFHEG00000003899
mola_mola ENSMMOG00000008593
labrus_bergylta ENSLBEG00000022455
amphiprion_ocellaris ENSAOCG00000010752
amphiprion_percula ENSAPEG00000014801
acanthochromis_polyacanthus ENSAPOG00000007433
stegastes_partitus ENSSPAG00000019461
astatotilapia_calliptera ENSACLG00000013879
pundamilia_nyererei ENSPNYG00000008533
maylandia_zebra ENSMZEG00005025619
haplochromis_burtoni ENSHBUG00000011246
neolamprologus_brichardi ENSNBRG00000019626
oreochromis_niloticus ENSONIG00000007075
scophthalmus_maximus ENSSMAG00000003573
cynoglossus_semilaevis ENSCSEG00000003605
