lonchura_striata_domestica ENSLSDG00000004125
taeniopygia_guttata ENSTGUG00000002624
serinus_canaria ENSSCAG00000002637
cyanistes_caeruleus ENSCCEG00000016237
zonotrichia_albicollis ENSZALG00000000344
junco_hyemalis ENSJHYG00000014453
ficedula_albicollis ENSFALG00000009779
lepidothrix_coronata ENSLCOG00000003887
calidris_pugnax ENSCPUG00000018593
calidris_pygmaea ENSCPGG00000007243
meleagris_gallopavo ENSMGAG00000001396
gallus_gallus ENSGALG00000050086
numida_meleagris ENSNMEG00000004840
anas_platyrhynchos_platyrhynchos ENSAPLG00000021521
apteryx_rowi ENSARWG00000001132
apteryx_owenii ENSAOWG00000012469
apteryx_haastii ENSAHAG00000005943
nothoprocta_perdicaria ENSNPEG00000005733
pan_paniscus ENSPPAG00000031421
pan_troglodytes ENSPTRG00000000078
gorilla_gorilla ENSGGOG00000000709
homo_sapiens ENSG00000158286
pongo_abelii ENSPPYG00000001950
nomascus_leucogenys ENSNLEG00000010347
rhinopithecus_roxellana ENSRROG00000039928
rhinopithecus_bieti ENSRBIG00000042325
colobus_angolensis_palliatus ENSCANG00000032196
piliocolobus_tephrosceles ENSPTEG00000011991
macaca_fascicularis ENSMFAG00000032368
macaca_mulatta ENSMMUG00000038166
macaca_nemestrina ENSMNEG00000041980
cercocebus_atys ENSCATG00000038692
mandrillus_leucophaeus ENSMLEG00000009135
theropithecus_gelada ENSTGEG00000015037
papio_anubis ENSPANG00000010648
chlorocebus_sabaeus ENSCSAG00000000735
saimiri_boliviensis_boliviensis ENSSBOG00000028206
cebus_capucinus ENSCCAG00000033271
callithrix_jacchus ENSCJAG00000000142
aotus_nancymaae ENSANAG00000038285
carlito_syrichta ENSTSYG00000034648
microcebus_murinus ENSMICG00000009424
prolemur_simus ENSPSMG00000022744
propithecus_coquereli ENSPCOG00000020132
otolemur_garnettii ENSOGAG00000027952
tupaia_belangeri ENSTBEG00000001563
castor_canadensis ENSCCNG00000027981
dipodomys_ordii ENSDORG00000025693
mus_spicilegus ENSMSIG00000013431
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027848
mus_musculus ENSMUSG00000058498
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026855
mus_pahari MGP_PahariEiJ_G0029203
rattus_norvegicus ENSRNOG00000033722
cricetulus_griseus_crigri ENSCGRG00000013711
cricetulus_griseus_chok1gshd ENSCGRG00001017607
mesocricetus_auratus ENSMAUG00000018365
microtus_ochrogaster ENSMOCG00000018350
nannospalax_galili ENSNGAG00000015394
jaculus_jaculus ENSJJAG00000023554
ictidomys_tridecemlineatus ENSSTOG00000025919
urocitellus_parryii ENSUPAG00010011118
marmota_marmota_marmota ENSMMMG00000018024
heterocephalus_glaber_female ENSHGLG00000018114
oryctolagus_cuniculus ENSOCUG00000005002
ochotona_princeps ENSOPRG00000011044
vicugna_pacos ENSVPAG00000001176
sus_scrofa ENSSSCG00000003368
bos_taurus ENSBTAG00000009075
bos_mutus ENSBMUG00000000544
bison_bison_bison ENSBBBG00000019367
ovis_aries ENSOARG00000012910
capra_hircus ENSCHIG00000017554
tursiops_truncatus ENSTTRG00000010491
equus_asinus_asinus ENSEASG00005021343
pteropus_vampyrus ENSPVAG00000009774
myotis_lucifugus ENSMLUG00000009127
neovison_vison ENSNVIG00000005035
mustela_putorius_furo ENSMPUG00000007028
