apteryx_rowi ENSARWG00000016350
apteryx_haastii ENSAHAG00000007253
apteryx_owenii ENSAOWG00000012121
dromaius_novaehollandiae ENSDNVG00000003906
nothoprocta_perdicaria ENSNPEG00000007366
coturnix_japonica ENSCJPG00005002750
gallus_gallus ENSGALG00000052949
parus_major ENSPMJG00000017317
lonchura_striata_domestica ENSLSDG00000008849
zonotrichia_albicollis ENSZALG00000005898
lepidothrix_coronata ENSLCOG00000009593
manacus_vitellinus ENSMVIG00005007450
melopsittacus_undulatus ENSMUNG00000002301
calidris_pugnax ENSCPUG00000003908
calidris_pygmaea ENSCPGG00000009043
chelonoidis_abingdonii ENSCABG00000007784
chrysemys_picta_bellii ENSCPBG00000020154
gopherus_agassizii ENSGAGG00000014944
crocodylus_porosus ENSCPRG00005013049
sphenodon_punctatus ENSSPUG00000010399
capra_hircus ENSCHIG00000026677
bison_bison_bison ENSBBBG00000023700
