petromyzon_marinus ENSPMAG00000002765
eptatretus_burgeri ENSEBUG00000007378
poecilia_formosa ENSPFOG00000010408
poecilia_mexicana ENSPMEG00000008177
poecilia_latipinna ENSPLAG00000023254
poecilia_reticulata ENSPREG00000007443
xiphophorus_couchianus ENSXCOG00000013726
cyprinodon_variegatus ENSCVAG00000007241
oryzias_latipes ENSORLG00020006036
oryzias_latipes ENSORLG00000005590
acanthochromis_polyacanthus ENSAPOG00000007833
tetraodon_nigroviridis ENSTNIG00000005607
takifugu_rubripes ENSTRUG00000021659
gasterosteus_aculeatus ENSGACG00000016153
hippocampus_comes ENSHCOG00000002401
periophthalmus_magnuspinnatus ENSPMGG00000024147
monopterus_albus ENSMALG00000006219
mastacembelus_armatus ENSMAMG00000020145
mola_mola ENSMMOG00000007326
astatotilapia_calliptera ENSACLG00000015446
pundamilia_nyererei ENSPNYG00000023156
maylandia_zebra ENSMZEG00005023706
haplochromis_burtoni ENSHBUG00000003029
neolamprologus_brichardi ENSNBRG00000016133
oreochromis_niloticus ENSONIG00000008992
amphilophus_citrinellus ENSACIG00000010516
seriola_dumerili ENSSDUG00000022480
cynoglossus_semilaevis ENSCSEG00000004845
xiphophorus_maculatus ENSXMAG00000009586
gambusia_affinis ENSGAFG00000020607
fundulus_heteroclitus ENSFHEG00000008785
kryptolebias_marmoratus ENSKMAG00000000063
oryzias_melastigma ENSOMEG00000012218
oryzias_latipes_asm223469v1 ENSORLG00015003733
amphiprion_ocellaris ENSAOCG00000013751
amphiprion_percula ENSAPEG00000019426
stegastes_partitus ENSSPAG00000020675
labrus_bergylta ENSLBEG00000023234
labrus_bergylta ENSLBEG00000003933
seriola_lalandi_dorsalis ENSSLDG00000001829
anabas_testudineus ENSATEG00000019735
esox_lucius ENSELUG00000007202
scleropages_formosus ENSSFOG00015012147
pygocentrus_nattereri ENSPNAG00000027318
astyanax_mexicanus ENSAMXG00000041237
ictalurus_punctatus ENSIPUG00000003557
danio_rerio ENSDARG00000037350
paramormyrops_kingsleyae ENSPKIG00000004425
lepisosteus_oculatus ENSLOCG00000013006
gadus_morhua ENSGMOG00000001002
latimeria_chalumnae ENSLACG00000006034
anas_platyrhynchos_platyrhynchos ENSAPLG00000011712
anser_brachyrhynchus ENSABRG00000011568
meleagris_gallopavo ENSMGAG00000012293
gallus_gallus ENSGALG00000000150
coturnix_japonica ENSCJPG00005017840
taeniopygia_guttata ENSTGUG00000008862
lonchura_striata_domestica ENSLSDG00000014123
junco_hyemalis ENSJHYG00000005271
zonotrichia_albicollis ENSZALG00000017588
serinus_canaria ENSSCAG00000005538
