capra_hircus ENSCHIG00000008158
ovis_aries ENSOARG00000016364
bos_indicus ENSBIXG00000027883
bos_taurus ENSBTAG00000053384
bos_mutus ENSBMUG00000016269
bison_bison ENSBBBG00000018274
vicugna_pacos ENSVPAG00000000259
sus_scrofa ENSSSCG00000032064
equus_caballus ENSECAG00000037453
myotis_lucifugus ENSMLUG00000028825
ursus_maritimus ENSUMAG00000014215
ailuropoda_melanoleuca ENSAMEG00000018652
mustela_putorius ENSMPUG00000019719
panthera_pardus ENSPPRG00000016056
panthera_tigris ENSPTIG00000008027
felis_catus ENSFCAG00000021912
urocitellus_parryii ENSUPAG00010002467
ictidomys_tridecemlineatus ENSSTOG00000034609
marmota_marmota ENSMMMG00000021853
cricetulus_griseus ENSCGRG00000019016
cricetulus_griseus ENSCGRG00001015905
cricetulus_griseus ENSCGRG00015023901
mesocricetus_auratus ENSMAUG00000000175
peromyscus_maniculatus ENSPEMG00000029483
rattus_norvegicus ENSRNOG00000026232
mus_spicilegus ENSMSIG00000000721
oryctolagus_cuniculus ENSOCUG00000008271
loxodonta_africana ENSLAFG00000027892
loxodonta_africana ENSLAFG00000029549
sus_scrofa ENSSSCG00000044142
sus_scrofa ENSSSCG00000050587
sus_scrofa ENSSSCG00000041942
sus_scrofa ENSSSCG00000047360
sus_scrofa ENSSSCG00000041029
sus_scrofa ENSSSCG00000048090
procavia_capensis ENSPCAG00000002507
ochotona_princeps ENSOPRG00000010233
