chelonoidis_abingdonii ENSCABG00000021170
gopherus_agassizii ENSGAGG00000009036
chrysemys_picta_bellii ENSCPBG00000021021
pelodiscus_sinensis ENSPSIG00000013483
crocodylus_porosus ENSCPRG00005015728
apteryx_rowi ENSARWG00000017356
apteryx_owenii ENSAOWG00000016208
apteryx_haastii ENSAHAG00000016104
dromaius_novaehollandiae ENSDNVG00000013184
nothoprocta_perdicaria ENSNPEG00000014465
meleagris_gallopavo ENSMGAG00000005138
coturnix_japonica ENSCJPG00005004224
gallus_gallus ENSGALG00000005087
numida_meleagris ENSNMEG00000011185
anser_brachyrhynchus ENSABRG00000015442
anas_platyrhynchos_platyrhynchos ENSAPLG00000012644
calidris_pygmaea ENSCPGG00000001317
calidris_pugnax ENSCPUG00000010715
melopsittacus_undulatus ENSMUNG00000014620
manacus_vitellinus ENSMVIG00005014561
lepidothrix_coronata ENSLCOG00000012724
taeniopygia_guttata ENSTGUG00000007053
lonchura_striata_domestica ENSLSDG00000007375
serinus_canaria ENSSCAG00000008548
parus_major ENSPMJG00000017543
cyanistes_caeruleus ENSCCEG00000022699
junco_hyemalis ENSJHYG00000004461
zonotrichia_albicollis ENSZALG00000005306
pogona_vitticeps ENSPVIG00000011058
anolis_carolinensis ENSACAG00000008950
salvator_merianae ENSSMRG00000008876
notechis_scutatus ENSNSUG00000017901
sphenodon_punctatus ENSSPUG00000004738
phascolarctos_cinereus ENSPCIG00000029265
notamacropus_eugenii ENSMEUG00000010323
sarcophilus_harrisii ENSSHAG00000011179
monodelphis_domestica ENSMODG00000000947
ursus_americanus ENSUAMG00000012035
ursus_maritimus ENSUMAG00000006175
ailuropoda_melanoleuca ENSAMEG00000004647
neovison_vison ENSNVIG00000024852
mustela_putorius_furo ENSMPUG00000000042
canis_lupus_familiaris ENSCAFG00000018245
canis_lupus_dingo ENSCAFG00020021092
vulpes_vulpes ENSVVUG00000030079
panthera_pardus ENSPPRG00000020591
panthera_tigris_altaica ENSPTIG00000018732
felis_catus ENSFCAG00000015424
pteropus_vampyrus ENSPVAG00000005515
myotis_lucifugus ENSMLUG00000005869
equus_asinus_asinus ENSEASG00005017609
equus_caballus ENSECAG00000015000
sorex_araneus ENSSARG00000006777
erinaceus_europaeus ENSEEUG00000000167
sus_scrofa ENSSSCG00000018047
tursiops_truncatus ENSTTRG00000003966
bos_taurus ENSBTAG00000003705
bos_mutus ENSBMUG00000015391
bison_bison_bison ENSBBBG00000014838
capra_hircus ENSCHIG00000010221
ovis_aries ENSOARG00000018480
castor_canadensis ENSCCNG00000019937
dipodomys_ordii ENSDORG00000005138
mus_musculus ENSMUSG00000042377
mus_spicilegus ENSMSIG00000020601
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017318
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016483
mus_pahari MGP_PahariEiJ_G0017613
rattus_norvegicus ENSRNOG00000027924
meriones_unguiculatus ENSMUGG00000017602
cricetulus_griseus_chok1gshd ENSCGRG00001001951
cricetulus_griseus_crigri ENSCGRG00000005264
cricetulus_griseus_crigri-picr ENSCGRG00015015520
mesocricetus_auratus ENSMAUG00000017827
peromyscus_maniculatus_bairdii ENSPEMG00000009298
microtus_ochrogaster ENSMOCG00000018318
nannospalax_galili ENSNGAG00000017904
spermophilus_dauricus ENSSDAG00000004247
marmota_marmota_marmota ENSMMMG00000007777
ictidomys_tridecemlineatus ENSSTOG00000012760
spermophilus_dauricus ENSSDAG00000004269
urocitellus_parryii ENSUPAG00010023806
chinchilla_lanigera ENSCLAG00000008530
octodon_degus ENSODEG00000000249
cavia_aperea ENSCAPG00000013161
cavia_porcellus ENSCPOG00000023284
heterocephalus_glaber_female ENSHGLG00000007826
heterocephalus_glaber_male ENSHGLG00100013722
fukomys_damarensis ENSFDAG00000013577
oryctolagus_cuniculus ENSOCUG00000015839
ochotona_princeps ENSOPRG00000006375
