ciona_savignyi ENSCSAVG00000004998
ciona_intestinalis ENSCING00000020000
phascolarctos_cinereus ENSPCIG00000028445
notamacropus_eugenii ENSMEUG00000010147
monodelphis_domestica ENSMODG00000007742
sarcophilus_harrisii ENSSHAG00000016385
loxodonta_africana ENSLAFG00000014492
procavia_capensis ENSPCAG00000007100
echinops_telfairi ENSETEG00000006629
choloepus_hoffmanni ENSCHOG00000008258
dasypus_novemcinctus ENSDNOG00000004421
castor_canadensis ENSCCNG00000022115
dipodomys_ordii ENSDORG00000005391
peromyscus_maniculatus_bairdii ENSPEMG00000010901
microtus_ochrogaster ENSMOCG00000016776
cricetulus_griseus_crigri ENSCGRG00000005033
cricetulus_griseus_chok1gshd ENSCGRG00001022017
cricetulus_griseus_crigri-picr ENSCGRG00015004966
mesocricetus_auratus ENSMAUG00000021843
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024538
mus_musculus ENSMUSG00000034738
mus_spicilegus ENSMSIG00000016171
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023616
mus_pahari MGP_PahariEiJ_G0025068
rattus_norvegicus ENSRNOG00000006611
meriones_unguiculatus ENSMUGG00000006418
nannospalax_galili ENSNGAG00000020161
jaculus_jaculus ENSJJAG00000023261
chinchilla_lanigera ENSCLAG00000003781
octodon_degus ENSODEG00000011860
heterocephalus_glaber_male ENSHGLG00100002019
heterocephalus_glaber_female ENSHGLG00000004291
fukomys_damarensis ENSFDAG00000006444
cavia_porcellus ENSCPOG00000005917
cavia_aperea ENSCAPG00000016501
urocitellus_parryii ENSUPAG00010009336
ictidomys_tridecemlineatus ENSSTOG00000007406
spermophilus_dauricus ENSSDAG00000013237
marmota_marmota_marmota ENSMMMG00000023455
oryctolagus_cuniculus ENSOCUG00000005730
ochotona_princeps ENSOPRG00000013241
pan_troglodytes ENSPTRG00000012604
pan_paniscus ENSPPAG00000040875
homo_sapiens ENSG00000163072
gorilla_gorilla ENSGGOG00000006962
pongo_abelii ENSPPYG00000012905
rhinopithecus_bieti ENSRBIG00000043560
piliocolobus_tephrosceles ENSPTEG00000035757
theropithecus_gelada ENSTGEG00000015612
mandrillus_leucophaeus ENSMLEG00000031387
macaca_mulatta ENSMMUG00000019968
macaca_nemestrina ENSMNEG00000044898
chlorocebus_sabaeus ENSCSAG00000015326
rhinopithecus_roxellana ENSRROG00000036473
colobus_angolensis_palliatus ENSCANG00000042088
papio_anubis ENSPANG00000018065
macaca_fascicularis ENSMFAG00000031990
cercocebus_atys ENSCATG00000033960
nomascus_leucogenys ENSNLEG00000004621
saimiri_boliviensis_boliviensis ENSSBOG00000025020
callithrix_jacchus ENSCJAG00000006199
cebus_capucinus ENSCCAG00000020213
aotus_nancymaae ENSANAG00000038398
carlito_syrichta ENSTSYG00000013119
microcebus_murinus ENSMICG00000017323
propithecus_coquereli ENSPCOG00000021408
prolemur_simus ENSPSMG00000022547
otolemur_garnettii ENSOGAG00000007895
tupaia_belangeri ENSTBEG00000011356
vicugna_pacos ENSVPAG00000007153
sus_scrofa ENSSSCG00000015923
bos_taurus ENSBTAG00000010362
bos_mutus ENSBMUG00000003630
bison_bison_bison ENSBBBG00000018047
ovis_aries ENSOARG00000004206
capra_hircus ENSCHIG00000012500
tursiops_truncatus ENSTTRG00000006110
equus_asinus_asinus ENSEASG00005022877
equus_caballus ENSECAG00000020088
ursus_americanus ENSUAMG00000012495
ursus_maritimus ENSUMAG00000013615
ailuropoda_melanoleuca ENSAMEG00000010880
neovison_vison ENSNVIG00000004972
mustela_putorius_furo ENSMPUG00000000727
canis_lupus_familiaris ENSCAFG00000011834
canis_lupus_dingo ENSCAFG00020002311
vulpes_vulpes ENSVVUG00000016717
panthera_tigris_altaica ENSPTIG00000019271
panthera_pardus ENSPPRG00000016956
felis_catus ENSFCAG00000010646
pteropus_vampyrus ENSPVAG00000017100
myotis_lucifugus ENSMLUG00000013124
erinaceus_europaeus ENSEEUG00000008436
sorex_araneus ENSSARG00000006189
ornithorhynchus_anatinus ENSOANG00000008496
pogona_vitticeps ENSPVIG00000025175
anolis_carolinensis ENSACAG00000001196
salvator_merianae ENSSMRG00000019004
sphenodon_punctatus ENSSPUG00000009134
