mus_spicilegus ENSMSIG00000000785
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029956
mus_musculus ENSMUSG00000047228
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028912
mus_pahari MGP_PahariEiJ_G0022676
rattus_norvegicus ENSRNOG00000007247
meriones_unguiculatus ENSMUGG00000026396
cricetulus_griseus_crigri ENSCGRG00000015099
cricetulus_griseus_chok1gshd ENSCGRG00001020052
cricetulus_griseus_crigri-picr ENSCGRG00015005419
mesocricetus_auratus ENSMAUG00000000613
microtus_ochrogaster ENSMOCG00000021791
peromyscus_maniculatus_bairdii ENSPEMG00000014330
nannospalax_galili ENSNGAG00000014743
jaculus_jaculus ENSJJAG00000019095
castor_canadensis ENSCCNG00000013270
chinchilla_lanigera ENSCLAG00000014193
octodon_degus ENSODEG00000001804
cavia_porcellus ENSCPOG00000010987
heterocephalus_glaber_female ENSHGLG00000000782
heterocephalus_glaber_male ENSHGLG00100003525
fukomys_damarensis ENSFDAG00000011453
urocitellus_parryii ENSUPAG00010004650
spermophilus_dauricus ENSSDAG00000004266
ictidomys_tridecemlineatus ENSSTOG00000000066
marmota_marmota_marmota ENSMMMG00000022288
oryctolagus_cuniculus ENSOCUG00000000313
pan_troglodytes ENSPTRG00000044752
pan_troglodytes ENSPTRG00000047644
pan_paniscus ENSPPAG00000042963
gorilla_gorilla ENSGGOG00000015469
pongo_abelii ENSPPYG00000004253
mandrillus_leucophaeus ENSMLEG00000038277
theropithecus_gelada ENSTGEG00000004541
macaca_fascicularis ENSMFAG00000031798
macaca_mulatta ENSMMUG00000002144
macaca_nemestrina ENSMNEG00000045563
chlorocebus_sabaeus ENSCSAG00000009404
piliocolobus_tephrosceles ENSPTEG00000009401
rhinopithecus_roxellana ENSRROG00000039611
rhinopithecus_bieti ENSRBIG00000034447
colobus_angolensis_palliatus ENSCANG00000029428
papio_anubis ENSPANG00000007391
cercocebus_atys ENSCATG00000030619
cebus_capucinus ENSCCAG00000033183
saimiri_boliviensis_boliviensis ENSSBOG00000023458
callithrix_jacchus ENSCJAG00000005234
aotus_nancymaae ENSANAG00000033172
carlito_syrichta ENSTSYG00000005302
microcebus_murinus ENSMICG00000047900
prolemur_simus ENSPSMG00000004369
otolemur_garnettii ENSOGAG00000028364
otolemur_garnettii ENSOGAG00000031895
pteropus_vampyrus ENSPVAG00000006532
ursus_maritimus ENSUMAG00000016350
ursus_maritimus ENSUMAG00000016354
ailuropoda_melanoleuca ENSAMEG00000004015
neovison_vison ENSNVIG00000010763
mustela_putorius_furo ENSMPUG00000006002
ursus_americanus ENSUAMG00000002351
neovison_vison ENSNVIG00000010881
canis_lupus_familiaris ENSCAFG00000013748
canis_lupus_dingo ENSCAFG00020006086
vulpes_vulpes ENSVVUG00000005255
panthera_tigris_altaica ENSPTIG00000016609
panthera_pardus ENSPPRG00000012782
felis_catus ENSFCAG00000045116
equus_caballus ENSECAG00000015784
equus_asinus_asinus ENSEASG00005014916
vicugna_pacos ENSVPAG00000009245
vicugna_pacos ENSVPAG00000009246
ovis_aries ENSOARG00000021090
capra_hircus ENSCHIG00000013127
bison_bison_bison ENSBBBG00000008381
bos_taurus ENSBTAG00000005243
sus_scrofa ENSSSCG00000000659
myotis_lucifugus ENSMLUG00000029701
procavia_capensis ENSPCAG00000006080
echinops_telfairi ENSETEG00000000845
procavia_capensis ENSPCAG00000016096
loxodonta_africana ENSLAFG00000003324
tupaia_belangeri ENSTBEG00000013193
choloepus_hoffmanni ENSCHOG00000010079
choloepus_hoffmanni ENSCHOG00000010086
dasypus_novemcinctus ENSDNOG00000038828
ornithorhynchus_anatinus ENSOANG00000010694
pelodiscus_sinensis ENSPSIG00000002278
crocodylus_porosus ENSCPRG00005012436
crocodylus_porosus ENSCPRG00005012433
crocodylus_porosus ENSCPRG00005012423
nomascus_leucogenys ENSNLEG00000002934
bos_mutus ENSBMUG00000000629
ornithorhynchus_anatinus ENSOANG00000021544
echinops_telfairi ENSETEG00000004550
gopherus_agassizii ENSGAGG00000001854
chelonoidis_abingdonii ENSCABG00000002272
chrysemys_picta_bellii ENSCPBG00000018726
gopherus_agassizii ENSGAGG00000016639
anas_platyrhynchos_platyrhynchos ENSAPLG00000008400
anser_brachyrhynchus ENSABRG00000015662
gallus_gallus ENSGALG00000011930
coturnix_japonica ENSCJPG00005016698
meleagris_gallopavo ENSMGAG00000013050
numida_meleagris ENSNMEG00000016581
numida_meleagris ENSNMEG00000016580
anas_platyrhynchos_platyrhynchos ENSAPLG00000029624
calidris_pygmaea ENSCPGG00000018698
calidris_pygmaea ENSCPGG00000018678
calidris_pugnax ENSCPUG00000006965
melopsittacus_undulatus ENSMUNG00000014453
junco_hyemalis ENSJHYG00000013653
serinus_canaria ENSSCAG00000000438
taeniopygia_guttata ENSTGUG00000018189
cyanistes_caeruleus ENSCCEG00000003787
ficedula_albicollis ENSFALG00000007514
parus_major ENSPMJG00000003305
lonchura_striata_domestica ENSLSDG00000001252
zonotrichia_albicollis ENSZALG00000016570
manacus_vitellinus ENSMVIG00005014307
lepidothrix_coronata ENSLCOG00000003069
apteryx_haastii ENSAHAG00000004608
apteryx_rowi ENSARWG00000001559
apteryx_owenii ENSAOWG00000000738
dromaius_novaehollandiae ENSDNVG00000005039
nothoprocta_perdicaria ENSNPEG00000007560
pogona_vitticeps ENSPVIG00000011230
anolis_carolinensis ENSACAG00000028693
salvator_merianae ENSSMRG00000004447
chelonoidis_abingdonii ENSCABG00000002275
