labrus_bergylta ENSLBEG00000023870
mastacembelus_armatus ENSMAMG00000002684
cynoglossus_semilaevis ENSCSEG00000010477
maylandia_zebra ENSMZEG00005022477
astatotilapia_calliptera ENSACLG00000006169
pundamilia_nyererei ENSPNYG00000008196
haplochromis_burtoni ENSHBUG00000003359
neolamprologus_brichardi ENSNBRG00000015185
oreochromis_niloticus ENSONIG00000020934
amphilophus_citrinellus ENSACIG00000023259
oryzias_latipes_asm223469v1 ENSORLG00015018596
oryzias_latipes ENSORLG00020005406
oryzias_melastigma ENSOMEG00000023987
amphiprion_ocellaris ENSAOCG00000022752
amphiprion_percula ENSAPEG00000011828
acanthochromis_polyacanthus ENSAPOG00000023685
stegastes_partitus ENSSPAG00000017073
gasterosteus_aculeatus ENSGACG00000014004
tetraodon_nigroviridis ENSTNIG00000018590
seriola_lalandi_dorsalis ENSSLDG00000010596
seriola_dumerili ENSSDUG00000019015
scophthalmus_maximus ENSSMAG00000005167
anabas_testudineus ENSATEG00000004293
gadus_morhua ENSGMOG00000007749
pogona_vitticeps ENSPVIG00000014168
