mola_mola ENSMMOG00000017571
labrus_bergylta ENSLBEG00000001608
gasterosteus_aculeatus ENSGACG00000008626
tetraodon_nigroviridis ENSTNIG00000015855
scophthalmus_maximus ENSSMAG00000015440
cynoglossus_semilaevis ENSCSEG00000012281
amphilophus_citrinellus ENSACIG00000010864
neolamprologus_brichardi ENSNBRG00000009378
gambusia_affinis ENSGAFG00000018286
cyprinodon_variegatus ENSCVAG00000013841
gadus_morhua ENSGMOG00000008853
astyanax_mexicanus ENSAMXG00000042081
scleropages_formosus ENSSFOG00015002104
lepisosteus_oculatus ENSLOCG00000008145
