castor_canadensis ENSCCNG00000003454
dipodomys_ordii ENSDORG00000023755
peromyscus_maniculatus_bairdii ENSPEMG00000010966
microtus_ochrogaster ENSMOCG00000008947
cricetulus_griseus_chok1gshd ENSCGRG00001015696
cricetulus_griseus_crigri-picr ENSCGRG00015027640
cricetulus_griseus_crigri ENSCGRG00000009499
mesocricetus_auratus ENSMAUG00000013858
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029227
mus_spicilegus ENSMSIG00000029571
mus_musculus ENSMUSG00000029830
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028228
mus_pahari MGP_PahariEiJ_G0021985
rattus_norvegicus ENSRNOG00000013378
nannospalax_galili ENSNGAG00000016317
urocitellus_parryii ENSUPAG00010018588
ictidomys_tridecemlineatus ENSSTOG00000007843
spermophilus_dauricus ENSSDAG00000024659
marmota_marmota_marmota ENSMMMG00000012042
oryctolagus_cuniculus ENSOCUG00000007282
chinchilla_lanigera ENSCLAG00000001457
octodon_degus ENSODEG00000015028
heterocephalus_glaber_male ENSHGLG00100015860
heterocephalus_glaber_female ENSHGLG00000005360
fukomys_damarensis ENSFDAG00000006505
cavia_porcellus ENSCPOG00000011325
cavia_aperea ENSCAPG00000013344
sorex_araneus ENSSARG00000012831
loxodonta_africana ENSLAFG00000023161
pan_troglodytes ENSPTRG00000019743
pan_troglodytes ENSPTRG00000045077
pan_paniscus ENSPPAG00000029559
homo_sapiens ENSG00000157703
gorilla_gorilla ENSGGOG00000004961
nomascus_leucogenys ENSNLEG00000013825
rhinopithecus_bieti ENSRBIG00000009498
rhinopithecus_roxellana ENSRROG00000036928
piliocolobus_tephrosceles ENSPTEG00000037123
colobus_angolensis_palliatus ENSCANG00000039679
theropithecus_gelada ENSTGEG00000026011
chlorocebus_sabaeus ENSCSAG00000008721
macaca_fascicularis ENSMFAG00000040251
macaca_nemestrina ENSMNEG00000042274
macaca_mulatta ENSMMUG00000021676
papio_anubis ENSPANG00000019018
cercocebus_atys ENSCATG00000045212
mandrillus_leucophaeus ENSMLEG00000040370
saimiri_boliviensis_boliviensis ENSSBOG00000006038
cebus_capucinus ENSCCAG00000030359
callithrix_jacchus ENSCJAG00000012965
aotus_nancymaae ENSANAG00000023113
carlito_syrichta ENSTSYG00000002307
propithecus_coquereli ENSPCOG00000017985
prolemur_simus ENSPSMG00000019890
microcebus_murinus ENSMICG00000001831
otolemur_garnettii ENSOGAG00000017128
tupaia_belangeri ENSTBEG00000006136
ursus_americanus ENSUAMG00000015739
ursus_maritimus ENSUMAG00000015545
ailuropoda_melanoleuca ENSAMEG00000017996
neovison_vison ENSNVIG00000022104
mustela_putorius_furo ENSMPUG00000003857
vulpes_vulpes ENSVVUG00000002760
canis_lupus_dingo ENSCAFG00020022365
panthera_pardus ENSPPRG00000024454
panthera_tigris_altaica ENSPTIG00000015401
felis_catus ENSFCAG00000004107
equus_caballus ENSECAG00000010714
equus_asinus_asinus ENSEASG00005011496
capra_hircus ENSCHIG00000025223
ovis_aries ENSOARG00000010318
bos_mutus ENSBMUG00000025255
bos_taurus ENSBTAG00000031265
bison_bison_bison ENSBBBG00000000715
sus_scrofa ENSSSCG00000016517
myotis_lucifugus ENSMLUG00000008183
dasypus_novemcinctus ENSDNOG00000006558
pongo_abelii ENSPPYG00000018039
ochotona_princeps ENSOPRG00000006031
vicugna_pacos ENSVPAG00000008065
tursiops_truncatus ENSTTRG00000012364
pteropus_vampyrus ENSPVAG00000011742
canis_lupus_familiaris ENSCAFG00000004319
echinops_telfairi ENSETEG00000017961
choloepus_hoffmanni ENSCHOG00000007593
ochotona_princeps ENSOPRG00000018906
ornithorhynchus_anatinus ENSOANG00000003790
jaculus_jaculus ENSJJAG00000016350
phascolarctos_cinereus ENSPCIG00000021679
notamacropus_eugenii ENSMEUG00000004617
monodelphis_domestica ENSMODG00000013814
pogona_vitticeps ENSPVIG00000013511
anolis_carolinensis ENSACAG00000013585
notechis_scutatus ENSNSUG00000013571
salvator_merianae ENSSMRG00000015992
sphenodon_punctatus ENSSPUG00000003860
apteryx_owenii ENSAOWG00000016302
apteryx_haastii ENSAHAG00000000926
apteryx_rowi ENSARWG00000005849
dromaius_novaehollandiae ENSDNVG00000009893
nothoprocta_perdicaria ENSNPEG00000001122
lonchura_striata_domestica ENSLSDG00000015131
lonchura_striata_domestica ENSLSDG00000008176
taeniopygia_guttata ENSTGUG00000011429
taeniopygia_guttata ENSTGUG00000014826
serinus_canaria ENSSCAG00000010120
junco_hyemalis ENSJHYG00000002696
zonotrichia_albicollis ENSZALG00000015083
ficedula_albicollis ENSFALG00000009045
parus_major ENSPMJG00000008942
cyanistes_caeruleus ENSCCEG00000011432
lepidothrix_coronata ENSLCOG00000009820
manacus_vitellinus ENSMVIG00005017141
calidris_pygmaea ENSCPGG00000004445
calidris_pugnax ENSCPUG00000001433
melopsittacus_undulatus ENSMUNG00000012089
anser_brachyrhynchus ENSABRG00000005492
anas_platyrhynchos_platyrhynchos ENSAPLG00000004468
coturnix_japonica ENSCJPG00005020293
meleagris_gallopavo ENSMGAG00000013146
gallus_gallus ENSGALG00000012812
numida_meleagris ENSNMEG00000013365
crocodylus_porosus ENSCPRG00005018135
chelonoidis_abingdonii ENSCABG00000020166
gopherus_agassizii ENSGAGG00000008979
chrysemys_picta_bellii ENSCPBG00000013351
pelodiscus_sinensis ENSPSIG00000015549
xenopus_tropicalis ENSXETG00000011569
latimeria_chalumnae ENSLACG00000011356
takifugu_rubripes ENSTRUG00000011164
