mastacembelus_armatus ENSMAMG00000011262
monopterus_albus ENSMALG00000019685
anabas_testudineus ENSATEG00000017699
labrus_bergylta ENSLBEG00000025527
labrus_bergylta ENSLBEG00000025335
seriola_lalandi_dorsalis ENSSLDG00000011068
seriola_dumerili ENSSDUG00000023339
scophthalmus_maximus ENSSMAG00000015472
cynoglossus_semilaevis ENSCSEG00000019356
gasterosteus_aculeatus ENSGACG00000008063
poecilia_latipinna ENSPLAG00000010471
poecilia_mexicana ENSPMEG00000020737
poecilia_formosa ENSPFOG00000017767
poecilia_reticulata ENSPREG00000021858
gambusia_affinis ENSGAFG00000015395
xiphophorus_maculatus ENSXMAG00000024895
fundulus_heteroclitus ENSFHEG00000002440
cyprinodon_variegatus ENSCVAG00000014905
kryptolebias_marmoratus ENSKMAG00000015073
oryzias_latipes ENSORLG00000027501
oryzias_latipes ENSORLG00020013773
oryzias_melastigma ENSOMEG00000018356
haplochromis_burtoni ENSHBUG00000000547
pundamilia_nyererei ENSPNYG00000013737
maylandia_zebra ENSMZEG00005012388
astatotilapia_calliptera ENSACLG00000006029
oreochromis_niloticus ENSONIG00000020053
neolamprologus_brichardi ENSNBRG00000011673
amphilophus_citrinellus ENSACIG00000018148
amphiprion_ocellaris ENSAOCG00000004032
amphiprion_percula ENSAPEG00000009300
acanthochromis_polyacanthus ENSAPOG00000019307
stegastes_partitus ENSSPAG00000007180
takifugu_rubripes ENSTRUG00000024157
tetraodon_nigroviridis ENSTNIG00000005874
mola_mola ENSMMOG00000001890
periophthalmus_magnuspinnatus ENSPMGG00000005315
hippocampus_comes ENSHCOG00000018267
esox_lucius ENSELUG00000007364
pygocentrus_nattereri ENSPNAG00000025696
astyanax_mexicanus ENSAMXG00000005935
ictalurus_punctatus ENSIPUG00000017657
danio_rerio ENSDARG00000079401
paramormyrops_kingsleyae ENSPKIG00000009230
scleropages_formosus ENSSFOG00015003235
drosophila_melanogaster FBgn0052187
