choloepus_hoffmanni ENSCHOG00000006273
dasypus_novemcinctus ENSDNOG00000046896
ursus_americanus ENSUAMG00000006161
piliocolobus_tephrosceles ENSPTEG00000013892
heterocephalus_glaber_male ENSHGLG00100004112
echinops_telfairi ENSETEG00000002501
pan_troglodytes ENSPTRG00000004699
pan_paniscus ENSPPAG00000035667
homo_sapiens ENSG00000139083
gorilla_gorilla ENSGGOG00000001540
pongo_abelii ENSPPYG00000004299
nomascus_leucogenys ENSNLEG00000003450
chlorocebus_sabaeus ENSCSAG00000008644
papio_anubis ENSPANG00000023810
theropithecus_gelada ENSTGEG00000021738
cercocebus_atys ENSCATG00000037350
mandrillus_leucophaeus ENSMLEG00000043875
macaca_mulatta ENSMMUG00000014370
macaca_nemestrina ENSMNEG00000041224
macaca_fascicularis ENSMFAG00000000725
rhinopithecus_bieti ENSRBIG00000027773
rhinopithecus_roxellana ENSRROG00000034089
colobus_angolensis_palliatus ENSCANG00000036644
callithrix_jacchus ENSCJAG00000021646
saimiri_boliviensis_boliviensis ENSSBOG00000026327
cebus_capucinus ENSCCAG00000029461
aotus_nancymaae ENSANAG00000026387
carlito_syrichta ENSTSYG00000013833
mus_spicilegus ENSMSIG00000007321
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030024
mus_musculus ENSMUSG00000030199
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028976
mus_pahari MGP_PahariEiJ_G0022738
rattus_norvegicus ENSRNOG00000005984
meriones_unguiculatus ENSMUGG00000002777
cricetulus_griseus_chok1gshd ENSCGRG00001017397
cricetulus_griseus_crigri-picr ENSCGRG00015027319
cricetulus_griseus_crigri ENSCGRG00000006017
mesocricetus_auratus ENSMAUG00000005983
microtus_ochrogaster ENSMOCG00000000067
peromyscus_maniculatus_bairdii ENSPEMG00000000123
nannospalax_galili ENSNGAG00000020326
jaculus_jaculus ENSJJAG00000015987
urocitellus_parryii ENSUPAG00010009385
spermophilus_dauricus ENSSDAG00000000480
marmota_marmota_marmota ENSMMMG00000015841
ictidomys_tridecemlineatus ENSSTOG00000027464
cavia_aperea ENSCAPG00000016779
cavia_porcellus ENSCPOG00000010318
chinchilla_lanigera ENSCLAG00000015563
octodon_degus ENSODEG00000009759
heterocephalus_glaber_female ENSHGLG00000009591
fukomys_damarensis ENSFDAG00000018972
castor_canadensis ENSCCNG00000031197
oryctolagus_cuniculus ENSOCUG00000016827
ochotona_princeps ENSOPRG00000008498
propithecus_coquereli ENSPCOG00000027103
prolemur_simus ENSPSMG00000014690
microcebus_murinus ENSMICG00000002374
otolemur_garnettii ENSOGAG00000011110
tupaia_belangeri ENSTBEG00000004004
loxodonta_africana ENSLAFG00000016133
procavia_capensis ENSPCAG00000016039
pteropus_vampyrus ENSPVAG00000015876
myotis_lucifugus ENSMLUG00000011111
bos_mutus ENSBMUG00000009433
bos_taurus ENSBTAG00000014605
bison_bison_bison ENSBBBG00000005910
capra_hircus ENSCHIG00000020860
ovis_aries ENSOARG00000020894
vicugna_pacos ENSVPAG00000011930
tursiops_truncatus ENSTTRG00000000788
sus_scrofa ENSSSCG00000024152
equus_asinus_asinus ENSEASG00005014688
equus_caballus ENSECAG00000023546
ailuropoda_melanoleuca ENSAMEG00000001957
ursus_maritimus ENSUMAG00000002322
neovison_vison ENSNVIG00000011279
mustela_putorius_furo ENSMPUG00000011780
canis_lupus_dingo ENSCAFG00020006499
canis_lupus_familiaris ENSCAFG00000013371
vulpes_vulpes ENSVVUG00000004880
panthera_tigris_altaica ENSPTIG00000002035
panthera_pardus ENSPPRG00000004132
felis_catus ENSFCAG00000024841
erinaceus_europaeus ENSEEUG00000013089
dipodomys_ordii ENSDORG00000007296
sarcophilus_harrisii ENSSHAG00000014916
phascolarctos_cinereus ENSPCIG00000029945
notamacropus_eugenii ENSMEUG00000003760
monodelphis_domestica ENSMODG00000018238
ornithorhynchus_anatinus ENSOANG00000014578
anser_brachyrhynchus ENSABRG00000018748
anas_platyrhynchos_platyrhynchos ENSAPLG00000011986
gallus_gallus ENSGALG00000012921
meleagris_gallopavo ENSMGAG00000013849
coturnix_japonica ENSCJPG00005016195
numida_meleagris ENSNMEG00000015516
lepidothrix_coronata ENSLCOG00000014769
manacus_vitellinus ENSMVIG00005019229
junco_hyemalis ENSJHYG00000008557
zonotrichia_albicollis ENSZALG00000015023
serinus_canaria ENSSCAG00000002942
lonchura_striata_domestica ENSLSDG00000006172
taeniopygia_guttata ENSTGUG00000011778
parus_major ENSPMJG00000010324
cyanistes_caeruleus ENSCCEG00000005142
ficedula_albicollis ENSFALG00000002616
melopsittacus_undulatus ENSMUNG00000015561
calidris_pygmaea ENSCPGG00000011900
calidris_pugnax ENSCPUG00000001711
dromaius_novaehollandiae ENSDNVG00000001631
nothoprocta_perdicaria ENSNPEG00000007120
apteryx_owenii ENSAOWG00000014123
apteryx_haastii ENSAHAG00000004803
apteryx_rowi ENSARWG00000011079
crocodylus_porosus ENSCPRG00005001598
chelonoidis_abingdonii ENSCABG00000010626
gopherus_agassizii ENSGAGG00000006072
chrysemys_picta_bellii ENSCPBG00000024266
pelodiscus_sinensis ENSPSIG00000008327
pogona_vitticeps ENSPVIG00000018186
anolis_carolinensis ENSACAG00000004675
notechis_scutatus ENSNSUG00000006414
salvator_merianae ENSSMRG00000008190
sphenodon_punctatus ENSSPUG00000018665
xenopus_tropicalis ENSXETG00000008919
latimeria_chalumnae ENSLACG00000002357
paramormyrops_kingsleyae ENSPKIG00000018189
paramormyrops_kingsleyae ENSPKIG00000002834
scleropages_formosus ENSSFOG00015010592
poecilia_mexicana ENSPMEG00000016666
poecilia_formosa ENSPFOG00000009294
poecilia_reticulata ENSPREG00000016146
gambusia_affinis ENSGAFG00000019996
xiphophorus_maculatus ENSXMAG00000027513
fundulus_heteroclitus ENSFHEG00000016422
poecilia_latipinna ENSPLAG00000001979
xiphophorus_couchianus ENSXCOG00000003522
