gopherus_agassizii ENSGAGG00000007300
chelonoidis_abingdonii ENSCABG00000003034
chrysemys_picta_bellii ENSCPBG00000005826
pelodiscus_sinensis ENSPSIG00000011274
anolis_carolinensis ENSACAG00000006862
pogona_vitticeps ENSPVIG00000022845
notechis_scutatus ENSNSUG00000007362
salvator_merianae ENSSMRG00000004383
phascolarctos_cinereus ENSPCIG00000017308
notamacropus_eugenii ENSMEUG00000002319
sarcophilus_harrisii ENSSHAG00000001202
pteropus_vampyrus ENSPVAG00000008986
myotis_lucifugus ENSMLUG00000028516
equus_asinus_asinus ENSEASG00005006026
equus_caballus ENSECAG00000003053
ursus_americanus ENSUAMG00000007935
ailuropoda_melanoleuca ENSAMEG00000008379
neovison_vison ENSNVIG00000023243
mustela_putorius_furo ENSMPUG00000015260
canis_lupus_familiaris ENSCAFG00000019341
canis_lupus_dingo ENSCAFG00020025911
panthera_pardus ENSPPRG00000009293
felis_catus ENSFCAG00000018802
capra_hircus ENSCHIG00000015557
ovis_aries ENSOARG00000000662
bos_mutus ENSBMUG00000014515
bos_taurus ENSBTAG00000020190
bison_bison_bison ENSBBBG00000006019
tursiops_truncatus ENSTTRG00000016603
sus_scrofa ENSSSCG00000035052
prolemur_simus ENSPSMG00000017042
microcebus_murinus ENSMICG00000001864
propithecus_coquereli ENSPCOG00000019605
otolemur_garnettii ENSOGAG00000008577
pan_troglodytes ENSPTRG00000007672
pan_paniscus ENSPPAG00000041863
homo_sapiens ENSG00000131650
gorilla_gorilla ENSGGOG00000005129
pongo_abelii ENSPPYG00000007020
nomascus_leucogenys ENSNLEG00000009488
papio_anubis ENSPANG00000000694
cercocebus_atys ENSCATG00000000031
theropithecus_gelada ENSTGEG00000025999
macaca_mulatta ENSMMUG00000004212
macaca_fascicularis ENSMFAG00000043767
macaca_nemestrina ENSMNEG00000043086
mandrillus_leucophaeus ENSMLEG00000034246
chlorocebus_sabaeus ENSCSAG00000010337
rhinopithecus_bieti ENSRBIG00000024022
rhinopithecus_roxellana ENSRROG00000043196
piliocolobus_tephrosceles ENSPTEG00000016920
cebus_capucinus ENSCCAG00000023928
saimiri_boliviensis_boliviensis ENSSBOG00000022317
callithrix_jacchus ENSCJAG00000015398
aotus_nancymaae ENSANAG00000032213
castor_canadensis ENSCCNG00000018136
dipodomys_ordii ENSDORG00000005816
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022068
mus_musculus ENSMUSG00000040680
mus_spicilegus ENSMSIG00000014555
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021158
mus_pahari MGP_PahariEiJ_G0023475
rattus_norvegicus ENSRNOG00000004122
meriones_unguiculatus ENSMUGG00000017553
peromyscus_maniculatus_bairdii ENSPEMG00000008742
microtus_ochrogaster ENSMOCG00000002984
cricetulus_griseus_crigri-picr ENSCGRG00015011545
cricetulus_griseus_crigri ENSCGRG00000005473
cricetulus_griseus_chok1gshd ENSCGRG00001013757
mesocricetus_auratus ENSMAUG00000010239
nannospalax_galili ENSNGAG00000012511
jaculus_jaculus ENSJJAG00000014343
ictidomys_tridecemlineatus ENSSTOG00000010054
marmota_marmota_marmota ENSMMMG00000008366
urocitellus_parryii ENSUPAG00010018388
spermophilus_dauricus ENSSDAG00000008719
heterocephalus_glaber_female ENSHGLG00000009534
heterocephalus_glaber_male ENSHGLG00100017525
fukomys_damarensis ENSFDAG00000011927
chinchilla_lanigera ENSCLAG00000011887
octodon_degus ENSODEG00000013502
cavia_aperea ENSCAPG00000013788
cavia_porcellus ENSCPOG00000008444
procavia_capensis ENSPCAG00000006570
loxodonta_africana ENSLAFG00000028343
echinops_telfairi ENSETEG00000001643
dasypus_novemcinctus ENSDNOG00000045212
oryctolagus_cuniculus ENSOCUG00000017175
ornithorhynchus_anatinus ENSOANG00000006253
xenopus_tropicalis ENSXETG00000018365
ciona_intestinalis ENSCING00000019698
