scophthalmus_maximus ENSSMAG00000003017
gasterosteus_aculeatus ENSGACG00000010034
amphiprion_ocellaris ENSAOCG00000004899
amphiprion_percula ENSAPEG00000007544
acanthochromis_polyacanthus ENSAPOG00000022918
stegastes_partitus ENSSPAG00000002479
pundamilia_nyererei ENSPNYG00000007357
haplochromis_burtoni ENSHBUG00000002890
astatotilapia_calliptera ENSACLG00000020986
maylandia_zebra ENSMZEG00005014139
neolamprologus_brichardi ENSNBRG00000019157
seriola_lalandi_dorsalis ENSSLDG00000001792
seriola_lalandi_dorsalis ENSSLDG00000008234
mola_mola ENSMMOG00000011524
takifugu_rubripes ENSTRUG00000023567
hippocampus_comes ENSHCOG00000014346
oryzias_latipes ENSORLG00020002152
oryzias_latipes ENSORLG00000030114
oryzias_melastigma ENSOMEG00000005346
periophthalmus_magnuspinnatus ENSPMGG00000006749
xiphophorus_couchianus ENSXCOG00000011044
xiphophorus_maculatus ENSXMAG00000029520
gambusia_affinis ENSGAFG00000015521
poecilia_reticulata ENSPREG00000005695
cyprinodon_variegatus ENSCVAG00000023359
kryptolebias_marmoratus ENSKMAG00000014555
monopterus_albus ENSMALG00000002728
seriola_dumerili ENSSDUG00000015821
seriola_lalandi_dorsalis ENSSLDG00000008214
labrus_bergylta ENSLBEG00000022154
oryzias_latipes_asm223469v1 ENSORLG00015014475
stegastes_partitus ENSSPAG00000002413
mastacembelus_armatus ENSMAMG00000020310
amphiprion_percula ENSAPEG00000007526
amphiprion_ocellaris ENSAOCG00000004911
mola_mola ENSMMOG00000011521
periophthalmus_magnuspinnatus ENSPMGG00000006747
gadus_morhua ENSGMOG00000009255
