gopherus_agassizii ENSGAGG00000008263
chelonoidis_abingdonii ENSCABG00000009875
chrysemys_picta ENSCPBG00000013459
pelodiscus_sinensis ENSPSIG00000013475
crocodylus_porosus ENSCPRG00005018633
pogona_vitticeps ENSPVIG00000015011
anolis_carolinensis ENSACAG00000003355
notechis_scutatus ENSNSUG00000007690
salvator_merianae ENSSMRG00000015469
sphenodon_punctatus ENSSPUG00000001309
apteryx_haastii ENSAHAG00000002064
apteryx_rowi ENSARWG00000010275
apteryx_owenii ENSAOWG00000006795
dromaius_novaehollandiae ENSDNVG00000010872
nothoprocta_perdicaria ENSNPEG00000003806
lonchura_striata ENSLSDG00000016946
taeniopygia_guttata ENSTGUG00000010756
serinus_canaria ENSSCAG00000002580
zonotrichia_albicollis ENSZALG00000008351
junco_hyemalis ENSJHYG00000007954
ficedula_albicollis ENSFALG00000006153
cyanistes_caeruleus ENSCCEG00000003071
parus_major ENSPMJG00000014386
manacus_vitellinus ENSMVIG00005009875
lepidothrix_coronata ENSLCOG00000012030
calidris_pygmaea ENSCPGG00000016529
calidris_pugnax ENSCPUG00000013896
melopsittacus_undulatus ENSMUNG00000002659
anser_brachyrhynchus ENSABRG00000015742
anas_platyrhynchos ENSAPLG00000000937
gallus_gallus ENSGALG00000008460
meleagris_gallopavo ENSMGAG00000011119
coturnix_japonica ENSCJPG00005014321
numida_meleagris ENSNMEG00000019610
vombatus_ursinus ENSVURG00010007989
phascolarctos_cinereus ENSPCIG00000027865
notamacropus_eugenii ENSMEUG00000006959
sarcophilus_harrisii ENSSHAG00000015883
monodelphis_domestica ENSMODG00000000221
heterocephalus_glaber ENSHGLG00000010892
heterocephalus_glaber ENSHGLG00100005707
fukomys_damarensis ENSFDAG00000010530
chinchilla_lanigera ENSCLAG00000013853
octodon_degus ENSODEG00000016896
cavia_porcellus ENSCPOG00000014113
cavia_aperea ENSCAPG00000018003
urocitellus_parryii ENSUPAG00010015321
ictidomys_tridecemlineatus ENSSTOG00000000359
spermophilus_dauricus ENSSDAG00000004582
marmota_marmota ENSMMMG00000020754
castor_canadensis ENSCCNG00000014427
dipodomys_ordii ENSDORG00000000583
mus_spretus MGP_SPRETEiJ_G0025053
mus_musculus ENSMUSG00000068580
mus_spicilegus ENSMSIG00000026257
mus_caroli MGP_CAROLIEiJ_G0024137
mus_pahari MGP_PahariEiJ_G0025580
rattus_norvegicus ENSRNOG00000012528
meriones_unguiculatus ENSMUGG00000009242
microtus_ochrogaster ENSMOCG00000018406
peromyscus_maniculatus ENSPEMG00000000321
cricetulus_griseus ENSCGRG00015000640
cricetulus_griseus ENSCGRG00001015536
cricetulus_griseus ENSCGRG00000012198
mesocricetus_auratus ENSMAUG00000019724
nannospalax_galili ENSNGAG00000018615
jaculus_jaculus ENSJJAG00000022792
oryctolagus_cuniculus ENSOCUG00000005582
ochotona_princeps ENSOPRG00000016060
cebus_capucinus ENSCCAG00000036272
saimiri_boliviensis ENSSBOG00000030932
aotus_nancymaae ENSANAG00000036037
callithrix_jacchus ENSCJAG00000020801
pan_paniscus ENSPPAG00000038696
pan_troglodytes ENSPTRG00000006931
homo_sapiens ENSG00000166140
gorilla_gorilla ENSGGOG00000000053
pongo_abelii ENSPPYG00000006362
nomascus_leucogenys ENSNLEG00000003265
theropithecus_gelada ENSTGEG00000001745
papio_anubis ENSPANG00000019317
macaca_fascicularis ENSMFAG00000043261
macaca_mulatta ENSMMUG00000001723
macaca_nemestrina ENSMNEG00000026982
mandrillus_leucophaeus ENSMLEG00000007654
cercocebus_atys ENSCATG00000029863
chlorocebus_sabaeus ENSCSAG00000007576
piliocolobus_tephrosceles ENSPTEG00000028749
colobus_angolensis ENSCANG00000003801
rhinopithecus_roxellana ENSRROG00000026082
rhinopithecus_bieti ENSRBIG00000031788
carlito_syrichta ENSTSYG00000028172
microcebus_murinus ENSMICG00000005962
prolemur_simus ENSPSMG00000023236
propithecus_coquereli ENSPCOG00000026292
otolemur_garnettii ENSOGAG00000000530
tupaia_belangeri ENSTBEG00000014619
ursus_americanus ENSUAMG00000016568
ursus_maritimus ENSUMAG00000012440
ailuropoda_melanoleuca ENSAMEG00000016916
mustela_putorius ENSMPUG00000008753
neovison_vison ENSNVIG00000017122
canis_lupus ENSCAFG00000009345
canis_lupus ENSCAFG00020005727
vulpes_vulpes ENSVVUG00000026667
panthera_pardus ENSPPRG00000010793
panthera_tigris ENSPTIG00000013357
felis_catus ENSFCAG00000014717
erinaceus_europaeus ENSEEUG00000000132
myotis_lucifugus ENSMLUG00000027153
pteropus_vampyrus ENSPVAG00000001844
ovis_aries ENSOARG00000020284
capra_hircus ENSCHIG00000022488
bos_indicus ENSBIXG00000004062
bos_indicus ENSBIXG00005028482
bos_taurus ENSBTAG00000013485
bos_mutus ENSBMUG00000018222
bison_bison ENSBBBG00000008153
sus_scrofa ENSSSCG00000004761
equus_caballus ENSECAG00000011424
equus_asinus ENSEASG00005016440
choloepus_hoffmanni ENSCHOG00000009667
dasypus_novemcinctus ENSDNOG00000049176
loxodonta_africana ENSLAFG00000014742
echinops_telfairi ENSETEG00000020102
echinops_telfairi ENSETEG00000020078
sorex_araneus ENSSARG00000000964
ornithorhynchus_anatinus ENSOANG00000009310
latimeria_chalumnae ENSLACG00000016016
scleropages_formosus ENSSFOG00015016054
paramormyrops_kingsleyae ENSPKIG00000004197
pygocentrus_nattereri ENSPNAG00000020945
astyanax_mexicanus ENSAMXG00005000384
electrophorus_electricus ENSEEEG00000021431
ictalurus_punctatus ENSIPUG00000019916
danio_rerio ENSDARG00000003642
clupea_harengus ENSCHAG00000026479
denticeps_clupeoides ENSDCDG00000000892
monopterus_albus ENSMALG00000006025
mastacembelus_armatus ENSMAMG00000007986
anabas_testudineus ENSATEG00000004758
betta_splendens ENSBSLG00000014474
scophthalmus_maximus ENSSMAG00000006900
cynoglossus_semilaevis ENSCSEG00000000193
seriola_lalandi ENSSLDG00000003587
seriola_dumerili ENSSDUG00000010303
lates_calcarifer ENSLCAG00010011420
poecilia_formosa ENSPFOG00000009288
poecilia_mexicana ENSPMEG00000005680
poecilia_latipinna ENSPLAG00000008829
poecilia_reticulata ENSPREG00000021686
xiphophorus_maculatus ENSXMAG00000006569
xiphophorus_couchianus ENSXCOG00000011126
gambusia_affinis ENSGAFG00000017571
cyprinodon_variegatus ENSCVAG00000013264
oryzias_latipes ENSORLG00000017068
oryzias_latipes ENSORLG00015017809
oryzias_latipes ENSORLG00020003422
oryzias_melastigma ENSOMEG00000017856
gouania_willdenowi ENSGWIG00000019278
parambassis_ranga ENSPRNG00000020882
amphiprion_ocellaris ENSAOCG00000018197
amphiprion_percula ENSAPEG00000000372
acanthochromis_polyacanthus ENSAPOG00000011531
stegastes_partitus ENSSPAG00000020463
kryptolebias_marmoratus ENSKMAG00000015275
maylandia_zebra ENSMZEG00005027026
astatotilapia_calliptera ENSACLG00000003330
pundamilia_nyererei ENSPNYG00000001088
haplochromis_burtoni ENSHBUG00000015967
neolamprologus_brichardi ENSNBRG00000000945
oreochromis_niloticus ENSONIG00000012176
amphilophus_citrinellus ENSACIG00000014884
larimichthys_crocea ENSLCRG00005020141
labrus_bergylta ENSLBEG00000025868
cottoperca_gobio ENSCGOG00000021895
gasterosteus_aculeatus ENSGACG00000006386
takifugu_rubripes ENSTRUG00000013018
periophthalmus_magnuspinnatus ENSPMGG00000011366
hippocampus_comes ENSHCOG00000017884
gadus_morhua ENSGMOG00000011583
hucho_hucho ENSHHUG00000040598
esox_lucius ENSELUG00000004282
lepisosteus_oculatus ENSLOCG00000012832
erpetoichthys_calabaricus ENSECRG00000017607
callorhinchus_milii ENSCMIG00000015930
ciona_intestinalis ENSCING00000019958
