mola_mola ENSMMOG00000014541
takifugu_rubripes ENSTRUG00000022278
labrus_bergylta ENSLBEG00000018821
amphiprion_ocellaris ENSAOCG00000004044
amphiprion_percula ENSAPEG00000016728
acanthochromis_polyacanthus ENSAPOG00000000904
stegastes_partitus ENSSPAG00000004440
poecilia_latipinna ENSPLAG00000004764
poecilia_mexicana ENSPMEG00000010690
poecilia_reticulata ENSPREG00000022154
xiphophorus_maculatus ENSXMAG00000015875
xiphophorus_couchianus ENSXCOG00000011357
gambusia_affinis ENSGAFG00000017949
cyprinodon_variegatus ENSCVAG00000018339
maylandia_zebra ENSMZEG00005000107
astatotilapia_calliptera ENSACLG00000017600
pundamilia_nyererei ENSPNYG00000016565
neolamprologus_brichardi ENSNBRG00000017821
scophthalmus_maximus ENSSMAG00000015009
cynoglossus_semilaevis ENSCSEG00000015764
seriola_dumerili ENSSDUG00000006565
seriola_lalandi ENSSLDG00000020239
anabas_testudineus ENSATEG00000003111
periophthalmus_magnuspinnatus ENSPMGG00000007519
esox_lucius ENSELUG00000020435
pygocentrus_nattereri ENSPNAG00000014522
astyanax_mexicanus ENSAMXG00000028697
ictalurus_punctatus ENSIPUG00000013946
danio_rerio ENSDARG00000095407
scleropages_formosus ENSSFOG00015007084
paramormyrops_kingsleyae ENSPKIG00000015175
