mus_spicilegus ENSMSIG00000025354
mus_spretus MGP_SPRETEiJ_G0030723
mus_musculus ENSMUSG00000070604
mus_caroli MGP_CAROLIEiJ_G0029624
mus_pahari MGP_PahariEiJ_G0012852
rattus_norvegicus ENSRNOG00000023411
meriones_unguiculatus ENSMUGG00000007663
cricetulus_griseus ENSCGRG00015023367
cricetulus_griseus ENSCGRG00001012455
cricetulus_griseus ENSCGRG00000005687
mesocricetus_auratus ENSMAUG00000018179
microtus_ochrogaster ENSMOCG00000017203
peromyscus_maniculatus ENSPEMG00000007708
nannospalax_galili ENSNGAG00000020482
jaculus_jaculus ENSJJAG00000007310
castor_canadensis ENSCCNG00000029423
marmota_marmota ENSMMMG00000004383
urocitellus_parryii ENSUPAG00010017786
spermophilus_dauricus ENSSDAG00000003766
prolemur_simus ENSPSMG00000026079
propithecus_coquereli ENSPCOG00000024146
microcebus_murinus ENSMICG00000030990
otolemur_garnettii ENSOGAG00000024567
gorilla_gorilla ENSGGOG00000011249
pan_troglodytes ENSPTRG00000011378
pan_paniscus ENSPPAG00000032024
homo_sapiens ENSG00000186806
pongo_abelii ENSPPYG00000010316
nomascus_leucogenys ENSNLEG00000005872
papio_anubis ENSPANG00000014780
mandrillus_leucophaeus ENSMLEG00000040541
theropithecus_gelada ENSTGEG00000003480
macaca_fascicularis ENSMFAG00000044306
macaca_nemestrina ENSMNEG00000040067
macaca_mulatta ENSMMUG00000023530
cercocebus_atys ENSCATG00000031796
chlorocebus_sabaeus ENSCSAG00000002032
rhinopithecus_bieti ENSRBIG00000030315
rhinopithecus_roxellana ENSRROG00000031245
piliocolobus_tephrosceles ENSPTEG00000017235
colobus_angolensis ENSCANG00000035085
cebus_capucinus ENSCCAG00000030170
saimiri_boliviensis ENSSBOG00000017107
callithrix_jacchus ENSCJAG00000018557
aotus_nancymaae ENSANAG00000006087
tupaia_belangeri ENSTBEG00000003149
erinaceus_europaeus ENSEEUG00000010556
sorex_araneus ENSSARG00000005161
ursus_americanus ENSUAMG00000018316
ursus_maritimus ENSUMAG00000010244
ailuropoda_melanoleuca ENSAMEG00000014357
mustela_putorius ENSMPUG00000001420
neovison_vison ENSNVIG00000022569
canis_lupus ENSCAFG00000023923
canis_lupus ENSCAFG00020019186
vulpes_vulpes ENSVVUG00000011313
panthera_pardus ENSPPRG00000010601
panthera_tigris ENSPTIG00000007910
felis_catus ENSFCAG00000002863
pteropus_vampyrus ENSPVAG00000008416
ovis_aries ENSOARG00000014733
ovis_aries ENSOARG00000002324
capra_hircus ENSCHIG00000024347
bos_indicus ENSBIXG00000007800
bos_indicus ENSBIXG00005016463
bos_taurus ENSBTAG00000020447
bison_bison ENSBBBG00000018721
bos_mutus ENSBMUG00000008804
tursiops_truncatus ENSTTRG00000003970
vicugna_pacos ENSVPAG00000004165
sus_scrofa ENSSSCG00000003228
equus_caballus ENSECAG00000035875
equus_asinus ENSEASG00005009815
loxodonta_africana ENSLAFG00000031471
dipodomys_ordii ENSDORG00000004289
dasypus_novemcinctus ENSDNOG00000038518
cavia_aperea ENSCAPG00000011535
cavia_porcellus ENSCPOG00000002074
octodon_degus ENSODEG00000001244
chinchilla_lanigera ENSCLAG00000001572
heterocephalus_glaber ENSHGLG00000005877
fukomys_damarensis ENSFDAG00000013422
phascolarctos_cinereus ENSPCIG00000009571
vombatus_ursinus ENSVURG00010008674
notamacropus_eugenii ENSMEUG00000010481
monodelphis_domestica ENSMODG00000020822
sarcophilus_harrisii ENSSHAG00000004473
ornithorhynchus_anatinus ENSOANG00000013440
seriola_lalandi ENSSLDG00000021186
