junco_hyemalis ENSJHYG00000007173
zonotrichia_albicollis ENSZALG00000011373
serinus_canaria ENSSCAG00000015212
cyanistes_caeruleus ENSCCEG00000006291
parus_major ENSPMJG00000003560
manacus_vitellinus ENSMVIG00005017438
anas_platyrhynchos_platyrhynchos ENSAPLG00000026271
chelonoidis_abingdonii ENSCABG00000013565
takifugu_rubripes ENSTRUG00000009870
tetraodon_nigroviridis ENSTNIG00000001442
cynoglossus_semilaevis ENSCSEG00000004254
mola_mola ENSMMOG00000017291
labrus_bergylta ENSLBEG00000002920
scophthalmus_maximus ENSSMAG00000013816
xiphophorus_maculatus ENSXMAG00000023769
xiphophorus_couchianus ENSXCOG00000007318
gambusia_affinis ENSGAFG00000007891
poecilia_latipinna ENSPLAG00000005690
poecilia_mexicana ENSPMEG00000005368
poecilia_formosa ENSPFOG00000004265
poecilia_reticulata ENSPREG00000003912
cyprinodon_variegatus ENSCVAG00000019219
oryzias_latipes ENSORLG00000024278
oryzias_latipes_asm223469v1 ENSORLG00015017709
oryzias_latipes ENSORLG00020012055
oryzias_melastigma ENSOMEG00000003311
hippocampus_comes ENSHCOG00000005811
periophthalmus_magnuspinnatus ENSPMGG00000005250
gadus_morhua ENSGMOG00000007163
petromyzon_marinus ENSPMAG00000004615
ciona_intestinalis ENSCING00000014155
