pan_paniscus ENSPPAG00000008149
pan_troglodytes ENSPTRG00000046504
gorilla_gorilla ENSGGOG00000043372
homo_sapiens ENSG00000167635
pongo_abelii ENSPPYG00000009900
nomascus_leucogenys ENSNLEG00000029851
macaca_mulatta ENSMMUG00000028785
macaca_fascicularis ENSMFAG00000013224
macaca_nemestrina ENSMNEG00000022622
papio_anubis ENSPANG00000010104
mandrillus_leucophaeus ENSMLEG00000001230
theropithecus_gelada ENSTGEG00000007781
chlorocebus_sabaeus ENSCSAG00000004229
cercocebus_atys ENSCATG00000022531
piliocolobus_tephrosceles ENSPTEG00000010294
colobus_angolensis_palliatus ENSCANG00000004203
rhinopithecus_roxellana ENSRROG00000017269
saimiri_boliviensis_boliviensis ENSSBOG00000017000
cebus_capucinus ENSCCAG00000019757
callithrix_jacchus ENSCJAG00000048522
aotus_nancymaae ENSANAG00000003280
carlito_syrichta ENSTSYG00000034246
prolemur_simus ENSPSMG00000001797
propithecus_coquereli ENSPCOG00000013039
microcebus_murinus ENSMICG00000010269
otolemur_garnettii ENSOGAG00000007690
chinchilla_lanigera ENSCLAG00000011226
cavia_porcellus ENSCPOG00000035977
heterocephalus_glaber_male ENSHGLG00100010050
heterocephalus_glaber_female ENSHGLG00000011608
fukomys_damarensis ENSFDAG00000010495
cricetulus_griseus_crigri ENSCGRG00000008720
cricetulus_griseus_chok1gshd ENSCGRG00001014117
cricetulus_griseus_crigri-picr ENSCGRG00015009180
mesocricetus_auratus ENSMAUG00000014522
microtus_ochrogaster ENSMOCG00000000820
mus_spicilegus ENSMSIG00000000776
mus_musculus ENSMUSG00000037029
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030598
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029502
mus_pahari MGP_PahariEiJ_G0012736
rattus_norvegicus ENSRNOG00000006796
peromyscus_maniculatus_bairdii ENSPEMG00000027119
meriones_unguiculatus ENSMUGG00000012197
nannospalax_galili ENSNGAG00000023021
castor_canadensis ENSCCNG00000009530
ictidomys_tridecemlineatus ENSSTOG00000029664
ochotona_princeps ENSOPRG00000001810
neovison_vison ENSNVIG00000016046
canis_lupus_familiaris ENSCAFG00000031807
panthera_pardus ENSPPRG00000019613
panthera_tigris_altaica ENSPTIG00000006218
felis_catus ENSFCAG00000037750
erinaceus_europaeus ENSEEUG00000007396
equus_caballus ENSECAG00000005248
bos_taurus ENSBTAG00000031687
bos_taurus ENSBTAG00000032806
bos_mutus ENSBMUG00000018935
bison_bison_bison ENSBBBG00000005849
tursiops_truncatus ENSTTRG00000005907
sus_scrofa ENSSSCG00000025355
vicugna_pacos ENSVPAG00000000430
myotis_lucifugus ENSMLUG00000012528
jaculus_jaculus ENSJJAG00000011602
pongo_abelii ENSPPYG00000001433
ailuropoda_melanoleuca ENSAMEG00000001054
choloepus_hoffmanni ENSCHOG00000000510
choloepus_hoffmanni ENSCHOG00000005510
loxodonta_africana ENSLAFG00000002096
