propithecus_coquereli ENSPCOG00000021129
microcebus_murinus ENSMICG00000032342
prolemur_simus ENSPSMG00000011347
pan_paniscus ENSPPAG00000037187
pan_troglodytes ENSPTRG00000011097
gorilla_gorilla ENSGGOG00000027747
homo_sapiens ENSG00000176222
pongo_abelii ENSPPYG00000010078
nomascus_leucogenys ENSNLEG00000035109
rhinopithecus_bieti ENSRBIG00000035040
rhinopithecus_roxellana ENSRROG00000032553
piliocolobus_tephrosceles ENSPTEG00000032563
papio_anubis ENSPANG00000032738
mandrillus_leucophaeus ENSMLEG00000037401
marmota_marmota_marmota ENSMMMG00000016107
ursus_americanus ENSUAMG00000003755
ursus_maritimus ENSUMAG00000023049
ursus_americanus ENSUAMG00000003549
ailuropoda_melanoleuca ENSAMEG00000006137
neovison_vison ENSNVIG00000024688
mustela_putorius_furo ENSMPUG00000006528
canis_lupus_familiaris ENSCAFG00000004707
canis_lupus_dingo ENSCAFG00020013122
vulpes_vulpes ENSVVUG00000008609
panthera_pardus ENSPPRG00000014086
panthera_tigris_altaica ENSPTIG00000010476
felis_catus ENSFCAG00000041837
equus_caballus ENSECAG00000018247
equus_asinus_asinus ENSEASG00005013617
capra_hircus ENSCHIG00000015456
ovis_aries ENSOARG00000008983
bos_mutus ENSBMUG00000018194
bos_taurus ENSBTAG00000012915
bison_bison_bison ENSBBBG00000016298
vicugna_pacos ENSVPAG00000008242
sus_scrofa ENSSSCG00000003071
procavia_capensis ENSPCAG00000004880
