castor_canadensis ENSCCNG00000007827
cavia_porcellus ENSCPOG00000021540
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026436
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027416
mus_pahari MGP_PahariEiJ_G0028759
mus_musculus ENSMUSG00000032726
mus_pahari MGP_PahariEiJ_G0028766
rattus_norvegicus ENSRNOG00000030155
meriones_unguiculatus ENSMUGG00000007506
cricetulus_griseus_crigri ENSCGRG00000008958
cricetulus_griseus_crigri-picr ENSCGRG00015004230
cricetulus_griseus_chok1gshd ENSCGRG00001024934
cricetulus_griseus_crigri ENSCGRG00000006436
microtus_ochrogaster ENSMOCG00000022145
mus_spicilegus ENSMSIG00000013040
mus_musculus ENSMUSG00000002384
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027409
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026429
rattus_norvegicus ENSRNOG00000033209
chlorocebus_sabaeus ENSCSAG00000001129
myotis_lucifugus ENSMLUG00000012059
sorex_araneus ENSSARG00000004500
