apteryx_rowi ENSARWG00000017063
apteryx_owenii ENSAOWG00000018455
dromaius_novaehollandiae ENSDNVG00000019211
calidris_pygmaea ENSCPGG00000012538
lepidothrix_coronata ENSLCOG00000003338
coturnix_japonica ENSCJPG00005004477
crocodylus_porosus ENSCPRG00005004071
chrysemys_picta_bellii ENSCPBG00000018146
chrysemys_picta_bellii ENSCPBG00000005221
chelonoidis_abingdonii ENSCABG00000007461
gopherus_agassizii ENSGAGG00000020899
pelodiscus_sinensis ENSPSIG00000015917
pogona_vitticeps ENSPVIG00000006998
anolis_carolinensis ENSACAG00000013082
notechis_scutatus ENSNSUG00000003482
salvator_merianae ENSSMRG00000008620
sphenodon_punctatus ENSSPUG00000006426
bison_bison_bison ENSBBBG00000013140
bos_mutus ENSBMUG00000025422
ovis_aries ENSOARG00000005186
capra_hircus ENSCHIG00000009456
tursiops_truncatus ENSTTRG00000008350
sus_scrofa ENSSSCG00000037619
panthera_pardus ENSPPRG00000010386
panthera_tigris_altaica ENSPTIG00000013367
felis_catus ENSFCAG00000032966
pteropus_vampyrus ENSPVAG00000012137
myotis_lucifugus ENSMLUG00000005939
equus_caballus ENSECAG00000010477
equus_asinus_asinus ENSEASG00005007289
castor_canadensis ENSCCNG00000031214
dipodomys_ordii ENSDORG00000027331
mus_musculus ENSMUSG00000080115
mus_spicilegus ENSMSIG00000019127
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016700
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015874
mus_pahari MGP_PahariEiJ_G0031211
rattus_norvegicus ENSRNOG00000047631
meriones_unguiculatus ENSMUGG00000008193
cricetulus_griseus_chok1gshd ENSCGRG00001022247
cricetulus_griseus_crigri ENSCGRG00000013651
cricetulus_griseus_crigri-picr ENSCGRG00015001260
mesocricetus_auratus ENSMAUG00000010832
microtus_ochrogaster ENSMOCG00000011230
peromyscus_maniculatus_bairdii ENSPEMG00000027288
nannospalax_galili ENSNGAG00000015023
jaculus_jaculus ENSJJAG00000012184
ictidomys_tridecemlineatus ENSSTOG00000024160
urocitellus_parryii ENSUPAG00010017654
spermophilus_dauricus ENSSDAG00000002370
marmota_marmota_marmota ENSMMMG00000010507
octodon_degus ENSODEG00000001854
chinchilla_lanigera ENSCLAG00000012713
cavia_porcellus ENSCPOG00000011497
heterocephalus_glaber_male ENSHGLG00100005680
heterocephalus_glaber_female ENSHGLG00000014041
fukomys_damarensis ENSFDAG00000015672
oryctolagus_cuniculus ENSOCUG00000012503
ochotona_princeps ENSOPRG00000006664
vulpes_vulpes ENSVVUG00000016794
ursus_maritimus ENSUMAG00000020118
bos_taurus ENSBTAG00000016910
sorex_araneus ENSSARG00000011364
echinops_telfairi ENSETEG00000003010
ailuropoda_melanoleuca ENSAMEG00000005444
ursus_americanus ENSUAMG00000013145
neovison_vison ENSNVIG00000003404
mustela_putorius_furo ENSMPUG00000002048
canis_lupus_dingo ENSCAFG00020022845
erinaceus_europaeus ENSEEUG00000004125
papio_anubis ENSPANG00000012537
chlorocebus_sabaeus ENSCSAG00000004607
mandrillus_leucophaeus ENSMLEG00000034107
cercocebus_atys ENSCATG00000033262
