notamacropus_eugenii ENSMEUG00000014206
phascolarctos_cinereus ENSPCIG00000002215
sarcophilus_harrisii ENSSHAG00000012194
monodelphis_domestica ENSMODG00000025518
ursus_maritimus ENSUMAG00000017596
ailuropoda_melanoleuca ENSAMEG00000004646
mustela_putorius ENSMPUG00000017187
neovison_vison ENSNVIG00000008852
canis_lupus ENSCAFG00000004929
canis_lupus ENSCAFG00020007225
panthera_tigris ENSPTIG00000016867
panthera_pardus ENSPPRG00000018566
felis_catus ENSFCAG00000037003
myotis_lucifugus ENSMLUG00000002835
oryctolagus_cuniculus ENSOCUG00000009261
gorilla_gorilla ENSGGOG00000028438
homo_sapiens ENSG00000088726
pan_paniscus ENSPPAG00000019163
pan_troglodytes ENSPTRG00000014636
pongo_abelii ENSPPYG00000013389
nomascus_leucogenys ENSNLEG00000004755
macaca_nemestrina ENSMNEG00000027829
macaca_fascicularis ENSMFAG00000039365
macaca_mulatta ENSMMUG00000010276
theropithecus_gelada ENSTGEG00000015385
papio_anubis ENSPANG00000014208
cercocebus_atys ENSCATG00000027847
mandrillus_leucophaeus ENSMLEG00000039986
chlorocebus_sabaeus ENSCSAG00000009604
rhinopithecus_bieti ENSRBIG00000037376
rhinopithecus_roxellana ENSRROG00000031690
colobus_angolensis ENSCANG00000034399
saimiri_boliviensis ENSSBOG00000031667
callithrix_jacchus ENSCJAG00000016751
cebus_capucinus ENSCCAG00000020743
aotus_nancymaae ENSANAG00000036821
carlito_syrichta ENSTSYG00000011701
propithecus_coquereli ENSPCOG00000027785
prolemur_simus ENSPSMG00000000837
microcebus_murinus ENSMICG00000003715
otolemur_garnettii ENSOGAG00000003261
spermophilus_dauricus ENSSDAG00000024873
urocitellus_parryii ENSUPAG00010023040
cavia_porcellus ENSCPOG00000025632
cavia_aperea ENSCAPG00000017025
chinchilla_lanigera ENSCLAG00000009668
octodon_degus ENSODEG00000002755
heterocephalus_glaber ENSHGLG00000015498
heterocephalus_glaber ENSHGLG00100001125
fukomys_damarensis ENSFDAG00000009590
mus_spicilegus ENSMSIG00000000359
mus_spretus MGP_SPRETEiJ_G0029784
mus_musculus ENSMUSG00000059900
mus_caroli MGP_CAROLIEiJ_G0028756
mus_pahari MGP_PahariEiJ_G0022507
rattus_norvegicus ENSRNOG00000010430
meriones_unguiculatus ENSMUGG00000021175
cricetulus_griseus ENSCGRG00000003563
cricetulus_griseus ENSCGRG00001022432
cricetulus_griseus ENSCGRG00015003795
mesocricetus_auratus ENSMAUG00000015454
peromyscus_maniculatus ENSPEMG00000002944
microtus_ochrogaster ENSMOCG00000021932
nannospalax_galili ENSNGAG00000021850
jaculus_jaculus ENSJJAG00000009444
castor_canadensis ENSCCNG00000011259
tupaia_belangeri ENSTBEG00000000121
sus_scrofa ENSSSCG00000011583
loxodonta_africana ENSLAFG00000010230
equus_caballus ENSECAG00000008940
erinaceus_europaeus ENSEEUG00000008899
pteropus_vampyrus ENSPVAG00000005825
bos_mutus ENSBMUG00000010953
bos_taurus ENSBTAG00000000161
bison_bison ENSBBBG00000011569
ovis_aries ENSOARG00000015384
vicugna_pacos ENSVPAG00000011071
dipodomys_ordii ENSDORG00000023579
echinops_telfairi ENSETEG00000003847
choloepus_hoffmanni ENSCHOG00000004456
calidris_pugnax ENSCPUG00000016477
melopsittacus_undulatus ENSMUNG00000014079
lepidothrix_coronata ENSLCOG00000004239
manacus_vitellinus ENSMVIG00005009314
lonchura_striata ENSLSDG00000012352
serinus_canaria ENSSCAG00000002245
junco_hyemalis ENSJHYG00000012163
zonotrichia_albicollis ENSZALG00000017309
cyanistes_caeruleus ENSCCEG00000024203
parus_major ENSPMJG00000012560
anser_brachyrhynchus ENSABRG00000005531
anas_platyrhynchos ENSAPLG00000021992
numida_meleagris ENSNMEG00000014499
gallus_gallus ENSGALG00000038752
apteryx_haastii ENSAHAG00000014793
apteryx_rowi ENSARWG00000005891
apteryx_owenii ENSAOWG00000014608
crocodylus_porosus ENSCPRG00005019098
chrysemys_picta ENSCPBG00000022408
gopherus_agassizii ENSGAGG00000014952
anolis_carolinensis ENSACAG00000029582
pogona_vitticeps ENSPVIG00000001574
sphenodon_punctatus ENSSPUG00000001753
nothoprocta_perdicaria ENSNPEG00000008369
