calidris_pugnax ENSCPUG00000018381
calidris_pygmaea ENSCPGG00000014746
taeniopygia_guttata ENSTGUG00000017337
taeniopygia_guttata ENSTGUG00000015350
parus_major ENSPMJG00000006277
numida_meleagris ENSNMEG00000007064
meleagris_gallopavo ENSMGAG00000004591
chrysemys_picta_bellii ENSCPBG00000018967
ursus_maritimus ENSUMAG00000000978
poecilia_latipinna ENSPLAG00000003767
tetraodon_nigroviridis ENSTNIG00000000586
eptatretus_burgeri ENSEBUG00000007972
sarcophilus_harrisii ENSSHAG00000002877
pongo_abelii ENSPPYG00000002932
pelodiscus_sinensis ENSPSIG00000011602
gasterosteus_aculeatus ENSGACG00000003753
poecilia_formosa ENSPFOG00000012242
eptatretus_burgeri ENSEBUG00000000768
