sarcophilus_harrisii ENSSHAG00000009745
monodelphis_domestica ENSMODG00000015837
phascolarctos_cinereus ENSPCIG00000015056
procavia_capensis ENSPCAG00000007070
echinops_telfairi ENSETEG00000015361
ochotona_princeps ENSOPRG00000000704
capra_hircus ENSCHIG00000026188
ovis_aries ENSOARG00000010692
tursiops_truncatus ENSTTRG00000012258
myotis_lucifugus ENSMLUG00000026825
loxodonta_africana ENSLAFG00000025970
dasypus_novemcinctus ENSDNOG00000036579
urocitellus_parryii ENSUPAG00010003680
marmota_marmota_marmota ENSMMMG00000020388
spermophilus_dauricus ENSSDAG00000016628
mus_musculus ENSMUSG00000073408
mus_spicilegus ENSMSIG00000014724
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022435
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021528
mus_pahari MGP_PahariEiJ_G0020522
rattus_norvegicus ENSRNOG00000042287
meriones_unguiculatus ENSMUGG00000015336
peromyscus_maniculatus_bairdii ENSPEMG00000012298
microtus_ochrogaster ENSMOCG00000017510
cricetulus_griseus_chok1gshd ENSCGRG00001013588
cricetulus_griseus_crigri ENSCGRG00000012308
cricetulus_griseus_crigri-picr ENSCGRG00015028218
mesocricetus_auratus ENSMAUG00000019804
oryctolagus_cuniculus ENSOCUG00000021762
prolemur_simus ENSPSMG00000005386
microcebus_murinus ENSMICG00000035395
propithecus_coquereli ENSPCOG00000027756
otolemur_garnettii ENSOGAG00000032678
gorilla_gorilla ENSGGOG00000005839
homo_sapiens ENSG00000168631
pan_paniscus ENSPPAG00000039149
pan_troglodytes ENSPTRG00000029766
nomascus_leucogenys ENSNLEG00000032283
macaca_fascicularis ENSMFAG00000036057
macaca_mulatta ENSMMUG00000018615
macaca_nemestrina ENSMNEG00000034832
theropithecus_gelada ENSTGEG00000012369
theropithecus_gelada ENSTGEG00000008653
cercocebus_atys ENSCATG00000040184
mandrillus_leucophaeus ENSMLEG00000035740
papio_anubis ENSPANG00000009406
colobus_angolensis_palliatus ENSCANG00000043457
piliocolobus_tephrosceles ENSPTEG00000030978
rhinopithecus_roxellana ENSRROG00000042047
rhinopithecus_bieti ENSRBIG00000030514
cebus_capucinus ENSCCAG00000028097
saimiri_boliviensis_boliviensis ENSSBOG00000029394
callithrix_jacchus ENSCJAG00000019818
aotus_nancymaae ENSANAG00000028127
pongo_abelii ENSPPYG00000017262
ursus_maritimus ENSUMAG00000019905
ursus_americanus ENSUAMG00000026123
ailuropoda_melanoleuca ENSAMEG00000012994
neovison_vison ENSNVIG00000019038
mustela_putorius_furo ENSMPUG00000011633
canis_lupus_dingo ENSCAFG00020019547
vulpes_vulpes ENSVVUG00000010833
canis_lupus_familiaris ENSCAFG00000000470
felis_catus ENSFCAG00000044456
equus_asinus_asinus ENSEASG00005020654
equus_caballus ENSECAG00000015962
