parus_major ENSPMJG00000013408
cyanistes_caeruleus ENSCCEG00000006143
ficedula_albicollis ENSFALG00000000498
lonchura_striata_domestica ENSLSDG00000011785
serinus_canaria ENSSCAG00000001270
junco_hyemalis ENSJHYG00000001566
crocodylus_porosus ENSCPRG00005016549
chelonoidis_abingdonii ENSCABG00000000815
gopherus_agassizii ENSGAGG00000002842
chrysemys_picta_bellii ENSCPBG00000015101
pogona_vitticeps ENSPVIG00000015457
anolis_carolinensis ENSACAG00000017465
salvator_merianae ENSSMRG00000004187
xenopus_tropicalis ENSXETG00000003177
notamacropus_eugenii ENSMEUG00000012573
phascolarctos_cinereus ENSPCIG00000001471
monodelphis_domestica ENSMODG00000013845
sarcophilus_harrisii ENSSHAG00000003052
loxodonta_africana ENSLAFG00000016178
echinops_telfairi ENSETEG00000007238
dasypus_novemcinctus ENSDNOG00000046488
cricetulus_griseus_chok1gshd ENSCGRG00001017160
cricetulus_griseus_crigri ENSCGRG00000004315
cricetulus_griseus_crigri-picr ENSCGRG00015017917
mesocricetus_auratus ENSMAUG00000012212
peromyscus_maniculatus_bairdii ENSPEMG00000014152
microtus_ochrogaster ENSMOCG00000000849
mus_musculus ENSMUSG00000030798
mus_spicilegus ENSMSIG00000019855
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030806
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029708
mus_pahari MGP_PahariEiJ_G0012933
rattus_norvegicus ENSRNOG00000020699
meriones_unguiculatus ENSMUGG00000005237
meriones_unguiculatus ENSMUGG00000011027
nannospalax_galili ENSNGAG00000013611
jaculus_jaculus ENSJJAG00000009318
dipodomys_ordii ENSDORG00000028018
castor_canadensis ENSCCNG00000029523
chinchilla_lanigera ENSCLAG00000006408
octodon_degus ENSODEG00000017043
cavia_porcellus ENSCPOG00000023237
cavia_aperea ENSCAPG00000000515
heterocephalus_glaber_female ENSHGLG00000009184
heterocephalus_glaber_male ENSHGLG00100005134
fukomys_damarensis ENSFDAG00000009190
urocitellus_parryii ENSUPAG00010013380
ictidomys_tridecemlineatus ENSSTOG00000022179
spermophilus_dauricus ENSSDAG00000003584
marmota_marmota_marmota ENSMMMG00000009568
oryctolagus_cuniculus ENSOCUG00000027566
gorilla_gorilla ENSGGOG00000016357
homo_sapiens ENSG00000104894
pan_troglodytes ENSPTRG00000011289
pan_troglodytes ENSPTRG00000050190
pan_paniscus ENSPPAG00000038312
pongo_abelii ENSPPYG00000010242
nomascus_leucogenys ENSNLEG00000036137
colobus_angolensis_palliatus ENSCANG00000027903
rhinopithecus_roxellana ENSRROG00000037102
piliocolobus_tephrosceles ENSPTEG00000028034
macaca_nemestrina ENSMNEG00000040079
cercocebus_atys ENSCATG00000035497
rhinopithecus_bieti ENSRBIG00000036974
chlorocebus_sabaeus ENSCSAG00000002650
mandrillus_leucophaeus ENSMLEG00000009882
theropithecus_gelada ENSTGEG00000026072
papio_anubis ENSPANG00000013472
macaca_fascicularis ENSMFAG00000032972
macaca_mulatta ENSMMUG00000014789
cebus_capucinus ENSCCAG00000035588
saimiri_boliviensis_boliviensis ENSSBOG00000030150
callithrix_jacchus ENSCJAG00000047922
aotus_nancymaae ENSANAG00000022990
carlito_syrichta ENSTSYG00000025713
propithecus_coquereli ENSPCOG00000025064
prolemur_simus ENSPSMG00000002828
microcebus_murinus ENSMICG00000034917
otolemur_garnettii ENSOGAG00000015953
ailuropoda_melanoleuca ENSAMEG00000014224
ursus_maritimus ENSUMAG00000001698
ursus_americanus ENSUAMG00000007455
mustela_putorius_furo ENSMPUG00000002710
neovison_vison ENSNVIG00000013249
canis_lupus_familiaris ENSCAFG00000003709
canis_lupus_dingo ENSCAFG00020025183
vulpes_vulpes ENSVVUG00000022716
panthera_pardus ENSPPRG00000000274
panthera_tigris_altaica ENSPTIG00000011428
felis_catus ENSFCAG00000001261
equus_caballus ENSECAG00000014032
equus_asinus_asinus ENSEASG00005004967
pteropus_vampyrus ENSPVAG00000010944
myotis_lucifugus ENSMLUG00000009790
capra_hircus ENSCHIG00000023749
ovis_aries ENSOARG00000012851
bos_mutus ENSBMUG00000002780
bos_taurus ENSBTAG00000011421
bison_bison_bison ENSBBBG00000010414
tursiops_truncatus ENSTTRG00000005342
sus_scrofa ENSSSCG00000033849
erinaceus_europaeus ENSEEUG00000012220
sorex_araneus ENSSARG00000007284
ornithorhynchus_anatinus ENSOANG00000013934
latimeria_chalumnae ENSLACG00000007841
astyanax_mexicanus ENSAMXG00000010877
pygocentrus_nattereri ENSPNAG00000008159
ictalurus_punctatus ENSIPUG00000018027
danio_rerio ENSDARG00000075515
esox_lucius ENSELUG00000000900
paramormyrops_kingsleyae ENSPKIG00000009554
scleropages_formosus ENSSFOG00015003223
