pteropus_vampyrus ENSPVAG00000004400
myotis_lucifugus ENSMLUG00000016886
bos_mutus ENSBMUG00000009316
bos_taurus ENSBTAG00000044141
bison_bison_bison ENSBBBG00000018076
capra_hircus ENSCHIG00000025272
ovis_aries ENSOARG00000007404
tursiops_truncatus ENSTTRG00000000717
sus_scrofa ENSSSCG00000003845
ursus_maritimus ENSUMAG00000022276
ursus_americanus ENSUAMG00000013195
ailuropoda_melanoleuca ENSAMEG00000009865
neovison_vison ENSNVIG00000007996
mustela_putorius_furo ENSMPUG00000006928
canis_lupus_dingo ENSCAFG00020012240
canis_lupus_familiaris ENSCAFG00000031932
vulpes_vulpes ENSVVUG00000026801
panthera_tigris_altaica ENSPTIG00000007200
panthera_pardus ENSPPRG00000001916
felis_catus ENSFCAG00000003985
equus_caballus ENSECAG00000018414
equus_asinus_asinus ENSEASG00005014589
piliocolobus_tephrosceles ENSPTEG00000022866
canis_lupus_familiaris ENSCAFG00000031970
rhinopithecus_roxellana ENSRROG00000037458
procavia_capensis ENSPCAG00000012578
chinchilla_lanigera ENSCLAG00000015377
octodon_degus ENSODEG00000011770
cavia_porcellus ENSCPOG00000020970
cavia_aperea ENSCAPG00000005697
fukomys_damarensis ENSFDAG00000018711
marmota_marmota_marmota ENSMMMG00000015298
spermophilus_dauricus ENSSDAG00000003139
urocitellus_parryii ENSUPAG00010021298
ictidomys_tridecemlineatus ENSSTOG00000012202
castor_canadensis ENSCCNG00000031240
dipodomys_ordii ENSDORG00000015064
cricetulus_griseus_chok1gshd ENSCGRG00001020773
cricetulus_griseus_crigri-picr ENSCGRG00015005107
cricetulus_griseus_crigri ENSCGRG00000012354
mesocricetus_auratus ENSMAUG00000011362
microtus_ochrogaster ENSMOCG00000004286
peromyscus_maniculatus_bairdii ENSPEMG00000013097
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027207
mus_musculus ENSMUSG00000047502
mus_spicilegus ENSMSIG00000028891
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026238
mus_pahari MGP_PahariEiJ_G0028572
rattus_norvegicus ENSRNOG00000058870
meriones_unguiculatus ENSMUGG00000026945
nannospalax_galili ENSNGAG00000022964
ochotona_princeps ENSOPRG00000016068
carlito_syrichta ENSTSYG00000007180
propithecus_coquereli ENSPCOG00000027658
microcebus_murinus ENSMICG00000007594
prolemur_simus ENSPSMG00000000234
otolemur_garnettii ENSOGAG00000003140
pan_troglodytes ENSPTRG00000000773
pan_paniscus ENSPPAG00000038810
homo_sapiens ENSG00000184313
homo_sapiens ENSG00000271723
gorilla_gorilla ENSGGOG00000010364
pongo_abelii ENSPPYG00000001313
nomascus_leucogenys ENSNLEG00000003148
cercocebus_atys ENSCATG00000037494
mandrillus_leucophaeus ENSMLEG00000039632
papio_anubis ENSPANG00000029768
theropithecus_gelada ENSTGEG00000008052
macaca_mulatta ENSMMUG00000009114
macaca_fascicularis ENSMFAG00000039841
macaca_nemestrina ENSMNEG00000010950
chlorocebus_sabaeus ENSCSAG00000001309
rhinopithecus_bieti ENSRBIG00000043929
colobus_angolensis_palliatus ENSCANG00000036674
saimiri_boliviensis_boliviensis ENSSBOG00000033613
cebus_capucinus ENSCCAG00000028680
callithrix_jacchus ENSCJAG00000015580
aotus_nancymaae ENSANAG00000025864
oryctolagus_cuniculus ENSOCUG00000008107
choloepus_hoffmanni ENSCHOG00000000191
dasypus_novemcinctus ENSDNOG00000041656
phascolarctos_cinereus ENSPCIG00000018196
notamacropus_eugenii ENSMEUG00000002336
sarcophilus_harrisii ENSSHAG00000004897
monodelphis_domestica ENSMODG00000003888
tupaia_belangeri ENSTBEG00000000499
ornithorhynchus_anatinus ENSOANG00000031234
echinops_telfairi ENSETEG00000011336
loxodonta_africana ENSLAFG00000008717
erinaceus_europaeus ENSEEUG00000009417
crocodylus_porosus ENSCPRG00005005497
dromaius_novaehollandiae ENSDNVG00000010795
gopherus_agassizii ENSGAGG00000014150
chelonoidis_abingdonii ENSCABG00000016066
chrysemys_picta_bellii ENSCPBG00000003643
pelodiscus_sinensis ENSPSIG00000003367
anolis_carolinensis ENSACAG00000014650
pogona_vitticeps ENSPVIG00000008990
