parus_major ENSPMJG00000007889
cyanistes_caeruleus ENSCCEG00000006368
ficedula_albicollis ENSFALG00000012726
junco_hyemalis ENSJHYG00000005952
zonotrichia_albicollis ENSZALG00000006653
serinus_canaria ENSSCAG00000004295
taeniopygia_guttata ENSTGUG00000010485
lonchura_striata_domestica ENSLSDG00000006326
manacus_vitellinus ENSMVIG00005018023
lepidothrix_coronata ENSLCOG00000000330
melopsittacus_undulatus ENSMUNG00000000705
calidris_pygmaea ENSCPGG00000018856
calidris_pugnax ENSCPUG00000015470
gallus_gallus ENSGALG00000012265
meleagris_gallopavo ENSMGAG00000012490
coturnix_japonica ENSCJPG00005013626
numida_meleagris ENSNMEG00000011793
anser_brachyrhynchus ENSABRG00000002134
anas_platyrhynchos_platyrhynchos ENSAPLG00000030213
apteryx_rowi ENSARWG00000018011
apteryx_owenii ENSAOWG00000010634
apteryx_haastii ENSAHAG00000001006
dromaius_novaehollandiae ENSDNVG00000011491
nothoprocta_perdicaria ENSNPEG00000011930
crocodylus_porosus ENSCPRG00005018995
pogona_vitticeps ENSPVIG00000024620
anolis_carolinensis ENSACAG00000015329
notechis_scutatus ENSNSUG00000005193
salvator_merianae ENSSMRG00000015693
sphenodon_punctatus ENSSPUG00000011445
gopherus_agassizii ENSGAGG00000021755
chelonoidis_abingdonii ENSCABG00000016715
chrysemys_picta_bellii ENSCPBG00000023034
pelodiscus_sinensis ENSPSIG00000013661
sphenodon_punctatus ENSSPUG00000011457
nothoprocta_perdicaria ENSNPEG00000011931
apteryx_haastii ENSAHAG00000001019
anas_platyrhynchos_platyrhynchos ENSAPLG00000028128
phascolarctos_cinereus ENSPCIG00000012002
notamacropus_eugenii ENSMEUG00000014364
monodelphis_domestica ENSMODG00000019066
sarcophilus_harrisii ENSSHAG00000008650
pteropus_vampyrus ENSPVAG00000010104
myotis_lucifugus ENSMLUG00000014301
canis_lupus_dingo ENSCAFG00020003696
canis_lupus_familiaris ENSCAFG00000001442
vulpes_vulpes ENSVVUG00000024016
neovison_vison ENSNVIG00000002265
mustela_putorius_furo ENSMPUG00000012976
ursus_maritimus ENSUMAG00000015061
ursus_americanus ENSUAMG00000020500
ailuropoda_melanoleuca ENSAMEG00000010290
panthera_pardus ENSPPRG00000014478
panthera_tigris_altaica ENSPTIG00000017255
