petromyzon_marinus ENSPMAG00000001246
eptatretus_burgeri ENSEBUG00000013519
eptatretus_burgeri ENSEBUG00000006673
scleropages_formosus ENSSFOG00015001852
paramormyrops_kingsleyae ENSPKIG00000008829
pygocentrus_nattereri ENSPNAG00000029473
astyanax_mexicanus ENSAMXG00000013289
ictalurus_punctatus ENSIPUG00000013165
danio_rerio ENSDARG00000034693
mastacembelus_armatus ENSMAMG00000016507
gasterosteus_aculeatus ENSGACG00000001511
cynoglossus_semilaevis ENSCSEG00000004281
hippocampus_comes ENSHCOG00000017146
monopterus_albus ENSMALG00000007566
anabas_testudineus ENSATEG00000016785
scophthalmus_maximus ENSSMAG00000016977
seriola_dumerili ENSSDUG00000022378
seriola_lalandi_dorsalis ENSSLDG00000018270
takifugu_rubripes ENSTRUG00000016432
tetraodon_nigroviridis ENSTNIG00000006205
mola_mola ENSMMOG00000003295
labrus_bergylta ENSLBEG00000009441
cyprinodon_variegatus ENSCVAG00000015830
fundulus_heteroclitus ENSFHEG00000000988
poecilia_formosa ENSPFOG00000015168
poecilia_mexicana ENSPMEG00000002509
poecilia_latipinna ENSPLAG00000016115
poecilia_reticulata ENSPREG00000021255
gambusia_affinis ENSGAFG00000006961
xiphophorus_couchianus ENSXCOG00000008755
xiphophorus_maculatus ENSXMAG00000011201
kryptolebias_marmoratus ENSKMAG00000003432
oryzias_melastigma ENSOMEG00000007997
oryzias_latipes_asm223469v1 ENSORLG00015005275
maylandia_zebra ENSMZEG00005019695
astatotilapia_calliptera ENSACLG00000013299
pundamilia_nyererei ENSPNYG00000008567
haplochromis_burtoni ENSHBUG00000017574
oreochromis_niloticus ENSONIG00000002787
neolamprologus_brichardi ENSNBRG00000023774
amphilophus_citrinellus ENSACIG00000013761
amphiprion_ocellaris ENSAOCG00000019718
amphiprion_percula ENSAPEG00000012891
acanthochromis_polyacanthus ENSAPOG00000019210
stegastes_partitus ENSSPAG00000013501
periophthalmus_magnuspinnatus ENSPMGG00000013184
gadus_morhua ENSGMOG00000012310
esox_lucius ENSELUG00000006700
lepisosteus_oculatus ENSLOCG00000008884
anas_platyrhynchos_platyrhynchos ENSAPLG00000006062
anser_brachyrhynchus ENSABRG00000022470
gallus_gallus ENSGALG00000010869
meleagris_gallopavo ENSMGAG00000011514
coturnix_japonica ENSCJPG00005012339
numida_meleagris ENSNMEG00000022531
taeniopygia_guttata ENSTGUG00000009663
taeniopygia_guttata ENSTGUG00000015574
lonchura_striata_domestica ENSLSDG00000017945
serinus_canaria ENSSCAG00000006576
junco_hyemalis ENSJHYG00000002023
zonotrichia_albicollis ENSZALG00000003552
ficedula_albicollis ENSFALG00000012350
cyanistes_caeruleus ENSCCEG00000008650
parus_major ENSPMJG00000003434
lepidothrix_coronata ENSLCOG00000003521
manacus_vitellinus ENSMVIG00005008608
melopsittacus_undulatus ENSMUNG00000012221
calidris_pugnax ENSCPUG00000011577
calidris_pygmaea ENSCPGG00000014158
