chrysemys_picta_bellii ENSCPBG00000024464
chelonoidis_abingdonii ENSCABG00000011380
calidris_pygmaea ENSCPGG00000015403
salvator_merianae ENSSMRG00000015193
anolis_carolinensis ENSACAG00000025738
latimeria_chalumnae ENSLACG00000006920
paramormyrops_kingsleyae ENSPKIG00000000695
scleropages_formosus ENSSFOG00015009342
amphiprion_ocellaris ENSAOCG00000002439
amphiprion_percula ENSAPEG00000005562
acanthochromis_polyacanthus ENSAPOG00000005112
stegastes_partitus ENSSPAG00000014572
maylandia_zebra ENSMZEG00005014642
astatotilapia_calliptera ENSACLG00000014116
pundamilia_nyererei ENSPNYG00000018211
haplochromis_burtoni ENSHBUG00000010692
neolamprologus_brichardi ENSNBRG00000024146
oreochromis_niloticus ENSONIG00000012264
amphilophus_citrinellus ENSACIG00000004840
poecilia_formosa ENSPFOG00000009210
poecilia_mexicana ENSPMEG00000015511
poecilia_latipinna ENSPLAG00000022501
poecilia_reticulata ENSPREG00000007200
gambusia_affinis ENSGAFG00000017592
xiphophorus_maculatus ENSXMAG00000018528
cyprinodon_variegatus ENSCVAG00000019052
fundulus_heteroclitus ENSFHEG00000005565
kryptolebias_marmoratus ENSKMAG00000016641
oryzias_latipes ENSORLG00000018181
oryzias_latipes_asm223469v1 ENSORLG00015006031
oryzias_latipes ENSORLG00020008703
oryzias_melastigma ENSOMEG00000008857
scophthalmus_maximus ENSSMAG00000008025
cynoglossus_semilaevis ENSCSEG00000012768
seriola_dumerili ENSSDUG00000003191
seriola_lalandi_dorsalis ENSSLDG00000009400
mastacembelus_armatus ENSMAMG00000000109
monopterus_albus ENSMALG00000002370
anabas_testudineus ENSATEG00000018850
takifugu_rubripes ENSTRUG00000017621
tetraodon_nigroviridis ENSTNIG00000010544
mola_mola ENSMMOG00000021378
gasterosteus_aculeatus ENSGACG00000004925
labrus_bergylta ENSLBEG00000027506
periophthalmus_magnuspinnatus ENSPMGG00000011133
hippocampus_comes ENSHCOG00000011415
esox_lucius ENSELUG00000002005
pygocentrus_nattereri ENSPNAG00000018397
astyanax_mexicanus ENSAMXG00000010889
ictalurus_punctatus ENSIPUG00000006038
danio_rerio ENSDARG00000057881
lepisosteus_oculatus ENSLOCG00000002004
