mola_mola ENSMMOG00000000286
gasterosteus_aculeatus ENSGACG00000011976
anabas_testudineus ENSATEG00000010539
haplochromis_burtoni ENSHBUG00000001565
neolamprologus_brichardi ENSNBRG00000002024
xiphophorus_couchianus ENSXCOG00000005950
periophthalmus_magnuspinnatus ENSPMGG00000009238
gadus_morhua ENSGMOG00000002510
esox_lucius ENSELUG00000022889
esox_lucius ENSELUG00000009496
astyanax_mexicanus ENSAMXG00000037664
paramormyrops_kingsleyae ENSPKIG00000021995
cyanistes_caeruleus ENSCCEG00000002807
ovis_aries ENSOARG00000012185
