chelonoidis_abingdonii ENSCABG00000021481
gopherus_agassizii ENSGAGG00000009069
chrysemys_picta_bellii ENSCPBG00000000396
pelodiscus_sinensis ENSPSIG00000017360
pogona_vitticeps ENSPVIG00000025653
anolis_carolinensis ENSACAG00000012997
notechis_scutatus ENSNSUG00000007380
salvator_merianae ENSSMRG00000007936
phascolarctos_cinereus ENSPCIG00000015637
notamacropus_eugenii ENSMEUG00000011988
sarcophilus_harrisii ENSSHAG00000011911
monodelphis_domestica ENSMODG00000020092
procavia_capensis ENSPCAG00000006992
echinops_telfairi ENSETEG00000001178
loxodonta_africana ENSLAFG00000001809
dasypus_novemcinctus ENSDNOG00000031930
pteropus_vampyrus ENSPVAG00000007950
myotis_lucifugus ENSMLUG00000014408
ursus_maritimus ENSUMAG00000006487
ursus_americanus ENSUAMG00000006869
ailuropoda_melanoleuca ENSAMEG00000010663
mustela_putorius_furo ENSMPUG00000004328
neovison_vison ENSNVIG00000004942
canis_lupus_dingo ENSCAFG00020007041
canis_lupus_familiaris ENSCAFG00000007911
vulpes_vulpes ENSVVUG00000021832
panthera_tigris_altaica ENSPTIG00000016683
panthera_pardus ENSPPRG00000016574
felis_catus ENSFCAG00000024535
erinaceus_europaeus ENSEEUG00000000548
sorex_araneus ENSSARG00000012734
bos_mutus ENSBMUG00000021013
bos_taurus ENSBTAG00000007231
bison_bison_bison ENSBBBG00000000483
ovis_aries ENSOARG00000017304
capra_hircus ENSCHIG00000018546
tursiops_truncatus ENSTTRG00000013074
sus_scrofa ENSSSCG00000030114
vicugna_pacos ENSVPAG00000000863
equus_caballus ENSECAG00000024733
equus_asinus_asinus ENSEASG00005019450
castor_canadensis ENSCCNG00000025300
dipodomys_ordii ENSDORG00000003706
peromyscus_maniculatus_bairdii ENSPEMG00000011197
microtus_ochrogaster ENSMOCG00000010443
cricetulus_griseus_crigri-picr ENSCGRG00015017773
cricetulus_griseus_crigri ENSCGRG00000008801
cricetulus_griseus_chok1gshd ENSCGRG00001018426
mesocricetus_auratus ENSMAUG00000016861
mus_musculus ENSMUSG00000021590
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019614
mus_spicilegus ENSMSIG00000024581
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018731
mus_pahari MGP_PahariEiJ_G0015810
rattus_norvegicus ENSRNOG00000012770
nannospalax_galili ENSNGAG00000014731
urocitellus_parryii ENSUPAG00010004000
ictidomys_tridecemlineatus ENSSTOG00000016554
spermophilus_dauricus ENSSDAG00000008544
marmota_marmota_marmota ENSMMMG00000005647
pan_troglodytes ENSPTRG00000017086
pan_paniscus ENSPPAG00000035429
gorilla_gorilla ENSGGOG00000015939
homo_sapiens ENSG00000145757
pongo_abelii ENSPPYG00000015643
nomascus_leucogenys ENSNLEG00000014148
piliocolobus_tephrosceles ENSPTEG00000009185
colobus_angolensis_palliatus ENSCANG00000036246
rhinopithecus_roxellana ENSRROG00000038012
rhinopithecus_bieti ENSRBIG00000009392
papio_anubis ENSPANG00000014451
theropithecus_gelada ENSTGEG00000004266
cercocebus_atys ENSCATG00000032705
mandrillus_leucophaeus ENSMLEG00000039494
macaca_nemestrina ENSMNEG00000030398
macaca_fascicularis ENSMFAG00000028795
macaca_mulatta ENSMMUG00000001213
chlorocebus_sabaeus ENSCSAG00000014462
cebus_capucinus ENSCCAG00000018911
saimiri_boliviensis_boliviensis ENSSBOG00000032549
callithrix_jacchus ENSCJAG00000010268
aotus_nancymaae ENSANAG00000036695
prolemur_simus ENSPSMG00000011490
microcebus_murinus ENSMICG00000044517
propithecus_coquereli ENSPCOG00000018648
ochotona_princeps ENSOPRG00000005501
oryctolagus_cuniculus ENSOCUG00000025805
chinchilla_lanigera ENSCLAG00000004337
cavia_porcellus ENSCPOG00000003616
heterocephalus_glaber_male ENSHGLG00100013030
heterocephalus_glaber_female ENSHGLG00000004797
fukomys_damarensis ENSFDAG00000016770
otolemur_garnettii ENSOGAG00000008329
carlito_syrichta ENSTSYG00000009909
tupaia_belangeri ENSTBEG00000008467
