astyanax_mexicanus ENSAMXG00000000047
pygocentrus_nattereri ENSPNAG00000019441
ictalurus_punctatus ENSIPUG00000022307
danio_rerio ENSDARG00000010097
esox_lucius ENSELUG00000003447
takifugu_rubripes ENSTRUG00000021818
tetraodon_nigroviridis ENSTNIG00000016838
mola_mola ENSMMOG00000001752
labrus_bergylta ENSLBEG00000009620
gasterosteus_aculeatus ENSGACG00000017195
seriola_dumerili ENSSDUG00000019533
seriola_lalandi_dorsalis ENSSLDG00000021612
scophthalmus_maximus ENSSMAG00000014862
monopterus_albus ENSMALG00000009899
mastacembelus_armatus ENSMAMG00000020661
anabas_testudineus ENSATEG00000016639
astatotilapia_calliptera ENSACLG00000020114
maylandia_zebra ENSMZEG00005006273
pundamilia_nyererei ENSPNYG00000012747
haplochromis_burtoni ENSHBUG00000014988
neolamprologus_brichardi ENSNBRG00000022382
oreochromis_niloticus ENSONIG00000002724
amphilophus_citrinellus ENSACIG00000011291
fundulus_heteroclitus ENSFHEG00000016551
cyprinodon_variegatus ENSCVAG00000008660
xiphophorus_maculatus ENSXMAG00000013387
xiphophorus_couchianus ENSXCOG00000015852
gambusia_affinis ENSGAFG00000019911
poecilia_latipinna ENSPLAG00000000241
poecilia_latipinna ENSPLAG00000016182
poecilia_mexicana ENSPMEG00000013732
poecilia_mexicana ENSPMEG00000008294
poecilia_formosa ENSPFOG00000012785
poecilia_reticulata ENSPREG00000010128
amphiprion_percula ENSAPEG00000007507
amphiprion_ocellaris ENSAOCG00000005951
acanthochromis_polyacanthus ENSAPOG00000006233
stegastes_partitus ENSSPAG00000005089
cynoglossus_semilaevis ENSCSEG00000005122
hippocampus_comes ENSHCOG00000001190
periophthalmus_magnuspinnatus ENSPMGG00000017857
gadus_morhua ENSGMOG00000004361
paramormyrops_kingsleyae ENSPKIG00000017879
