capra_hircus ENSCHIG00000017267
ovis_aries ENSOARG00000017695
bos_mutus ENSBMUG00000026356
bos_taurus ENSBTAG00000053558
bison_bison_bison ENSBBBG00000007366
tursiops_truncatus ENSTTRG00000012283
sus_scrofa ENSSSCG00000039013
ailuropoda_melanoleuca ENSAMEG00000017398
ursus_americanus ENSUAMG00000024523
mustela_putorius_furo ENSMPUG00000011245
neovison_vison ENSNVIG00000016763
canis_lupus_familiaris ENSCAFG00000005913
canis_lupus_dingo ENSCAFG00020010105
vulpes_vulpes ENSVVUG00000000527
panthera_pardus ENSPPRG00000002167
felis_catus ENSFCAG00000011660
myotis_lucifugus ENSMLUG00000004134
panthera_tigris_altaica ENSPTIG00000013756
pteropus_vampyrus ENSPVAG00000013278
equus_caballus ENSECAG00000020198
equus_asinus_asinus ENSEASG00005005852
erinaceus_europaeus ENSEEUG00000000311
erinaceus_europaeus ENSEEUG00000006191
erinaceus_europaeus ENSEEUG00000012041
propithecus_coquereli ENSPCOG00000013817
prolemur_simus ENSPSMG00000012743
microcebus_murinus ENSMICG00000034707
otolemur_garnettii ENSOGAG00000015213
pan_troglodytes ENSPTRG00000009781
pan_paniscus ENSPPAG00000036303
homo_sapiens ENSG00000185269
gorilla_gorilla ENSGGOG00000034813
pongo_abelii ENSPPYG00000008758
mandrillus_leucophaeus ENSMLEG00000042666
cercocebus_atys ENSCATG00000035542
theropithecus_gelada ENSTGEG00000011278
papio_anubis ENSPANG00000019033
macaca_nemestrina ENSMNEG00000041966
macaca_fascicularis ENSMFAG00000033597
chlorocebus_sabaeus ENSCSAG00000002196
rhinopithecus_roxellana ENSRROG00000035484
rhinopithecus_bieti ENSRBIG00000031399
colobus_angolensis_palliatus ENSCANG00000039939
cebus_capucinus ENSCCAG00000025020
saimiri_boliviensis_boliviensis ENSSBOG00000030709
callithrix_jacchus ENSCJAG00000018236
aotus_nancymaae ENSANAG00000021623
carlito_syrichta ENSTSYG00000030896
castor_canadensis ENSCCNG00000009866
dipodomys_ordii ENSDORG00000000307
cricetulus_griseus_crigri-picr ENSCGRG00015024972
cricetulus_griseus_chok1gshd ENSCGRG00001018427
cricetulus_griseus_crigri ENSCGRG00000017198
mesocricetus_auratus ENSMAUG00000016212
microtus_ochrogaster ENSMOCG00000022099
peromyscus_maniculatus_bairdii ENSPEMG00000010256
mus_spicilegus ENSMSIG00000025485
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018381
mus_musculus ENSMUSG00000042988
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017537
mus_pahari MGP_PahariEiJ_G0018664
rattus_norvegicus ENSRNOG00000036680
meriones_unguiculatus ENSMUGG00000000915
nannospalax_galili ENSNGAG00000010728
jaculus_jaculus ENSJJAG00000003259
heterocephalus_glaber_female ENSHGLG00000008451
heterocephalus_glaber_male ENSHGLG00100008742
fukomys_damarensis ENSFDAG00000007091
chinchilla_lanigera ENSCLAG00000006719
octodon_degus ENSODEG00000008781
cavia_porcellus ENSCPOG00000012400
cavia_aperea ENSCAPG00000009214
urocitellus_parryii ENSUPAG00010000559
ictidomys_tridecemlineatus ENSSTOG00000006274
spermophilus_dauricus ENSSDAG00000016722
marmota_marmota_marmota ENSMMMG00000005284
tupaia_belangeri ENSTBEG00000004232
ochotona_princeps ENSOPRG00000000223
dasypus_novemcinctus ENSDNOG00000046049
loxodonta_africana ENSLAFG00000028104
echinops_telfairi ENSETEG00000000697
notamacropus_eugenii ENSMEUG00000004437
phascolarctos_cinereus ENSPCIG00000029541
monodelphis_domestica ENSMODG00000003147
sarcophilus_harrisii ENSSHAG00000008966
ornithorhynchus_anatinus ENSOANG00000005271
pogona_vitticeps ENSPVIG00000013957
anolis_carolinensis ENSACAG00000010278
notechis_scutatus ENSNSUG00000010647
salvator_merianae ENSSMRG00000023345
sphenodon_punctatus ENSSPUG00000007116
gopherus_agassizii ENSGAGG00000008509
chelonoidis_abingdonii ENSCABG00000009940
chrysemys_picta_bellii ENSCPBG00000011513
pelodiscus_sinensis ENSPSIG00000015016
anser_brachyrhynchus ENSABRG00000010679
anas_platyrhynchos_platyrhynchos ENSAPLG00000015427
gallus_gallus ENSGALG00000002900
coturnix_japonica ENSCJPG00005021098
meleagris_gallopavo ENSMGAG00000005309
numida_meleagris ENSNMEG00000016361
lonchura_striata_domestica ENSLSDG00000002908
taeniopygia_guttata ENSTGUG00000003588
ficedula_albicollis ENSFALG00000011833
serinus_canaria ENSSCAG00000010854
parus_major ENSPMJG00000015225
cyanistes_caeruleus ENSCCEG00000020325
lepidothrix_coronata ENSLCOG00000012689
manacus_vitellinus ENSMVIG00005014770
junco_hyemalis ENSJHYG00000008071
zonotrichia_albicollis ENSZALG00000015264
calidris_pygmaea ENSCPGG00000015254
calidris_pugnax ENSCPUG00000000872
