chrysemys_picta_bellii ENSCPBG00000013295
pelodiscus_sinensis ENSPSIG00000011815
anser_brachyrhynchus ENSABRG00000014184
anas_platyrhynchos_platyrhynchos ENSAPLG00000008127
gallus_gallus ENSGALG00000016465
coturnix_japonica ENSCJPG00005011119
meleagris_gallopavo ENSMGAG00000014030
numida_meleagris ENSNMEG00000005495
cyanistes_caeruleus ENSCCEG00000010719
ficedula_albicollis ENSFALG00000001807
taeniopygia_guttata ENSTGUG00000013124
anolis_carolinensis ENSACAG00000005220
pogona_vitticeps ENSPVIG00000000449
ornithorhynchus_anatinus ENSOANG00000002187
loxodonta_africana ENSLAFG00000029496
xenopus_tropicalis ENSXETG00000015572
latimeria_chalumnae ENSLACG00000015100
lepisosteus_oculatus ENSLOCG00000017190
lepisosteus_oculatus ENSLOCG00000017184
tetraodon_nigroviridis ENSTNIG00000003664
takifugu_rubripes ENSTRUG00000018109
mola_mola ENSMMOG00000002946
labrus_bergylta ENSLBEG00000020765
gasterosteus_aculeatus ENSGACG00000009788
seriola_dumerili ENSSDUG00000001994
seriola_lalandi_dorsalis ENSSLDG00000000690
scophthalmus_maximus ENSSMAG00000018396
mastacembelus_armatus ENSMAMG00000005910
monopterus_albus ENSMALG00000022260
anabas_testudineus ENSATEG00000015290
fundulus_heteroclitus ENSFHEG00000021415
cyprinodon_variegatus ENSCVAG00000002297
xiphophorus_couchianus ENSXCOG00000002673
xiphophorus_maculatus ENSXMAG00000017734
gambusia_affinis ENSGAFG00000013608
poecilia_formosa ENSPFOG00000019246
poecilia_latipinna ENSPLAG00000001752
poecilia_mexicana ENSPMEG00000015470
poecilia_reticulata ENSPREG00000006789
kryptolebias_marmoratus ENSKMAG00000017411
oryzias_latipes ENSORLG00000012527
oryzias_latipes ENSORLG00020014831
oryzias_latipes_asm223469v1 ENSORLG00015009713
oryzias_melastigma ENSOMEG00000005612
maylandia_zebra ENSMZEG00005024916
astatotilapia_calliptera ENSACLG00000022895
