calidris_pygmaea ENSCPGG00000014697
calidris_pugnax ENSCPUG00000017605
melopsittacus_undulatus ENSMUNG00000004453
lonchura_striata_domestica ENSLSDG00000015199
taeniopygia_guttata ENSTGUG00000000659
lonchura_striata_domestica ENSLSDG00000009046
serinus_canaria ENSSCAG00000004921
zonotrichia_albicollis ENSZALG00000009446
ficedula_albicollis ENSFALG00000000226
cyanistes_caeruleus ENSCCEG00000002638
cyanistes_caeruleus ENSCCEG00000011974
lepidothrix_coronata ENSLCOG00000004307
manacus_vitellinus ENSMVIG00005018770
anser_brachyrhynchus ENSABRG00000014282
anas_platyrhynchos_platyrhynchos ENSAPLG00000007344
coturnix_japonica ENSCJPG00005001250
meleagris_gallopavo ENSMGAG00000002985
numida_meleagris ENSNMEG00000008317
apteryx_haastii ENSAHAG00000008655
apteryx_owenii ENSAOWG00000011165
apteryx_rowi ENSARWG00000008548
dromaius_novaehollandiae ENSDNVG00000016527
nothoprocta_perdicaria ENSNPEG00000015741
crocodylus_porosus ENSCPRG00005014937
pelodiscus_sinensis ENSPSIG00000000312
chelonoidis_abingdonii ENSCABG00000018039
pogona_vitticeps ENSPVIG00000015952
anolis_carolinensis ENSACAG00000017458
salvator_merianae ENSSMRG00000020705
notechis_scutatus ENSNSUG00000010235
ursus_maritimus ENSUMAG00000013024
ursus_americanus ENSUAMG00000020922
ailuropoda_melanoleuca ENSAMEG00000019373
neovison_vison ENSNVIG00000014421
mustela_putorius_furo ENSMPUG00000018538
panthera_tigris_altaica ENSPTIG00000006190
panthera_pardus ENSPPRG00000020945
felis_catus ENSFCAG00000001418
sorex_araneus ENSSARG00000013121
erinaceus_europaeus ENSEEUG00000002720
canis_lupus_familiaris ENSCAFG00000002603
canis_lupus_dingo ENSCAFG00020019486
vulpes_vulpes ENSVVUG00000019251
pteropus_vampyrus ENSPVAG00000000942
myotis_lucifugus ENSMLUG00000006022
equus_caballus ENSECAG00000002562
equus_asinus_asinus ENSEASG00005022906
bison_bison_bison ENSBBBG00000014452
bos_taurus ENSBTAG00000020844
capra_hircus ENSCHIG00000008870
sus_scrofa ENSSSCG00000029687
cebus_capucinus ENSCCAG00000001785
callithrix_jacchus ENSCJAG00000016348
saimiri_boliviensis_boliviensis ENSSBOG00000019050
aotus_nancymaae ENSANAG00000021602
pan_paniscus ENSPPAG00000015817
pan_troglodytes ENSPTRG00000021202
homo_sapiens ENSG00000165152
gorilla_gorilla ENSGGOG00000022993
pongo_abelii ENSPPYG00000019454
nomascus_leucogenys ENSNLEG00000017124
macaca_fascicularis ENSMFAG00000007639
macaca_nemestrina ENSMNEG00000004818
macaca_mulatta ENSMMUG00000023797
chlorocebus_sabaeus ENSCSAG00000000460
cercocebus_atys ENSCATG00000014908
theropithecus_gelada ENSTGEG00000001710
papio_anubis ENSPANG00000010962
mandrillus_leucophaeus ENSMLEG00000020819
rhinopithecus_bieti ENSRBIG00000029241
rhinopithecus_roxellana ENSRROG00000010825
piliocolobus_tephrosceles ENSPTEG00000034941
colobus_angolensis_palliatus ENSCANG00000016982
carlito_syrichta ENSTSYG00000035484
prolemur_simus ENSPSMG00000015819
microcebus_murinus ENSMICG00000047833
propithecus_coquereli ENSPCOG00000014025
otolemur_garnettii ENSOGAG00000033522
tupaia_belangeri ENSTBEG00000001310
cavia_aperea ENSCAPG00000001517
cavia_porcellus ENSCPOG00000015138
chinchilla_lanigera ENSCLAG00000010478
heterocephalus_glaber_male ENSHGLG00100002933
heterocephalus_glaber_female ENSHGLG00000008776
heterocephalus_glaber_female ENSHGLG00000011137
heterocephalus_glaber_male ENSHGLG00100003407
fukomys_damarensis ENSFDAG00000011982
octodon_degus ENSODEG00000019053
octodon_degus ENSODEG00000019589
ictidomys_tridecemlineatus ENSSTOG00000007055
urocitellus_parryii ENSUPAG00010015128
marmota_marmota_marmota ENSMMMG00000004146
spermophilus_dauricus ENSSDAG00000008040
castor_canadensis ENSCCNG00000021803
dipodomys_ordii ENSDORG00000029820
cricetulus_griseus_crigri ENSCGRG00000003126
cricetulus_griseus_crigri-picr ENSCGRG00015027810
cricetulus_griseus_chok1gshd ENSCGRG00001004180
mesocricetus_auratus ENSMAUG00000017886
peromyscus_maniculatus_bairdii ENSPEMG00000008340
microtus_ochrogaster ENSMOCG00000000519
mus_musculus ENSMUSG00000039611
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026977
mus_spicilegus ENSMSIG00000026720
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026014
mus_pahari MGP_PahariEiJ_G0028350
rattus_norvegicus ENSRNOG00000006800
meriones_unguiculatus ENSMUGG00000025362
meriones_unguiculatus ENSMUGG00000025360
nannospalax_galili ENSNGAG00000005598
ochotona_princeps ENSOPRG00000015583
oryctolagus_cuniculus ENSOCUG00000003133
loxodonta_africana ENSLAFG00000012874
procavia_capensis ENSPCAG00000003708
choloepus_hoffmanni ENSCHOG00000002148
dasypus_novemcinctus ENSDNOG00000000255
phascolarctos_cinereus ENSPCIG00000034771
sarcophilus_harrisii ENSSHAG00000011891
ornithorhynchus_anatinus ENSOANG00000009909
latimeria_chalumnae ENSLACG00000004243
tetraodon_nigroviridis ENSTNIG00000005064
takifugu_rubripes ENSTRUG00000013719
mola_mola ENSMMOG00000018361
gasterosteus_aculeatus ENSGACG00000019564
fundulus_heteroclitus ENSFHEG00000005657
cyprinodon_variegatus ENSCVAG00000016037
poecilia_formosa ENSPFOG00000020080
poecilia_latipinna ENSPLAG00000000648
poecilia_mexicana ENSPMEG00000019331
poecilia_reticulata ENSPREG00000020267
xiphophorus_maculatus ENSXMAG00000019814
xiphophorus_couchianus ENSXCOG00000012185
gambusia_affinis ENSGAFG00000004036
kryptolebias_marmoratus ENSKMAG00000013977
oryzias_latipes ENSORLG00020011676
oryzias_latipes_asm223469v1 ENSORLG00015010336
oryzias_latipes ENSORLG00000003053
oryzias_melastigma ENSOMEG00000018912
haplochromis_burtoni ENSHBUG00000008996
pundamilia_nyererei ENSPNYG00000018057
astatotilapia_calliptera ENSACLG00000014146
maylandia_zebra ENSMZEG00005015222
neolamprologus_brichardi ENSNBRG00000008419
oreochromis_niloticus ENSONIG00000015988
amphiprion_percula ENSAPEG00000007548
amphiprion_ocellaris ENSAOCG00000002061
acanthochromis_polyacanthus ENSAPOG00000001279
stegastes_partitus ENSSPAG00000007467
scophthalmus_maximus ENSSMAG00000021151
cynoglossus_semilaevis ENSCSEG00000020753
seriola_dumerili ENSSDUG00000018157
seriola_lalandi_dorsalis ENSSLDG00000005667
monopterus_albus ENSMALG00000015974
mastacembelus_armatus ENSMAMG00000022991
anabas_testudineus ENSATEG00000019383
hippocampus_comes ENSHCOG00000000321
esox_lucius ENSELUG00000017687
pygocentrus_nattereri ENSPNAG00000003691
astyanax_mexicanus ENSAMXG00000025444
ictalurus_punctatus ENSIPUG00000003403
periophthalmus_magnuspinnatus ENSPMGG00000003434
danio_rerio ENSDARG00000061553
paramormyrops_kingsleyae ENSPKIG00000019039
scleropages_formosus ENSSFOG00015022221
lepisosteus_oculatus ENSLOCG00000017357
petromyzon_marinus ENSPMAG00000006063
eptatretus_burgeri ENSEBUG00000010220
caenorhabditis_elegans_strain_n2 WBGene00009403
