ciona_savignyi ENSCSAVG00000008726
ciona_intestinalis ENSCING00000007860
petromyzon_marinus ENSPMAG00000008065
numida_meleagris ENSNMEG00000001782
coturnix_japonica ENSCJPG00005000191
taeniopygia_guttata ENSTGUG00000015882
anolis_carolinensis ENSACAG00000009740
pogona_vitticeps ENSPVIG00000005982
gopherus_agassizii ENSGAGG00000002753
cricetulus_griseus_crigri ENSCGRG00000012712
cricetulus_griseus_chok1gshd ENSCGRG00001013020
mesocricetus_auratus ENSMAUG00000011729
jaculus_jaculus ENSJJAG00000017582
dipodomys_ordii ENSDORG00000007422
castor_canadensis ENSCCNG00000016888
spermophilus_dauricus ENSSDAG00000005782
spermophilus_dauricus ENSSDAG00000021033
urocitellus_parryii ENSUPAG00010007043
ictidomys_tridecemlineatus ENSSTOG00000034520
chinchilla_lanigera ENSCLAG00000003350
octodon_degus ENSODEG00000013408
heterocephalus_glaber_male ENSHGLG00100018138
cavia_porcellus ENSCPOG00000039963
cavia_aperea ENSCAPG00000013536
oryctolagus_cuniculus ENSOCUG00000027354
oryctolagus_cuniculus ENSOCUG00000021946
oryctolagus_cuniculus ENSOCUG00000000423
ochotona_princeps ENSOPRG00000019119
notamacropus_eugenii ENSMEUG00000016330
sarcophilus_harrisii ENSSHAG00000007711
monodelphis_domestica ENSMODG00000000571
procavia_capensis ENSPCAG00000006619
echinops_telfairi ENSETEG00000015105
otolemur_garnettii ENSOGAG00000011568
tupaia_belangeri ENSTBEG00000007692
cricetulus_griseus_crigri ENSCGRG00000013348
cricetulus_griseus_chok1gshd ENSCGRG00001020433
ochotona_princeps ENSOPRG00000005947
mustela_putorius_furo ENSMPUG00000003007
mustela_putorius_furo ENSMPUG00000003004
neovison_vison ENSNVIG00000020758
ailuropoda_melanoleuca ENSAMEG00000014956
sorex_araneus ENSSARG00000000701
vicugna_pacos ENSVPAG00000003691
bison_bison_bison ENSBBBG00000003774
pteropus_vampyrus ENSPVAG00000016347
choloepus_hoffmanni ENSCHOG00000000801
erinaceus_europaeus ENSEEUG00000006781
ornithorhynchus_anatinus ENSOANG00000005443
ornithorhynchus_anatinus ENSOANG00000005186
ornithorhynchus_anatinus ENSOANG00000004361
danio_rerio ENSDARG00000101629
paramormyrops_kingsleyae ENSPKIG00000024216
seriola_dumerili ENSSDUG00000009848
seriola_lalandi_dorsalis ENSSLDG00000012431
scophthalmus_maximus ENSSMAG00000020408
hippocampus_comes ENSHCOG00000017113
anabas_testudineus ENSATEG00000003613
amphiprion_percula ENSAPEG00000019603
stegastes_partitus ENSSPAG00000015656
acanthochromis_polyacanthus ENSAPOG00000015679
poecilia_mexicana ENSPMEG00000019790
poecilia_latipinna ENSPLAG00000006856
xiphophorus_maculatus ENSXMAG00000017226
cyprinodon_variegatus ENSCVAG00000011727
haplochromis_burtoni ENSHBUG00000018478
maylandia_zebra ENSMZEG00005019678
neolamprologus_brichardi ENSNBRG00000008277
oreochromis_niloticus ENSONIG00000014952
amphilophus_citrinellus ENSACIG00000017510
pundamilia_nyererei ENSPNYG00000010299
haplochromis_burtoni ENSHBUG00000005184
maylandia_zebra ENSMZEG00005010621
neolamprologus_brichardi ENSNBRG00000002509
amphilophus_citrinellus ENSACIG00000010584
takifugu_rubripes ENSTRUG00000003965
periophthalmus_magnuspinnatus ENSPMGG00000018794
monopterus_albus ENSMALG00000008749
ciona_intestinalis ENSCING00000011963
