calidris_pugnax ENSCPUG00000005289
calidris_pygmaea ENSCPGG00000001688
parus_major ENSPMJG00000013669
cyanistes_caeruleus ENSCCEG00000014022
ficedula_albicollis ENSFALG00000004459
taeniopygia_guttata ENSTGUG00000008100
taeniopygia_guttata ENSTGUG00000015752
lonchura_striata ENSLSDG00000017281
meleagris_gallopavo ENSMGAG00000006710
gallus_gallus ENSGALG00000053013
numida_meleagris ENSNMEG00000008550
anser_brachyrhynchus ENSABRG00000019133
anas_platyrhynchos ENSAPLG00000011064
apteryx_rowi ENSARWG00000001918
apteryx_owenii ENSAOWG00000003139
dromaius_novaehollandiae ENSDNVG00000007112
chrysemys_picta ENSCPBG00000000456
sphenodon_punctatus ENSSPUG00000013673
phascolarctos_cinereus ENSPCIG00000035920
notamacropus_eugenii ENSMEUG00000008852
sarcophilus_harrisii ENSSHAG00000003628
monodelphis_domestica ENSMODG00000003302
vombatus_ursinus ENSVURG00010012050
procavia_capensis ENSPCAG00000006569
echinops_telfairi ENSETEG00000011423
loxodonta_africana ENSLAFG00000006820
bos_indicus ENSBIXG00005012891
bos_indicus ENSBIXG00000002695
bos_taurus ENSBTAG00000017063
bos_mutus ENSBMUG00000007028
bison_bison ENSBBBG00000023101
ovis_aries ENSOARG00000007009
capra_hircus ENSCHIG00000002945
tursiops_truncatus ENSTTRG00000000418
sus_scrofa ENSSSCG00000005446
vicugna_pacos ENSVPAG00000007125
equus_caballus ENSECAG00000018914
equus_asinus ENSEASG00005023050
erinaceus_europaeus ENSEEUG00000006674
sorex_araneus ENSSARG00000004757
pteropus_vampyrus ENSPVAG00000014904
myotis_lucifugus ENSMLUG00000002183
ursus_americanus ENSUAMG00000001566
ursus_maritimus ENSUMAG00000016551
ailuropoda_melanoleuca ENSAMEG00000018056
canis_lupus ENSCAFG00000002847
canis_lupus ENSCAFG00020021911
vulpes_vulpes ENSVVUG00000028376
neovison_vison ENSNVIG00000007422
mustela_putorius ENSMPUG00000007365
panthera_pardus ENSPPRG00000011114
panthera_tigris ENSPTIG00000015768
felis_catus ENSFCAG00000010945
piliocolobus_tephrosceles ENSPTEG00000033244
colobus_angolensis ENSCANG00000038059
rhinopithecus_roxellana ENSRROG00000032993
macaca_fascicularis ENSMFAG00000039720
macaca_mulatta ENSMMUG00000017515
mandrillus_leucophaeus ENSMLEG00000034040
theropithecus_gelada ENSTGEG00000028950
chlorocebus_sabaeus ENSCSAG00000011705
pan_troglodytes ENSPTRG00000021239
pan_paniscus ENSPPAG00000028167
homo_sapiens ENSG00000095203
gorilla_gorilla ENSGGOG00000004192
pongo_abelii ENSPPYG00000019487
nomascus_leucogenys ENSNLEG00000017431
macaca_nemestrina ENSMNEG00000039820
papio_anubis ENSPANG00000025737
cercocebus_atys ENSCATG00000037317
rhinopithecus_bieti ENSRBIG00000043023
aotus_nancymaae ENSANAG00000029455
cebus_capucinus ENSCCAG00000022655
saimiri_boliviensis ENSSBOG00000029117
saimiri_boliviensis ENSSBOG00000024341
callithrix_jacchus ENSCJAG00000017184
carlito_syrichta ENSTSYG00000000137
microcebus_murinus ENSMICG00000002096
prolemur_simus ENSPSMG00000018633
propithecus_coquereli ENSPCOG00000022633
otolemur_garnettii ENSOGAG00000005508
tupaia_belangeri ENSTBEG00000013485
castor_canadensis ENSCCNG00000016218
dipodomys_ordii ENSDORG00000012315
mus_spretus MGP_SPRETEiJ_G0027007
mus_spicilegus ENSMSIG00000006766
mus_musculus ENSMUSG00000028434
mus_caroli MGP_CAROLIEiJ_G0026042
mus_pahari MGP_PahariEiJ_G0028380
rattus_norvegicus ENSRNOG00000056550
meriones_unguiculatus ENSMUGG00000011577
cricetulus_griseus ENSCGRG00015027515
cricetulus_griseus ENSCGRG00001011607
cricetulus_griseus ENSCGRG00000005497
microtus_ochrogaster ENSMOCG00000019884
peromyscus_maniculatus ENSPEMG00000022016
nannospalax_galili ENSNGAG00000010878
jaculus_jaculus ENSJJAG00000002838
cavia_porcellus ENSCPOG00000009831
octodon_degus ENSODEG00000004839
chinchilla_lanigera ENSCLAG00000013753
heterocephalus_glaber ENSHGLG00100011294
cavia_aperea ENSCAPG00000011007
heterocephalus_glaber ENSHGLG00000013577
fukomys_damarensis ENSFDAG00000017994
ictidomys_tridecemlineatus ENSSTOG00000012217
urocitellus_parryii ENSUPAG00010008702
marmota_marmota ENSMMMG00000002983
spermophilus_dauricus ENSSDAG00000012648
oryctolagus_cuniculus ENSOCUG00000016177
ochotona_princeps ENSOPRG00000013700
cavia_aperea ENSCAPG00000012517
choloepus_hoffmanni ENSCHOG00000006132
dasypus_novemcinctus ENSDNOG00000016315
ornithorhynchus_anatinus ENSOANG00000001740
junco_hyemalis ENSJHYG00000013084
zonotrichia_albicollis ENSZALG00000002270
serinus_canaria ENSSCAG00000005879
lepidothrix_coronata ENSLCOG00000006361
manacus_vitellinus ENSMVIG00005004301
melopsittacus_undulatus ENSMUNG00000002132
gallus_gallus ENSGALG00000029935
coturnix_japonica ENSCJPG00005014853
nothoprocta_perdicaria ENSNPEG00000006267
crocodylus_porosus ENSCPRG00005014251
gopherus_agassizii ENSGAGG00000012907
pelodiscus_sinensis ENSPSIG00000011694
anolis_carolinensis ENSACAG00000024496
anolis_carolinensis ENSACAG00000006942
pogona_vitticeps ENSPVIG00000009676
salvator_merianae ENSSMRG00000010064
xenopus_tropicalis ENSXETG00000002417
latimeria_chalumnae ENSLACG00000003742
astyanax_mexicanus ENSAMXG00000005474
astyanax_mexicanus ENSAMXG00005003606
pygocentrus_nattereri ENSPNAG00000000325
ictalurus_punctatus ENSIPUG00000018673
electrophorus_electricus ENSEEEG00000020189
danio_rerio ENSDARG00000061398
denticeps_clupeoides ENSDCDG00000002159
fundulus_heteroclitus ENSFHEG00000014124
cyprinodon_variegatus ENSCVAG00000009083
poecilia_latipinna ENSPLAG00000010508
poecilia_mexicana ENSPMEG00000016955
poecilia_formosa ENSPFOG00000017157
poecilia_reticulata ENSPREG00000018233
gambusia_affinis ENSGAFG00000007989
xiphophorus_maculatus ENSXMAG00000021416
xiphophorus_couchianus ENSXCOG00000019641
kryptolebias_marmoratus ENSKMAG00000004406
oryzias_latipes ENSORLG00015018294
oryzias_latipes ENSORLG00000008994
oryzias_latipes ENSORLG00020012019
oryzias_melastigma ENSOMEG00000004487
astatotilapia_calliptera ENSACLG00000007909
pundamilia_nyererei ENSPNYG00000018524
haplochromis_burtoni ENSHBUG00000015785
maylandia_zebra ENSMZEG00005005066
neolamprologus_brichardi ENSNBRG00000013265
oreochromis_niloticus ENSONIG00000006082
gasterosteus_aculeatus ENSGACG00000009175
cottoperca_gobio ENSCGOG00000010808
mastacembelus_armatus ENSMAMG00000012517
monopterus_albus ENSMALG00000001754
anabas_testudineus ENSATEG00000001374
seriola_lalandi ENSSLDG00000013987
mola_mola ENSMMOG00000003408
labrus_bergylta ENSLBEG00000003481
betta_splendens ENSBSLG00000026229
cynoglossus_semilaevis ENSCSEG00000001641
amphiprion_ocellaris ENSAOCG00000017345
amphiprion_percula ENSAPEG00000001929
acanthochromis_polyacanthus ENSAPOG00000000437
stegastes_partitus ENSSPAG00000020995
takifugu_rubripes ENSTRUG00000009133
tetraodon_nigroviridis ENSTNIG00000000845
larimichthys_crocea ENSLCRG00005004207
amphilophus_citrinellus ENSACIG00000012347
parambassis_ranga ENSPRNG00000025816
lates_calcarifer ENSLCAG00010005407
scophthalmus_maximus ENSSMAG00000018510
seriola_dumerili ENSSDUG00000001346
gouania_willdenowi ENSGWIG00000025604
hippocampus_comes ENSHCOG00000004917
periophthalmus_magnuspinnatus ENSPMGG00000020897
gadus_morhua ENSGMOG00000014989
hucho_hucho ENSHHUG00000003647
hucho_hucho ENSHHUG00000031535
esox_lucius ENSELUG00000009630
scleropages_formosus ENSSFOG00015011881
paramormyrops_kingsleyae ENSPKIG00000022309
lepisosteus_oculatus ENSLOCG00000005168
erpetoichthys_calabaricus ENSECRG00000014950
callorhinchus_milii ENSCMIG00000017882
