notamacropus_eugenii ENSMEUG00000013158
sarcophilus_harrisii ENSSHAG00000005863
chinchilla_lanigera ENSCLAG00000017880
cavia_porcellus ENSCPOG00000023130
heterocephalus_glaber_male ENSHGLG00100020971
heterocephalus_glaber_female ENSHGLG00000020543
castor_canadensis ENSCCNG00000015710
mus_spicilegus ENSMSIG00000001213
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024433
mus_musculus ENSMUSG00000068947
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023513
mus_pahari MGP_PahariEiJ_G0024966
rattus_norvegicus ENSRNOG00000025721
meriones_unguiculatus ENSMUGG00000002649
cricetulus_griseus_crigri ENSCGRG00000006013
cricetulus_griseus_chok1gshd ENSCGRG00001013629
cricetulus_griseus_crigri-picr ENSCGRG00015000547
peromyscus_maniculatus_bairdii ENSPEMG00000024284
ictidomys_tridecemlineatus ENSSTOG00000010646
urocitellus_parryii ENSUPAG00010012623
spermophilus_dauricus ENSSDAG00000014020
oryctolagus_cuniculus ENSOCUG00000001935
prolemur_simus ENSPSMG00000022994
otolemur_garnettii ENSOGAG00000015770
bos_taurus ENSBTAG00000004667
sus_scrofa ENSSSCG00000005874
vicugna_pacos ENSVPAG00000004471
pteropus_vampyrus ENSPVAG00000011260
pteropus_vampyrus ENSPVAG00000006164
erinaceus_europaeus ENSEEUG00000009237
ursus_maritimus ENSUMAG00000003316
ursus_americanus ENSUAMG00000015344
ailuropoda_melanoleuca ENSAMEG00000019643
mustela_putorius_furo ENSMPUG00000019259
vulpes_vulpes ENSVVUG00000009495
canis_lupus_dingo ENSCAFG00020015267
echinops_telfairi ENSETEG00000015244
loxodonta_africana ENSLAFG00000026810
equus_caballus ENSECAG00000031554
tupaia_belangeri ENSTBEG00000008167
