castor_canadensis ENSCCNG00000015023
dipodomys_ordii ENSDORG00000028351
mus_musculus ENSMUSG00000024973
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023553
mus_spicilegus ENSMSIG00000020351
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022643
mus_pahari MGP_PahariEiJ_G0014137
rattus_norvegicus ENSRNOG00000023528
meriones_unguiculatus ENSMUGG00000005986
cricetulus_griseus_chok1gshd ENSCGRG00001019087
cricetulus_griseus_crigri-picr ENSCGRG00015008507
mesocricetus_auratus ENSMAUG00000013292
microtus_ochrogaster ENSMOCG00000016896
peromyscus_maniculatus_bairdii ENSPEMG00000007949
nannospalax_galili ENSNGAG00000000495
jaculus_jaculus ENSJJAG00000020253
urocitellus_parryii ENSUPAG00010018591
marmota_marmota_marmota ENSMMMG00000006630
spermophilus_dauricus ENSSDAG00000012212
ictidomys_tridecemlineatus ENSSTOG00000023917
heterocephalus_glaber_male ENSHGLG00100013518
heterocephalus_glaber_female ENSHGLG00000003970
fukomys_damarensis ENSFDAG00000013612
oryctolagus_cuniculus ENSOCUG00000010294
ochotona_princeps ENSOPRG00000011809
prolemur_simus ENSPSMG00000023332
microcebus_murinus ENSMICG00000004239
propithecus_coquereli ENSPCOG00000014222
otolemur_garnettii ENSOGAG00000004581
pan_paniscus ENSPPAG00000040450
pan_troglodytes ENSPTRG00000003801
homo_sapiens ENSG00000168004
gorilla_gorilla ENSGGOG00000000970
pongo_abelii ENSPPYG00000003133
nomascus_leucogenys ENSNLEG00000004486
colobus_angolensis_palliatus ENSCANG00000043411
piliocolobus_tephrosceles ENSPTEG00000015869
rhinopithecus_roxellana ENSRROG00000020148
rhinopithecus_bieti ENSRBIG00000035439
macaca_nemestrina ENSMNEG00000034274
macaca_fascicularis ENSMFAG00000039225
cercocebus_atys ENSCATG00000035197
theropithecus_gelada ENSTGEG00000014851
chlorocebus_sabaeus ENSCSAG00000006826
mandrillus_leucophaeus ENSMLEG00000040885
papio_anubis ENSPANG00000015204
macaca_mulatta ENSMMUG00000018316
saimiri_boliviensis_boliviensis ENSSBOG00000018115
callithrix_jacchus ENSCJAG00000038446
cebus_capucinus ENSCCAG00000027609
aotus_nancymaae ENSANAG00000031837
carlito_syrichta ENSTSYG00000004016
tupaia_belangeri ENSTBEG00000002588
erinaceus_europaeus ENSEEUG00000014319
sorex_araneus ENSSARG00000010213
pteropus_vampyrus ENSPVAG00000001462
bos_mutus ENSBMUG00000023482
bos_taurus ENSBTAG00000032730
bison_bison_bison ENSBBBG00000005425
capra_hircus ENSCHIG00000005227
ovis_aries ENSOARG00000002347
tursiops_truncatus ENSTTRG00000003211
sus_scrofa ENSSSCG00000021482
vicugna_pacos ENSVPAG00000002318
ailuropoda_melanoleuca ENSAMEG00000005808
ursus_americanus ENSUAMG00000004808
mustela_putorius_furo ENSMPUG00000013509
neovison_vison ENSNVIG00000019411
canis_lupus_familiaris ENSCAFG00000015096
panthera_pardus ENSPPRG00000017226
panthera_tigris_altaica ENSPTIG00000016710
felis_catus ENSFCAG00000030094
myotis_lucifugus ENSMLUG00000002519
equus_asinus_asinus ENSEASG00005012059
equus_caballus ENSECAG00000019603
canis_lupus_dingo ENSCAFG00020013852
vulpes_vulpes ENSVVUG00000029813
ursus_maritimus ENSUMAG00000014844
procavia_capensis ENSPCAG00000014464
echinops_telfairi ENSETEG00000007836
loxodonta_africana ENSLAFG00000021958
dasypus_novemcinctus ENSDNOG00000038142
