microcebus_murinus ENSMICG00000038083
prolemur_simus ENSPSMG00000022402
propithecus_coquereli ENSPCOG00000001214
gorilla_gorilla ENSGGOG00000037421
pan_troglodytes ENSPTRG00000030949
homo_sapiens ENSG00000205002
pongo_abelii ENSPPYG00000018833
nomascus_leucogenys ENSNLEG00000031855
pan_paniscus ENSPPAG00000043380
macaca_fascicularis ENSMFAG00000036725
macaca_nemestrina ENSMNEG00000036989
macaca_mulatta ENSMMUG00000028933
mandrillus_leucophaeus ENSMLEG00000034333
cercocebus_atys ENSCATG00000044565
papio_anubis ENSPANG00000017890
theropithecus_gelada ENSTGEG00000007362
chlorocebus_sabaeus ENSCSAG00000010917
rhinopithecus_roxellana ENSRROG00000030626
rhinopithecus_bieti ENSRBIG00000035629
piliocolobus_tephrosceles ENSPTEG00000034504
saimiri_boliviensis_boliviensis ENSSBOG00000029030
callithrix_jacchus ENSCJAG00000005839
cebus_capucinus ENSCCAG00000028143
aotus_nancymaae ENSANAG00000034364
tupaia_belangeri ENSTBEG00000004276
peromyscus_maniculatus_bairdii ENSPEMG00000025931
microtus_ochrogaster ENSMOCG00000009240
cricetulus_griseus_chok1gshd ENSCGRG00001018995
cricetulus_griseus_crigri-picr ENSCGRG00015026438
mus_musculus ENSMUSG00000068522
mus_spicilegus ENSMSIG00000027021
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020680
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019783
mus_pahari MGP_PahariEiJ_G0019793
rattus_norvegicus ENSRNOG00000004708
meriones_unguiculatus ENSMUGG00000017747
nannospalax_galili ENSNGAG00000015627
jaculus_jaculus ENSJJAG00000004609
castor_canadensis ENSCCNG00000016703
ictidomys_tridecemlineatus ENSSTOG00000030141
marmota_marmota_marmota ENSMMMG00000000117
urocitellus_parryii ENSUPAG00010018136
oryctolagus_cuniculus ENSOCUG00000025091
ochotona_princeps ENSOPRG00000002431
bos_taurus ENSBTAG00000032738
ovis_aries ENSOARG00000010299
tursiops_truncatus ENSTTRG00000001957
sus_scrofa ENSSSCG00000006013
pteropus_vampyrus ENSPVAG00000015021
neovison_vison ENSNVIG00000006829
ursus_americanus ENSUAMG00000023771
canis_lupus_familiaris ENSCAFG00000032139
loxodonta_africana ENSLAFG00000000793
echinops_telfairi ENSETEG00000011376
choloepus_hoffmanni ENSCHOG00000005523
