scophthalmus_maximus ENSSMAG00000018363
cynoglossus_semilaevis ENSCSEG00000021781
seriola_dumerili ENSSDUG00000021494
seriola_lalandi_dorsalis ENSSLDG00000022756
tetraodon_nigroviridis ENSTNIG00000002674
takifugu_rubripes ENSTRUG00000020443
mola_mola ENSMMOG00000018426
labrus_bergylta ENSLBEG00000003741
astatotilapia_calliptera ENSACLG00000022942
maylandia_zebra ENSMZEG00005002193
pundamilia_nyererei ENSPNYG00000023067
haplochromis_burtoni ENSHBUG00000006349
neolamprologus_brichardi ENSNBRG00000004803
oreochromis_niloticus ENSONIG00000010592
amphilophus_citrinellus ENSACIG00000018638
amphiprion_ocellaris ENSAOCG00000000471
amphiprion_percula ENSAPEG00000012951
acanthochromis_polyacanthus ENSAPOG00000014293
stegastes_partitus ENSSPAG00000003921
xiphophorus_couchianus ENSXCOG00000019793
xiphophorus_maculatus ENSXMAG00000009578
gambusia_affinis ENSGAFG00000003645
poecilia_formosa ENSPFOG00000000221
poecilia_mexicana ENSPMEG00000001930
poecilia_latipinna ENSPLAG00000005665
poecilia_reticulata ENSPREG00000006245
fundulus_heteroclitus ENSFHEG00000017423
cyprinodon_variegatus ENSCVAG00000004389
kryptolebias_marmoratus ENSKMAG00000009712
oryzias_latipes_asm223469v1 ENSORLG00015020873
oryzias_latipes ENSORLG00020005615
oryzias_latipes ENSORLG00000018329
oryzias_melastigma ENSOMEG00000021740
mastacembelus_armatus ENSMAMG00000014520
monopterus_albus ENSMALG00000012835
anabas_testudineus ENSATEG00000012361
gasterosteus_aculeatus ENSGACG00000008044
hippocampus_comes ENSHCOG00000009649
periophthalmus_magnuspinnatus ENSPMGG00000005593
gadus_morhua ENSGMOG00000013384
esox_lucius ENSELUG00000002780
pygocentrus_nattereri ENSPNAG00000008269
astyanax_mexicanus ENSAMXG00000042120
ictalurus_punctatus ENSIPUG00000012465
danio_rerio ENSDARG00000062636
paramormyrops_kingsleyae ENSPKIG00000017070
scleropages_formosus ENSSFOG00015009558
lepisosteus_oculatus ENSLOCG00000013948
heterocephalus_glaber_male ENSHGLG00100005541
heterocephalus_glaber_female ENSHGLG00000001074
cavia_aperea ENSCAPG00000015475
cricetulus_griseus_crigri ENSCGRG00000003570
piliocolobus_tephrosceles ENSPTEG00000010392
chlorocebus_sabaeus ENSCSAG00000013485
spermophilus_dauricus ENSSDAG00000001674
sorex_araneus ENSSARG00000014298
echinops_telfairi ENSETEG00000003306
erinaceus_europaeus ENSEEUG00000007228
ornithorhynchus_anatinus ENSOANG00000013544
phascolarctos_cinereus ENSPCIG00000023218
notamacropus_eugenii ENSMEUG00000006755
sarcophilus_harrisii ENSSHAG00000004736
anser_brachyrhynchus ENSABRG00000008298
meleagris_gallopavo ENSMGAG00000010069
melopsittacus_undulatus ENSMUNG00000005161
apteryx_haastii ENSAHAG00000019486
serinus_canaria ENSSCAG00000010505
zonotrichia_albicollis ENSZALG00000000086
cyanistes_caeruleus ENSCCEG00000007114
crocodylus_porosus ENSCPRG00005000881
notechis_scutatus ENSNSUG00000013799
pogona_vitticeps ENSPVIG00000007355
salvator_merianae ENSSMRG00000021562
sphenodon_punctatus ENSSPUG00000013166
xenopus_tropicalis ENSXETG00000007817
caenorhabditis_elegans_strain_n2 WBGene00006490
