mastacembelus_armatus ENSMAMG00000003606
monopterus_albus ENSMALG00000018639
anabas_testudineus ENSATEG00000018528
seriola_dumerili ENSSDUG00000022868
seriola_lalandi_dorsalis ENSSLDG00000015285
scophthalmus_maximus ENSSMAG00000002124
amphiprion_percula ENSAPEG00000007875
amphiprion_ocellaris ENSAOCG00000016696
acanthochromis_polyacanthus ENSAPOG00000002944
stegastes_partitus ENSSPAG00000015285
maylandia_zebra ENSMZEG00005006945
haplochromis_burtoni ENSHBUG00000013256
pundamilia_nyererei ENSPNYG00000000861
astatotilapia_calliptera ENSACLG00000016383
neolamprologus_brichardi ENSNBRG00000009732
oreochromis_niloticus ENSONIG00000011023
amphilophus_citrinellus ENSACIG00000023949
fundulus_heteroclitus ENSFHEG00000011362
cyprinodon_variegatus ENSCVAG00000014902
xiphophorus_maculatus ENSXMAG00000003663
xiphophorus_couchianus ENSXCOG00000015285
poecilia_formosa ENSPFOG00000017838
poecilia_latipinna ENSPLAG00000000311
poecilia_mexicana ENSPMEG00000018911
poecilia_reticulata ENSPREG00000000612
gambusia_affinis ENSGAFG00000004910
oryzias_latipes_asm223469v1 ENSORLG00015014495
oryzias_latipes ENSORLG00000014247
oryzias_latipes ENSORLG00020001502
oryzias_melastigma ENSOMEG00000016543
periophthalmus_magnuspinnatus ENSPMGG00000024021
