mola_mola ENSMMOG00000009094
hippocampus_comes ENSHCOG00000008717
cynoglossus_semilaevis ENSCSEG00000021576
poecilia_reticulata ENSPREG00000002089
poecilia_mexicana ENSPMEG00000023602
xiphophorus_maculatus ENSXMAG00000011388
gambusia_affinis ENSGAFG00000002362
xiphophorus_couchianus ENSXCOG00000014322
poecilia_formosa ENSPFOG00000005926
poecilia_latipinna ENSPLAG00000006370
cyprinodon_variegatus ENSCVAG00000020348
fundulus_heteroclitus ENSFHEG00000004871
kryptolebias_marmoratus ENSKMAG00000005424
oryzias_latipes ENSORLG00000014751
oryzias_latipes ENSORLG00020012037
oryzias_latipes ENSORLG00015006171
oryzias_melastigma ENSOMEG00000002846
gouania_willdenowi ENSGWIG00000012105
amphiprion_ocellaris ENSAOCG00000022259
amphiprion_percula ENSAPEG00000022017
stegastes_partitus ENSSPAG00000014890
acanthochromis_polyacanthus ENSAPOG00000004216
parambassis_ranga ENSPRNG00000000947
neolamprologus_brichardi ENSNBRG00000007897
pundamilia_nyererei ENSPNYG00000013777
haplochromis_burtoni ENSHBUG00000011478
maylandia_zebra ENSMZEG00005026408
oreochromis_niloticus ENSONIG00000016785
amphilophus_citrinellus ENSACIG00000011387
monopterus_albus ENSMALG00000014183
mastacembelus_armatus ENSMAMG00000000361
anabas_testudineus ENSATEG00000023884
betta_splendens ENSBSLG00000022003
seriola_lalandi ENSSLDG00000012945
seriola_dumerili ENSSDUG00000000766
lates_calcarifer ENSLCAG00010017022
scophthalmus_maximus ENSSMAG00000013813
labrus_bergylta ENSLBEG00000014535
gasterosteus_aculeatus ENSGACG00000011967
larimichthys_crocea ENSLCRG00005022523
xiphophorus_couchianus ENSXCOG00000014323
parambassis_ranga ENSPRNG00000000949
hucho_hucho ENSHHUG00000030602
hucho_hucho ENSHHUG00000008299
takifugu_rubripes ENSTRUG00000005056
tetraodon_nigroviridis ENSTNIG00000012485
gadus_morhua ENSGMOG00000019583
clupea_harengus ENSCHAG00000019040
denticeps_clupeoides ENSDCDG00000035256
ictalurus_punctatus ENSIPUG00000000456
electrophorus_electricus ENSEEEG00000016120
astyanax_mexicanus ENSAMXG00005023325
astyanax_mexicanus ENSAMXG00000007583
pygocentrus_nattereri ENSPNAG00000001215
danio_rerio ENSDARG00000074902
periophthalmus_magnuspinnatus ENSPMGG00000001268
eptatretus_burgeri ENSEBUG00000012973
drosophila_melanogaster FBgn0283651
