pelodiscus_sinensis ENSPSIG00000000544
crocodylus_porosus ENSCPRG00005010584
cyanistes_caeruleus ENSCCEG00000007716
ficedula_albicollis ENSFALG00000014383
junco_hyemalis ENSJHYG00000007735
zonotrichia_albicollis ENSZALG00000005991
taeniopygia_guttata ENSTGUG00000010554
calidris_pygmaea ENSCPGG00000013918
gallus_gallus ENSGALG00000043460
coturnix_japonica ENSCJPG00005014232
nothoprocta_perdicaria ENSNPEG00000002872
dromaius_novaehollandiae ENSDNVG00000017082
apteryx_rowi ENSARWG00000016255
gopherus_agassizii ENSGAGG00000020384
chelonoidis_abingdonii ENSCABG00000019639
sphenodon_punctatus ENSSPUG00000014432
xenopus_tropicalis ENSXETG00000026292
peromyscus_maniculatus_bairdii ENSPEMG00000013974
microtus_ochrogaster ENSMOCG00000008169
cricetulus_griseus_chok1gshd ENSCGRG00001008732
cricetulus_griseus_crigri ENSCGRG00000019504
mesocricetus_auratus ENSMAUG00000017052
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024929
mus_musculus ENSMUSG00000074637
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025863
mus_pahari MGP_PahariEiJ_G0026373
rattus_norvegicus ENSRNOG00000012199
meriones_unguiculatus ENSMUGG00000022670
nannospalax_galili ENSNGAG00000002034
jaculus_jaculus ENSJJAG00000002483
heterocephalus_glaber_male ENSHGLG00100021241
heterocephalus_glaber_female ENSHGLG00000020917
cebus_capucinus ENSCCAG00000020109
callithrix_jacchus ENSCJAG00000008401
aotus_nancymaae ENSANAG00000000047
chinchilla_lanigera ENSCLAG00000017978
octodon_degus ENSODEG00000020013
dipodomys_ordii ENSDORG00000007481
ictidomys_tridecemlineatus ENSSTOG00000011011
fukomys_damarensis ENSFDAG00000011851
ailuropoda_melanoleuca ENSAMEG00000011029
ursus_maritimus ENSUMAG00000007022
vulpes_vulpes ENSVVUG00000006730
neovison_vison ENSNVIG00000016538
felis_catus ENSFCAG00000029205
panthera_pardus ENSPPRG00000021752
canis_lupus_dingo ENSCAFG00020023541
canis_lupus_familiaris ENSCAFG00000011642
capra_hircus ENSCHIG00000011126
ovis_aries ENSOARG00000014598
bison_bison_bison ENSBBBG00000015767
tursiops_truncatus ENSTTRG00000004853
vicugna_pacos ENSVPAG00000010334
sus_scrofa ENSSSCG00000037485
equus_caballus ENSECAG00000010653
ursus_americanus ENSUAMG00000018369
myotis_lucifugus ENSMLUG00000013015
prolemur_simus ENSPSMG00000011661
propithecus_coquereli ENSPCOG00000012108
microcebus_murinus ENSMICG00000049239
otolemur_garnettii ENSOGAG00000029165
pan_troglodytes ENSPTRG00000030045
pan_paniscus ENSPPAG00000041083
homo_sapiens ENSG00000181449
pongo_abelii ENSPPYG00000014330
nomascus_leucogenys ENSNLEG00000018940
piliocolobus_tephrosceles ENSPTEG00000028472
colobus_angolensis_palliatus ENSCANG00000018394
rhinopithecus_roxellana ENSRROG00000010755
macaca_mulatta ENSMMUG00000046147
macaca_nemestrina ENSMNEG00000026232
macaca_fascicularis ENSMFAG00000027781
theropithecus_gelada ENSTGEG00000024837
papio_anubis ENSPANG00000025489
cercocebus_atys ENSCATG00000016562
chlorocebus_sabaeus ENSCSAG00000018883
marmota_marmota_marmota ENSMMMG00000003111
dasypus_novemcinctus ENSDNOG00000019903
oryctolagus_cuniculus ENSOCUG00000011135
loxodonta_africana ENSLAFG00000006096
echinops_telfairi ENSETEG00000006366
procavia_capensis ENSPCAG00000003690
monodelphis_domestica ENSMODG00000021292
ornithorhynchus_anatinus ENSOANG00000004458
notechis_scutatus ENSNSUG00000004653
latimeria_chalumnae ENSLACG00000006560
paramormyrops_kingsleyae ENSPKIG00000001950
paramormyrops_kingsleyae ENSPKIG00000014053
pygocentrus_nattereri ENSPNAG00000021116
astyanax_mexicanus ENSAMXG00000026046
ictalurus_punctatus ENSIPUG00000024592
danio_rerio ENSDARG00000070913
tetraodon_nigroviridis ENSTNIG00000003970
takifugu_rubripes ENSTRUG00000004861
labrus_bergylta ENSLBEG00000014895
gasterosteus_aculeatus ENSGACG00000006100
scophthalmus_maximus ENSSMAG00000019309
xiphophorus_maculatus ENSXMAG00000020128
xiphophorus_couchianus ENSXCOG00000008168
gambusia_affinis ENSGAFG00000010749
poecilia_formosa ENSPFOG00000020565
amphiprion_percula ENSAPEG00000014838
amphiprion_ocellaris ENSAOCG00000010950
acanthochromis_polyacanthus ENSAPOG00000015558
oryzias_latipes_asm223469v1 ENSORLG00015003233
oryzias_latipes ENSORLG00020005341
oreochromis_niloticus ENSONIG00000021317
neolamprologus_brichardi ENSNBRG00000021046
periophthalmus_magnuspinnatus ENSPMGG00000007243
seriola_lalandi_dorsalis ENSSLDG00000018420
mastacembelus_armatus ENSMAMG00000012589
poecilia_mexicana ENSPMEG00000010508
cyprinodon_variegatus ENSCVAG00000002728
oryzias_latipes ENSORLG00000011685
oryzias_melastigma ENSOMEG00000011636
pundamilia_nyererei ENSPNYG00000014128
astatotilapia_calliptera ENSACLG00000025897
maylandia_zebra ENSMZEG00005015644
haplochromis_burtoni ENSHBUG00000004735
amphilophus_citrinellus ENSACIG00000023348
cynoglossus_semilaevis ENSCSEG00000001590
anabas_testudineus ENSATEG00000022479
seriola_dumerili ENSSDUG00000016532
mola_mola ENSMMOG00000001555
poecilia_reticulata ENSPREG00000022723
poecilia_latipinna ENSPLAG00000022947
fundulus_heteroclitus ENSFHEG00000003675
kryptolebias_marmoratus ENSKMAG00000004796
stegastes_partitus ENSSPAG00000010494
monopterus_albus ENSMALG00000019918
hippocampus_comes ENSHCOG00000010386
gadus_morhua ENSGMOG00000019777
esox_lucius ENSELUG00000012841
scleropages_formosus ENSSFOG00015013583
lepisosteus_oculatus ENSLOCG00000017346
eptatretus_burgeri ENSEBUG00000005845
ciona_intestinalis ENSCING00000006005
pygocentrus_nattereri ENSPNAG00000010802
astyanax_mexicanus ENSAMXG00000025656
ictalurus_punctatus ENSIPUG00000010555
