microcebus_murinus ENSMICG00000045927
otolemur_garnettii ENSOGAG00000031332
erinaceus_europaeus ENSEEUG00000011034
chinchilla_lanigera ENSCLAG00000007227
chinchilla_lanigera ENSCLAG00000009359
chinchilla_lanigera ENSCLAG00000003098
chinchilla_lanigera ENSCLAG00000004424
octodon_degus ENSODEG00000003599
fukomys_damarensis ENSFDAG00000018906
dipodomys_ordii ENSDORG00000029921
dipodomys_ordii ENSDORG00000026849
rattus_norvegicus ENSRNOG00000030575
rattus_norvegicus ENSRNOG00000057548
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0000083
mus_musculus ENSMUSG00000106403
mus_spicilegus ENSMSIG00000010689
peromyscus_maniculatus_bairdii ENSPEMG00000031311
macaca_mulatta ENSMMUG00000039372
theropithecus_gelada ENSTGEG00000028372
chlorocebus_sabaeus ENSCSAG00000016597
rhinopithecus_bieti ENSRBIG00000038758
rhinopithecus_roxellana ENSRROG00000031298
piliocolobus_tephrosceles ENSPTEG00000028971
macaca_nemestrina ENSMNEG00000012000
macaca_fascicularis ENSMFAG00000011559
theropithecus_gelada ENSTGEG00000028403
mandrillus_leucophaeus ENSMLEG00000027506
cercocebus_atys ENSCATG00000020604
papio_anubis ENSPANG00000035303
chlorocebus_sabaeus ENSCSAG00000016620
homo_sapiens ENSG00000231292
gorilla_gorilla ENSGGOG00000037637
pongo_abelii ENSPPYG00000012186
saimiri_boliviensis_boliviensis ENSSBOG00000016583
rhinopithecus_bieti ENSRBIG00000030775
rhinopithecus_roxellana ENSRROG00000036919
colobus_angolensis_palliatus ENSCANG00000002402
macaca_fascicularis ENSMFAG00000035451
theropithecus_gelada ENSTGEG00000028005
callithrix_jacchus ENSCJAG00000045659
macaca_mulatta ENSMMUG00000040976
macaca_nemestrina ENSMNEG00000042091
papio_anubis ENSPANG00000018926
macaca_nemestrina ENSMNEG00000029121
macaca_fascicularis ENSMFAG00000029380
macaca_mulatta ENSMMUG00000040949
theropithecus_gelada ENSTGEG00000028300
chlorocebus_sabaeus ENSCSAG00000016568
macaca_mulatta ENSMMUG00000045432
rhinopithecus_roxellana ENSRROG00000009414
rhinopithecus_bieti ENSRBIG00000030724
piliocolobus_tephrosceles ENSPTEG00000028893
callithrix_jacchus ENSCJAG00000044474
carlito_syrichta ENSTSYG00000037111
carlito_syrichta ENSTSYG00000035030
sus_scrofa ENSSSCG00000039146
sus_scrofa ENSSSCG00000035765
chinchilla_lanigera ENSCLAG00000004101
chinchilla_lanigera ENSCLAG00000006198
heterocephalus_glaber_female ENSHGLG00000004790
fukomys_damarensis ENSFDAG00000008222
chinchilla_lanigera ENSCLAG00000004859
chinchilla_lanigera ENSCLAG00000003934
chinchilla_lanigera ENSCLAG00000005318
chinchilla_lanigera ENSCLAG00000004289
cavia_porcellus ENSCPOG00000038259
octodon_degus ENSODEG00000007829
spermophilus_dauricus ENSSDAG00000016345
marmota_marmota_marmota ENSMMMG00000003080
marmota_marmota_marmota ENSMMMG00000003205
marmota_marmota_marmota ENSMMMG00000003420
marmota_marmota_marmota ENSMMMG00000021144
spermophilus_dauricus ENSSDAG00000013944
marmota_marmota_marmota ENSMMMG00000003403
spermophilus_dauricus ENSSDAG00000005504
marmota_marmota_marmota ENSMMMG00000003520
marmota_marmota_marmota ENSMMMG00000003216
spermophilus_dauricus ENSSDAG00000024711
spermophilus_dauricus ENSSDAG00000013676
marmota_marmota_marmota ENSMMMG00000003498
marmota_marmota_marmota ENSMMMG00000003018
marmota_marmota_marmota ENSMMMG00000003271
urocitellus_parryii ENSUPAG00010023814
marmota_marmota_marmota ENSMMMG00000002956
spermophilus_dauricus ENSSDAG00000014088
marmota_marmota_marmota ENSMMMG00000003683
marmota_marmota_marmota ENSMMMG00000006958
spermophilus_dauricus ENSSDAG00000024685
spermophilus_dauricus ENSSDAG00000016688
spermophilus_dauricus ENSSDAG00000003860
spermophilus_dauricus ENSSDAG00000003845
urocitellus_parryii ENSUPAG00010005750
urocitellus_parryii ENSUPAG00010010404
ictidomys_tridecemlineatus ENSSTOG00000032846
jaculus_jaculus ENSJJAG00000016918
sorex_araneus ENSSARG00000008950
sorex_araneus ENSSARG00000009836
cricetulus_griseus_crigri-picr ENSCGRG00015002792
