pteropus_vampyrus ENSPVAG00000011647
myotis_lucifugus ENSMLUG00000005991
canis_lupus ENSCAFG00020009562
canis_lupus ENSCAFG00000019775
vulpes_vulpes ENSVVUG00000003008
ursus_maritimus ENSUMAG00000016486
panthera_tigris ENSPTIG00000008241
erinaceus_europaeus ENSEEUG00000010030
jaculus_jaculus ENSJJAG00000002074
peromyscus_maniculatus ENSPEMG00000022318
urocitellus_parryii ENSUPAG00010022174
marmota_marmota ENSMMMG00000019600
heterocephalus_glaber ENSHGLG00000000194
fukomys_damarensis ENSFDAG00000008935
octodon_degus ENSODEG00000006180
cavia_aperea ENSCAPG00000007697
cavia_porcellus ENSCPOG00000010407
ochotona_princeps ENSOPRG00000007702
ochotona_princeps ENSOPRG00000004285
colobus_angolensis ENSCANG00000008660
pongo_abelii ENSPPYG00000002211
callithrix_jacchus ENSCJAG00000039442
echinops_telfairi ENSETEG00000014321
dasypus_novemcinctus ENSDNOG00000017385
