loxodonta_africana ENSLAFG00000014843
procavia_capensis ENSPCAG00000005648
echinops_telfairi ENSETEG00000012822
pteropus_vampyrus ENSPVAG00000005213
myotis_lucifugus ENSMLUG00000009565
capra_hircus ENSCHIG00000014472
ovis_aries ENSOARG00000007578
bos_taurus ENSBTAG00000009786
bos_mutus ENSBMUG00000024432
bison_bison_bison ENSBBBG00000000688
tursiops_truncatus ENSTTRG00000005932
sus_scrofa ENSSSCG00000015353
equus_caballus ENSECAG00000023149
equus_asinus_asinus ENSEASG00005021220
ursus_maritimus ENSUMAG00000021896
ursus_americanus ENSUAMG00000009245
ailuropoda_melanoleuca ENSAMEG00000009826
mustela_putorius_furo ENSMPUG00000014051
neovison_vison ENSNVIG00000015608
canis_lupus_dingo ENSCAFG00020010179
vulpes_vulpes ENSVVUG00000016544
panthera_pardus ENSPPRG00000023646
panthera_tigris_altaica ENSPTIG00000017534
felis_catus ENSFCAG00000005088
erinaceus_europaeus ENSEEUG00000015783
sorex_araneus ENSSARG00000006440
microcebus_murinus ENSMICG00000029127
prolemur_simus ENSPSMG00000017502
propithecus_coquereli ENSPCOG00000015873
otolemur_garnettii ENSOGAG00000007275
pan_troglodytes ENSPTRG00000051261
pan_troglodytes ENSPTRG00000018941
pan_paniscus ENSPPAG00000043890
gorilla_gorilla ENSGGOG00000015597
homo_sapiens ENSG00000006747
pongo_abelii ENSPPYG00000017773
nomascus_leucogenys ENSNLEG00000016265
theropithecus_gelada ENSTGEG00000024927
papio_anubis ENSPANG00000023059
macaca_fascicularis ENSMFAG00000028723
macaca_nemestrina ENSMNEG00000041934
macaca_mulatta ENSMMUG00000000880
chlorocebus_sabaeus ENSCSAG00000013357
mandrillus_leucophaeus ENSMLEG00000033871
cercocebus_atys ENSCATG00000033590
rhinopithecus_bieti ENSRBIG00000041172
rhinopithecus_roxellana ENSRROG00000031034
colobus_angolensis_palliatus ENSCANG00000030955
piliocolobus_tephrosceles ENSPTEG00000034411
saimiri_boliviensis_boliviensis ENSSBOG00000029677
cebus_capucinus ENSCCAG00000023458
callithrix_jacchus ENSCJAG00000000815
aotus_nancymaae ENSANAG00000029754
tupaia_belangeri ENSTBEG00000007228
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018558
mus_musculus ENSMUSG00000002565
mus_spicilegus ENSMSIG00000001583
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017716
mus_pahari MGP_PahariEiJ_G0029473
rattus_norvegicus ENSRNOG00000004498
meriones_unguiculatus ENSMUGG00000017919
cricetulus_griseus_crigri ENSCGRG00000017579
cricetulus_griseus_chok1gshd ENSCGRG00001000973
cricetulus_griseus_crigri-picr ENSCGRG00015012796
mesocricetus_auratus ENSMAUG00000010111
microtus_ochrogaster ENSMOCG00000016209
peromyscus_maniculatus_bairdii ENSPEMG00000000931
nannospalax_galili ENSNGAG00000021209
jaculus_jaculus ENSJJAG00000002358
chinchilla_lanigera ENSCLAG00000004560
octodon_degus ENSODEG00000006899
cavia_porcellus ENSCPOG00000005589
cavia_aperea ENSCAPG00000016622
heterocephalus_glaber_female ENSHGLG00000008880
heterocephalus_glaber_male ENSHGLG00100008888
fukomys_damarensis ENSFDAG00000016234
urocitellus_parryii ENSUPAG00010011491
ictidomys_tridecemlineatus ENSSTOG00000011432
marmota_marmota_marmota ENSMMMG00000013945
spermophilus_dauricus ENSSDAG00000015593
ochotona_princeps ENSOPRG00000003441
oryctolagus_cuniculus ENSOCUG00000006986
carlito_syrichta ENSTSYG00000007883
dipodomys_ordii ENSDORG00000009917
castor_canadensis ENSCCNG00000013361
vicugna_pacos ENSVPAG00000002001
