monopterus_albus ENSMALG00000006416
labrus_bergylta ENSLBEG00000018999
maylandia_zebra ENSMZEG00005019777
pundamilia_nyererei ENSPNYG00000004639
neolamprologus_brichardi ENSNBRG00000018751
periophthalmus_magnuspinnatus ENSPMGG00000023654
hucho_hucho ENSHHUG00000042334
pelodiscus_sinensis ENSPSIG00000017992
chrysemys_picta ENSCPBG00000004311
calidris_pygmaea ENSCPGG00000010970
sphenodon_punctatus ENSSPUG00000001186
canis_lupus ENSCAFG00020025267
notechis_scutatus ENSNSUG00000014678
callorhinchus_milii ENSCMIG00000009129
