erinaceus_europaeus ENSEEUG00000015615
sorex_araneus ENSSARG00000005792
equus_asinus_asinus ENSEASG00005019075
equus_caballus ENSECAG00000017387
pteropus_vampyrus ENSPVAG00000005063
ailuropoda_melanoleuca ENSAMEG00000016685
ursus_americanus ENSUAMG00000014787
neovison_vison ENSNVIG00000003159
canis_lupus_dingo ENSCAFG00020008432
vulpes_vulpes ENSVVUG00000027866
felis_catus ENSFCAG00000044575
panthera_pardus ENSPPRG00000024396
bos_mutus ENSBMUG00000006590
bos_taurus ENSBTAG00000020253
bison_bison_bison ENSBBBG00000015101
capra_hircus ENSCHIG00000023917
ovis_aries ENSOARG00000013266
tursiops_truncatus ENSTTRG00000009796
tursiops_truncatus ENSTTRG00000007492
octodon_degus ENSODEG00000017419
chinchilla_lanigera ENSCLAG00000008667
heterocephalus_glaber_female ENSHGLG00000009532
heterocephalus_glaber_male ENSHGLG00100013824
fukomys_damarensis ENSFDAG00000002139
cavia_porcellus ENSCPOG00000022568
cavia_aperea ENSCAPG00000016139
marmota_marmota_marmota ENSMMMG00000019555
ictidomys_tridecemlineatus ENSSTOG00000031005
spermophilus_dauricus ENSSDAG00000003378
mus_spicilegus ENSMSIG00000025386
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017430
mus_musculus ENSMUSG00000041165
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016594
mus_pahari MGP_PahariEiJ_G0017725
rattus_norvegicus ENSRNOG00000015419
meriones_unguiculatus ENSMUGG00000015419
peromyscus_maniculatus_bairdii ENSPEMG00000010523
microtus_ochrogaster ENSMOCG00000006619
cricetulus_griseus_crigri ENSCGRG00000011483
cricetulus_griseus_chok1gshd ENSCGRG00001020989
mesocricetus_auratus ENSMAUG00000012060
nannospalax_galili ENSNGAG00000005715
jaculus_jaculus ENSJJAG00000016635
castor_canadensis ENSCCNG00000017188
dipodomys_ordii ENSDORG00000008656
oryctolagus_cuniculus ENSOCUG00000005542
rhinopithecus_bieti ENSRBIG00000019816
rhinopithecus_roxellana ENSRROG00000037782
piliocolobus_tephrosceles ENSPTEG00000014253
colobus_angolensis_palliatus ENSCANG00000034803
macaca_fascicularis ENSMFAG00000041099
macaca_mulatta ENSMMUG00000015622
macaca_nemestrina ENSMNEG00000045294
chlorocebus_sabaeus ENSCSAG00000011740
mandrillus_leucophaeus ENSMLEG00000009129
cercocebus_atys ENSCATG00000043977
papio_anubis ENSPANG00000024184
theropithecus_gelada ENSTGEG00000023999
gorilla_gorilla ENSGGOG00000011808
homo_sapiens ENSG00000181323
pan_paniscus ENSPPAG00000043589
pan_troglodytes ENSPTRG00000008685
pongo_abelii ENSPPYG00000007917
nomascus_leucogenys ENSNLEG00000009442
saimiri_boliviensis_boliviensis ENSSBOG00000030260
callithrix_jacchus ENSCJAG00000016399
cebus_capucinus ENSCCAG00000027323
aotus_nancymaae ENSANAG00000019788
carlito_syrichta ENSTSYG00000010866
propithecus_coquereli ENSPCOG00000005919
microcebus_murinus ENSMICG00000012137
otolemur_garnettii ENSOGAG00000011428
loxodonta_africana ENSLAFG00000030940
procavia_capensis ENSPCAG00000006730
echinops_telfairi ENSETEG00000019122
choloepus_hoffmanni ENSCHOG00000012735
